CRASH DATETIME,DAY OF WEEK CODE,DAY OF WEEK DESCRIPTION,CRASH CLASSIFICATION CODE,CRASH CLASSIFICATION DESCRIPTION,COLLISION ON PRIVATE PROPERTY,PEDESTRIAN INVOLVED,MANNER OF IMPACT CODE,MANNER OF IMPACT DESCRIPTION,ALCOHOL INVOLVED,DRUG INVOLVED,ROAD SURFACE CODE,ROAD SURFACE DESCRIPTION,LIGHTING CONDITION CODE,LIGHTING CONDITION DESCRIPTION,WEATHER 1 CODE,WEATHER 1 DESCRIPTION,WEATHER 2 CODE,WEATHER 2 DESCRIPTION,SEATBELT USED,MOTORCYCLE INVOLVED,MOTORCYCLE HELMET USED,BICYCLED INVOLVED,BICYCLE HELMET USED,LATITUDE,LONGITUDE,PRIMARY CONTRIBUTING CIRCUMSTANCE CODE,PRIMARY CONTRIBUTING CIRCUMSTANCE DESCRIPTION,SCHOOL BUS INVOLVED CODE,SCHOOL BUS INVOLVED DESCRIPTION,WORK ZONE,WORK ZONE LOCATION CODE,WORK ZONE LOCATION DESCRIPTION,WORK ZONE TYPE CODE,WORK ZONE TYPE DESCRIPTION,WORKERS PRESENT,the_geom,COUNTY CODE,COUNTY NAME,YEAR
2012 Jul 04 06:21:00 AM,4,Wednesday,3,Personal Injury Crash,N,N,1,Front to rear,Y,N,1,Dry,5,Dark-Not Lighted,2,Cloudy,,,Y,N,N,N,N,38.73529,-75.23134,10,Driving under the influence,0,No,N,,,,,N,POINT (-75.231340000039 38.735289999702),S,Sussex,2012
2013 Jul 12 05:33:00 AM,6,Friday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,1,Daylight,2,Cloudy,4,Rain,Y,N,N,N,N,39.19923,-75.59735,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.597349999812 39.199230000003),K,Kent,2013
2015 Jul 15 05:40:00 PM,4,Wednesday,2,Property Damage Only,N,N,2,Front to front,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,38.53218,-75.0569,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.056899999805 38.532180000134),S,Sussex,2015
2013 Jun 24 01:15:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.70645,-75.34267,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.342669999949 38.706449999964),S,Sussex,2013
2011 Jun 02 05:51:00 PM,5,Thursday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.74345,-75.53977,4,Disregard Traffic Signal,0,No,N,,,,,N,POINT (-75.539769999632 39.743450000128),N,New Castle,2011
2013 Apr 24 10:41:00 PM,4,Wednesday,1,Non-Reportable,Y,N,5,"Sideswipe, opposite direction",N,N,1,Dry,3,Dusk,2,Cloudy,,,Y,N,N,N,N,39.75207,-75.55637,14,Improper backing,0,No,N,,,,,N,POINT (-75.556370000106 39.75207000021),N,New Castle,2013
2014 Jul 02 04:22:00 PM,4,Wednesday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.68098,-75.66297,7,Improper lane change,0,No,N,,,,,N,POINT (-75.66296999994 39.68097999983),N,New Castle,2014
2010 Sep 30 11:21:00 PM,5,Thursday,2,Property Damage Only,N,N,3,Angle,N,N,2,Wet,4,Dark-Lighted,4,Rain,,,Y,N,N,N,N,39.73685,-75.55969,3,Passed Stop Sign,0,No,N,,,,,N,POINT (-75.559690000022 39.736850000159),N,New Castle,2010
2010 Jul 11 09:32:00 AM,1,Sunday,2,Property Damage Only,N,N,88,Other,Y,N,1,Dry,2,Dawn,1,Clear,,,Y,N,N,N,N,39.67471,-75.76062,10,Driving under the influence,0,No,N,,,,,N,POINT (-75.760620000155 39.674710000218),N,New Castle,2010
2012 Aug 01 07:47:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,2,Cloudy,,,Y,N,N,N,N,38.96441,-75.43143,8,Following too close,0,No,N,,,,,N,POINT (-75.431429999924 38.964410000319),K,Kent,2012
2014 Jun 13 10:01:00 AM,6,Friday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.60542,-75.7693,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.769300000334 39.605419999659),N,New Castle,2014
2009 Apr 22 06:31:00 PM,4,Wednesday,4,Fatality Crash,N,N,3,Angle,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.1172323,-75.5564952,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.556495200104 39.117232300181),K,Kent,2009
2012 Jan 08 10:00:00 AM,1,Sunday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,39.77692,-75.71818,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.718180000059 39.776919999912),N,New Castle,2012
2015 Mar 16 12:35:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.65583,-75.63319,9,Made improper turn,0,No,N,,,,,N,POINT (-75.633190000261 39.655830000003),N,New Castle,2015
2010 Dec 11 06:30:00 PM,7,Saturday,2,Property Damage Only,N,N,88,Other,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.47812,-75.62636,17,Animal in Roadway - Deer,0,No,N,,,,,N,POINT (-75.626359999562 39.478119999931),N,New Castle,2010
2011 Nov 30 07:30:00 AM,4,Wednesday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,2,Wet,5,Dark-Not Lighted,2,Cloudy,,,Y,N,N,N,N,38.59943,-75.31749,7,Improper lane change,0,No,N,,,,,N,POINT (-75.317489999753 38.599430000074),S,Sussex,2011
2015 Oct 29 11:17:00 PM,5,Thursday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,39.81441,-75.44926,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.449259999737 39.814409999777),N,New Castle,2015
2010 Dec 03 06:11:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.78599,-75.47684,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.476840000131 39.785989999926),N,New Castle,2010
2010 May 03 03:20:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.64912,-75.63146,14,Improper backing,0,No,N,,,,,N,POINT (-75.631460000433 39.649120000315),N,New Castle,2010
2015 Jul 02 02:09:00 AM,4,Wednesday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,5,Dark-Not Lighted,2,Cloudy,,,Y,N,N,N,N,39.72894,-75.62271,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.622709999934 39.728939999867),N,New Castle,2015
2010 Apr 23 07:55:00 PM,6,Friday,2,Property Damage Only,N,N,88,Other,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.74179,-75.5622,7,Improper lane change,0,No,N,,,,,N,POINT (-75.562199999825 39.741789999734),N,New Castle,2010
2012 Sep 16 02:29:00 AM,7,Saturday,3,Personal Injury Crash,N,Y,88,Other,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.74277,-75.55897,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.558970000321 39.742769999892),N,New Castle,2012
2010 Apr 16 05:06:00 PM,6,Friday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.69251,-75.57962,88,Other,0,No,N,,,,,N,POINT (-75.579619999559 39.692509999707),N,New Castle,2010
2015 Nov 07 08:30:00 AM,7,Saturday,3,Personal Injury Crash,N,N,1,Front to rear,Y,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.75609,-75.49431,10,Driving under the influence,0,No,N,,,,,N,POINT (-75.494310000094 39.756090000008),N,New Castle,2015
2012 Nov 08 03:55:00 PM,5,Thursday,1,Non-Reportable,Y,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.68606,-75.68145,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.681450000031 39.686059999802),N,New Castle,2012
2009 Feb 06 01:28:00 AM,5,Thursday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.8021871,-75.5050905,,,0,No,N,,,,,N,POINT (-75.505090500359 39.80218710008),N,New Castle,2009
2010 Feb 11 05:10:00 PM,5,Thursday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,1,Clear,,,Y,N,N,N,N,39.63298,-75.65956,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.659559999613 39.632979999835),N,New Castle,2010
2015 Mar 09 08:23:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.6785,-75.69406,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.69406000022 39.678499999992),N,New Castle,2015
2010 Oct 26 05:57:00 PM,3,Tuesday,1,Non-Reportable,Y,N,99,Unknown,N,N,1,Dry,1,Daylight,1,Clear,1,Clear,Y,N,N,N,N,39.77198,-75.49698,99,Unknown,0,No,N,,,,,N,POINT (-75.496979999731 39.771980000072),N,New Castle,2010
2012 Aug 26 04:17:00 PM,1,Sunday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,1,Clear,,,Y,N,N,N,N,38.63904,-75.19321,8,Following too close,0,No,N,,,,,N,POINT (-75.193209999895 38.6390400003),S,Sussex,2012
2009 Aug 08 02:50:00 PM,7,Saturday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.6866074,-75.7364975,,,0,No,N,,,,,N,POINT (-75.736497500305 39.686607399665),N,New Castle,2009
2013 Jul 06 11:34:00 PM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,3,Dusk,1,Clear,,,Y,N,N,N,N,38.7895,-75.36982,15,Other improper driving,0,No,N,,,,,N,POINT (-75.369820000174 38.789500000104),S,Sussex,2013
2010 Oct 24 08:15:00 PM,1,Sunday,2,Property Damage Only,N,N,88,Other,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.62528,-75.51141,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.511410000161 38.625279999667),S,Sussex,2010
2015 Sep 02 11:45:00 AM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.82009,-75.47088,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.470879999818 39.820089999739),N,New Castle,2015
2015 Nov 06 04:40:00 PM,6,Friday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.45265,-75.68641,14,Improper backing,0,No,N,,,,,N,POINT (-75.686410000261 39.452649999762),N,New Castle,2015
2015 Mar 17 11:54:00 AM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.60156,-75.31948,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.319479999873 38.601559999969),S,Sussex,2015
2013 Nov 02 06:26:00 PM,7,Saturday,1,Non-Reportable,N,N,99,Unknown,N,N,99,Unknown,99,Unknown,99,Unknown,,,Y,N,N,N,N,38.73553,-75.22983,99,Unknown,0,No,N,,,,,N,POINT (-75.229830000319 38.735530000222),S,Sussex,2013
2015 Jun 01 02:56:00 PM,2,Monday,1,Non-Reportable,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.18026,-75.52849,7,Improper lane change,0,No,N,,,,,N,POINT (-75.528490000136 39.180259999937),K,Kent,2015
2009 Aug 10 03:52:00 PM,2,Monday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.6664949,-75.6034549,,,0,No,N,,,,,N,POINT (-75.603454900178 39.66649489981),N,New Castle,2009
2015 Jan 18 02:28:00 PM,1,Sunday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.74334,-75.51485,19,"Other environmental circumstances - weather, glare",0,No,N,,,,,N,POINT (-75.514849999727 39.743340000219),N,New Castle,2015
2015 Jul 26 03:51:00 AM,7,Saturday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,39.69919,-75.55142,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.551419999921 39.699189999851),N,New Castle,2015
2015 Nov 08 02:32:00 PM,1,Sunday,1,Non-Reportable,Y,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.62491,-75.19553,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.195529999728 38.624909999692),S,Sussex,2015
2015 Jul 15 10:48:00 AM,4,Wednesday,1,Non-Reportable,Y,N,,,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.7364,-75.14098,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.140979999932 38.73639999999),S,Sussex,2015
2011 May 19 08:12:00 PM,5,Thursday,3,Personal Injury Crash,N,Y,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.74005,-75.56713,88,Other,0,No,N,,,,,N,POINT (-75.567129999918 39.74005000023),N,New Castle,2011
2013 Jul 22 12:33:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.62535,-75.62206,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.622059999655 39.625350000034),N,New Castle,2013
2014 Oct 10 07:20:00 PM,6,Friday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.66868,-75.58207,88,Other,0,No,N,,,,,N,POINT (-75.582069999986 39.668680000126),N,New Castle,2014
2011 Dec 21 12:45:00 AM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.51136,-75.707,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.707000000123 39.511359999892),N,New Castle,2011
2011 Jan 19 06:49:00 PM,4,Wednesday,1,Non-Reportable,Y,N,6,Rear to side,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.74985,-75.55108,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.551080000163 39.749849999871),N,New Castle,2011
2013 Jun 07 05:48:00 PM,6,Friday,1,Non-Reportable,N,N,0,Not a collision between two vehicles,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,38.87701,-75.35763,1,Speeding,0,No,N,,,,,N,POINT (-75.357630000109 38.877009999961),S,Sussex,2013
2015 Mar 09 12:01:00 AM,1,Sunday,1,Non-Reportable,N,N,,,N,N,,,,,,,,,Y,N,N,N,N,39.48264,-75.71973,17,Animal in Roadway - Deer,0,No,N,,,,,N,POINT (-75.719729999963 39.482640000005),N,New Castle,2015
2015 May 19 04:35:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.66529,-75.60456,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.604559999555 39.665290000335),N,New Castle,2015
2012 Jun 22 11:27:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.67679,-75.18324,8,Following too close,0,No,N,,,,,N,POINT (-75.183240000104 38.676789999838),S,Sussex,2012
2009 Nov 11 05:20:00 AM,4,Wednesday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,2,Wet,4,Dark-Lighted,4,Rain,,,Y,N,N,N,N,38.6405922,-75.5933083,,,0,No,N,,,,,N,POINT (-75.593308299686 38.640592199774),S,Sussex,2009
2011 Oct 22 07:13:00 PM,7,Saturday,1,Non-Reportable,Y,N,3,Angle,Y,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.66754,-75.67087,10,Driving under the influence,0,No,N,,,,,N,POINT (-75.670870000144 39.667539999702),N,New Castle,2011
2010 Nov 06 12:00:00 AM,6,Friday,2,Property Damage Only,N,N,5,"Sideswipe, opposite direction",N,N,1,Dry,5,Dark-Not Lighted,1,Clear,1,Clear,Y,N,N,N,N,38.60773,-75.58707,99,Unknown,0,No,N,,,,,N,POINT (-75.5870700004 38.607729999741),S,Sussex,2010
2015 Oct 10 07:01:00 AM,7,Saturday,1,Non-Reportable,Y,N,,,N,N,,,,,,,,,Y,N,N,N,N,39.2395,-75.54225,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.542250000196 39.239499999704),K,Kent,2015
2009 Oct 07 09:30:00 PM,4,Wednesday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.5665285,-75.2787239,,,0,No,N,,,,,N,POINT (-75.278723899861 38.566528499965),S,Sussex,2009
2012 Nov 21 03:08:00 AM,3,Tuesday,2,Property Damage Only,N,N,3,Angle,Y,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.72322,-75.59347,10,Driving under the influence,0,No,N,,,,,N,POINT (-75.593470000031 39.723219999818),N,New Castle,2012
2009 May 26 12:55:00 PM,3,Tuesday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.7566663,-75.5309989,,,0,No,N,,,,,N,POINT (-75.530998900401 39.756666300246),N,New Castle,2009
2012 May 17 04:00:00 AM,5,Thursday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.64636,-75.63656,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.636560000405 39.646359999746),N,New Castle,2012
2012 Mar 22 11:22:00 AM,5,Thursday,1,Non-Reportable,N,N,,,N,N,,,,,,,,,Y,N,N,N,N,39.52681,-75.64886,8,Following too close,0,No,N,,,,,N,POINT (-75.648860000075 39.526809999821),N,New Castle,2012
2012 Oct 14 01:15:00 AM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,39.02399,-75.56378,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.563779999866 39.023989999746),K,Kent,2012
2012 Apr 19 12:24:00 PM,5,Thursday,2,Property Damage Only,N,N,2,Front to front,N,N,99,Unknown,5,Dark-Not Lighted,99,Unknown,,,Y,N,N,N,N,38.51818,-75.13557,99,Unknown,0,No,N,,,,,N,POINT (-75.135570000338 38.518179999814),S,Sussex,2012
2014 Jan 19 06:17:00 PM,1,Sunday,3,Personal Injury Crash,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.69197,-75.3991,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.399100000259 38.691970000258),S,Sussex,2014
2013 Jan 14 06:58:00 AM,2,Monday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.73767,-75.6325,99,Unknown,0,No,N,,,,,N,POINT (-75.6324999998 39.737669999756),N,New Castle,2013
2011 Nov 28 03:52:00 AM,1,Sunday,2,Property Damage Only,N,N,5,"Sideswipe, opposite direction",N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.66261,-75.64209,9,Made improper turn,0,No,N,,,,,N,POINT (-75.64208999965 39.662610000054),N,New Castle,2011
2011 Oct 09 09:30:00 AM,1,Sunday,2,Property Damage Only,N,N,88,Other,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.29499,-75.68703,99,Unknown,0,No,N,,,,,N,POINT (-75.687030000402 39.294990000171),K,Kent,2011
2013 Apr 11 07:27:00 PM,5,Thursday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.06019,-75.61355,18,Animal in Roadway - Other Animal,0,No,N,,,,,N,POINT (-75.613550000254 39.060190000061),K,Kent,2013
2013 Oct 29 01:19:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.72487,-75.28556,8,Following too close,0,No,N,,,,,N,POINT (-75.285560000122 38.72487000032),S,Sussex,2013
2012 Jan 29 07:41:00 AM,1,Sunday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,Y,Y,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,38.66336,-75.2226,4,Disregard Traffic Signal,0,No,N,,,,,N,POINT (-75.222599999586 38.663360000318),S,Sussex,2012
2015 Feb 19 09:49:00 PM,5,Thursday,2,Property Damage Only,N,N,3,Angle,N,N,4,Ice/Frost,1,Daylight,7,Blowing Snow,,,Y,N,N,N,N,38.72299,-75.2049,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.204900000368 38.722989999801),S,Sussex,2015
2015 Jun 27 08:58:00 PM,7,Saturday,1,Non-Reportable,Y,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,38.93009,-75.43552,9,Made improper turn,0,No,N,,,,,N,POINT (-75.435519999768 38.930089999694),K,Kent,2015
2015 Aug 14 07:00:00 PM,6,Friday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.64652,-75.68025,14,Improper backing,0,No,N,,,,,N,POINT (-75.680249999931 39.646520000211),N,New Castle,2015
2013 Jun 01 10:20:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.71058,-75.0977,8,Following too close,0,No,N,,,,,N,POINT (-75.097699999587 38.710579999821),S,Sussex,2013
2012 Jun 07 12:01:00 PM,5,Thursday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.69439,-75.60023,7,Improper lane change,0,No,N,,,,,N,POINT (-75.60023000041 39.694390000122),N,New Castle,2012
2010 Sep 18 08:04:00 PM,7,Saturday,3,Personal Injury Crash,N,N,2,Front to front,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.60097,-75.74365,5,Wrong side or wrong way,0,No,N,,,,,N,POINT (-75.743649999785 39.60096999996),N,New Castle,2010
2009 Oct 18 01:54:00 PM,1,Sunday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,38.5153001,-75.183693,,,0,No,N,,,,,N,POINT (-75.18369299984 38.515300099991),S,Sussex,2009
2009 Feb 16 07:22:00 PM,2,Monday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.7333882,-75.741109,,,0,No,N,,,,,N,POINT (-75.741109000019 39.733388199876),N,New Castle,2009
2009 Sep 12 11:49:00 PM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,4,Dark-Lighted,2,Cloudy,,,Y,N,N,N,N,39.7082317,-75.6077272,,,0,No,N,,,,,N,POINT (-75.607727199634 39.708231699997),N,New Castle,2009
2011 Nov 28 07:56:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.733,-75.57818,11,"Driver inattention, distraction, or fatigue",1,"Yes, Directly Involved",N,,,,,N,POINT (-75.578180000158 39.732999999928),N,New Castle,2011
2013 May 16 09:19:00 PM,5,Thursday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.62708,-75.67245,6,Improper passing,0,No,N,,,,,N,POINT (-75.672450000185 39.62708000006),N,New Castle,2013
2015 Dec 16 02:59:00 PM,4,Wednesday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.73219,-75.52471,88,Other,0,No,N,,,,,N,POINT (-75.524709999913 39.732189999962),N,New Castle,2015
2009 Jan 07 06:16:00 PM,4,Wednesday,2,Property Damage Only,N,N,3,Angle,N,N,2,Wet,1,Daylight,1,Clear,,,Y,N,N,N,N,39.762314,-75.6398217,,,0,No,N,,,,,N,POINT (-75.639821699659 39.762313999941),N,New Castle,2009
2015 Dec 15 02:32:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.12426,-75.51667,14,Improper backing,0,No,N,,,,,N,POINT (-75.516669999967 39.124260000042),K,Kent,2015
2015 Oct 22 12:12:00 PM,5,Thursday,1,Non-Reportable,Y,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.03931,-75.55918,15,Other improper driving,0,No,N,,,,,N,POINT (-75.559180000384 39.039309999968),K,Kent,2015
2010 Oct 08 11:52:00 PM,6,Friday,1,Non-Reportable,N,N,4,"Sideswipe, same direction",N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.68321,-75.75089,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.750889999665 39.683210000257),N,New Castle,2010
2013 May 25 12:01:00 PM,7,Saturday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.53515,-75.18771,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.187709999889 38.535149999655),S,Sussex,2013
2014 Aug 18 12:50:00 AM,1,Sunday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,38.55198,-75.14143,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.141430000194 38.551979999925),S,Sussex,2014
2015 Jun 07 04:00:00 PM,1,Sunday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.5781,-75.53061,17,Animal in Roadway - Deer,0,No,N,,,,,N,POINT (-75.530609999952 38.578100000047),S,Sussex,2015
