Document Nbr,Crash Date,Crash Year,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Roadway Alignment,Roadway Description,Intersection Type,RTE Name,SYSTEM,Node,RNS MP,x,y,Physical Juris Name,Pedestrian?,Bike?,Alcohol?,Speed?,Hitrun?,Motorcycle?,Night?,Distracted?,Drowsy?,Drug Related?,Young?,Senior?,Unrestrained?,School Zone,Work Zone Related,Traffic Control Type,Traffic Control Status,Functional Class,Area Type,Facility Type,Ownership,First Harmful Event,First Harmful Event Loc,Persons Injured,Pedestrians Killed,Pedestrians Injured,_source_state,_co_system_code,_co_agency_id,_co_rd_number,_co_location1,_co_location2,_co_city,_source_file
1334612,2/28/2025,2025,0930,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,Intersection Related,Intersection,S PARKER RD,Primary,S CROWN CREST BLVD & S PARKER RD,61.704,-104.77527,39.549988,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,PPD,083A,S PARKER RD,S CROWN CREST BLVD,PARKER,crashlens_u5p9stw5.csv
1327348,2/28/2025,2025,1230,O,0,0,0,0,Other,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,GOODYEAR ST,NonVDOT secondary,,,-104.88641,39.39809,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Parked Motor Vehicle,On Roadway,0,,,colorado,City Street,CRPD,0185,GOODYEAR ST,FITCH ST,CASTLE ROCK,crashlens_u5p9stw5.csv
1327286,2/28/2025,2025,1305,B,0,0,1,0,Fixed Object - Off Road,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,N PETERSON RD,NonVDOT secondary,,,-104.98774,39.46473,DOUGLAS,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,,,,,,,Curb,Ran off left side,1,,,colorado,County Road,DSO,4700,N PETERSON RD,AIRPORT RD,,crashlens_u5p9stw5.csv
1328075,2/28/2025,2025,1557,C,0,0,0,1,Rear End,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,VILLAGE CIRCLE E,NonVDOT secondary,N RAMPART RANGE RD & VILLAGE CIRCLE E,,-105.07325,39.47803,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,1,,,colorado,County Road,DSO,4700,VILLAGE CIRCLE E,N RAMPART RANGE RD,,crashlens_u5p9stw5.csv
1330339,2/28/2025,2025,1709,B,0,0,1,0,Rear End,Clear,Daylight,Dry,Straight/Level,Intersection Related,Intersection,HWY 85,Primary,HWY 85 & W HIGHLANDS RANCH PKWY,198.444,-105.03597,39.53556,DOUGLAS,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,1,,,colorado,State Highway,CSP,085B,HWY 85,W HIGHLANDS RANCH PKWY,,crashlens_u5p9stw5.csv
1332618,2/28/2025,2025,1709,B,0,0,1,0,Rear End,Clear,Daylight,Dry,Straight/Level,Intersection Related,Intersection,HWY 85,Primary,HWY 85 & W HIGHLANDS RANCH PKWY,198.430,-105.036303,39.536696,DOUGLAS,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,1,,,colorado,State Highway,CSP,085B,HWY 85,W HIGHLANDS RANCH PKWY,,crashlens_u5p9stw5.csv
1332800,2/28/2025,2025,1830,O,0,0,0,0,Rear End,Clear,Dark – Unlighted,Dry,Straight/Level,Ramp,Ramp,C-470,Primary,,18.251,-105.01104,39.56123,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,CSP,470A,C-470,MM 18.251,,crashlens_u5p9stw5.csv
1334538,2/28/2025,2025,2101,O,0,0,0,0,Angle,Clear,Dark – Lighted,Dry,Curve Left,At Intersection,Intersection,E MAINSTREET,NonVDOT secondary,E MAINSTREET & S PINE DR,,-104.75836,39.51791,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,,,,,,,Front to Front,On Roadway,0,,,colorado,City Street,PPD,1038,E MAINSTREET,S PINE DR,PARKER,crashlens_u5p9stw5.csv
1334144,2/28/2025,2025,2344,O,0,0,0,0,Fixed Object - Off Road,Clear,Dark – Lighted,Dry,Straight/Level,Non-Intersection,Non-Intersection,17300 E LINCOLN AVE,NonVDOT secondary,,,-104.782996,39.53451,DOUGLAS,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,,,,,,,Other Fixed Object (Describe in Narrative),Center median/ Island,0,,,colorado,City Street,PPD,1038,17300 E LINCOLN AVE,S CHALLENGER PARK,PARKER,crashlens_u5p9stw5.csv
1327582,3/1/2025,2025,0024,O,0,0,0,0,Fixed Object - Off Road,Clear,Dark – Lighted,Dry,Straight/Level,At Intersection,Intersection,W HIGHLANDS RANCH PKWY,NonVDOT secondary,HEPBURN ST & W HIGHLANDS RANCH PKWY,,-105.0028,39.54706,DOUGLAS,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,Curb,Ran off left side,0,,,colorado,County Road,DSO,4700,W HIGHLANDS RANCH PKWY,HEPBURN ST,,crashlens_u5p9stw5.csv
1334541,3/1/2025,2025,0741,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,S PARKER RD,Primary,E HILLTOP RD & S PARKER RD,59.187,-104.76372,39.51025,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,PPD,083A,S PARKER RD,E HILLTOP RD,PARKER,crashlens_u5p9stw5.csv
1327652,3/1/2025,2025,1102,O,0,0,0,0,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,E PLUM CREEK PKWY,NonVDOT secondary,E PLUM CREEK PKWY & S PERRY ST,,-104.8611,39.36497,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,City Street,CRPD,0185,E PLUM CREEK PKWY,S PERRY ST,CASTLE ROCK,crashlens_u5p9stw5.csv
1329329,3/1/2025,2025,1216,O,0,0,0,0,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,S OSWEGO ST,NonVDOT secondary,E LINCOLN AVE & S OSWEGO ST,,-104.85181,39.53636,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Front,On Roadway,0,,,colorado,County Road,DSO,4700,S OSWEGO ST,E LINCOLN AVE,,crashlens_u5p9stw5.csv
1336085,3/1/2025,2025,1304,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,S PARKER RD,Primary,,58.481,-104.761614,39.500089,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,State Highway,PPD,083A,S PARKER RD,E INDIAN PIPE LN,PARKER,crashlens_u5p9stw5.csv
1332369,3/1/2025,2025,1714,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Curve Right,Intersection Related,Intersection,PARK MEADOWS BLVD SLIP,NonVDOT secondary,LINCOLN AVE & PARK MEADOWS BLVD SLIP,,-104.872647,39.536112,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,City Street,LNTRPD,0817,PARK MEADOWS BLVD SLIP,LINCOLN AVE,LONE TREE,crashlens_u5p9stw5.csv
1330582,3/1/2025,2025,1727,C,0,0,0,2,Angle,Clear,Dawn or Dusk,Dry,Straight/Level,At Intersection,Intersection,KENDRICK CASTILLO WAY,NonVDOT secondary,KENDRICK CASTILLO WAY & PLAZA DR,,-105.00819,39.55567,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Side,On Roadway,2,,,colorado,County Road,DSO,4700,KENDRICK CASTILLO WAY,PLAZA DR,,crashlens_u5p9stw5.csv
1327635,3/1/2025,2025,1737,A,0,1,0,0,Non-Collision,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,HYACINTH PL,NonVDOT secondary,,,-105.01667,39.52539,DOUGLAS,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,,,,,,,Overturning/Rollover,Ran off right side,1,,,colorado,County Road,DSO,4700,HYACINTH PL,HYACINTH LN,,crashlens_u5p9stw5.csv
1334529,3/1/2025,2025,1855,O,0,0,0,0,Angle,Clear,Dark – Lighted,Dry,Straight/Level,At Intersection,Intersection,S PARKER RD,Primary,E CLUBHOUSE DR & S PARKER RD,59.387,-104.764081,39.512936,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,State Highway,PPD,083A,S PARKER RD,E CLUBHOUSE DR,PARKER,crashlens_u5p9stw5.csv
1330741,3/1/2025,2025,2030,C,0,0,0,1,Angle,Clear,Dark – Lighted,Dry,Straight/Level,At Intersection,Intersection,KENDRICK CASTILLO WAY,Primary,C-470 EB ON RAMP & KENDRICK CASTILLO WAY,18.458,-105.00804,39.55874,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,1,,,colorado,State Highway,CSP,470A,KENDRICK CASTILLO WAY,C-470 EB ON RAMP,,crashlens_u5p9stw5.csv
1333244,3/1/2025,2025,2245,O,0,0,0,0,Rear End,Clear,Dark – Lighted,Dry,Straight/Level,Intersection Related,Intersection,HWY 85,Primary,HWY 85 & MM 190.348,190.348,-104.96123,39.43929,DOUGLAS,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,CSP,085B,HWY 85,MM 190.348,,crashlens_u5p9stw5.csv
1328231,3/1/2025,2025,2324,O,0,0,0,0,Angle,Clear,Dark – Lighted,Dry,Uphill,At Intersection,Intersection,S BROADWAY,NonVDOT secondary,PLAZA DR & S BROADWAY,,-104.98777,39.55848,DOUGLAS,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,County Road,DSO,4700,S BROADWAY,PLAZA DR,,crashlens_u5p9stw5.csv
1329894,3/2/2025,2025,0301,O,0,0,0,0,Fixed Object - Off Road,Clear,Dark – Unlighted,Dry,Curve Left,Roundabout,Roundabout,CRYSTAL VALLEY PKWY,NonVDOT secondary,CRYSTAL VALLEY PKWY & E FRONTAGE RD (NOT CDOT),,-104.87333,39.34487,DOUGLAS,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,Embankment,Ran off right side,0,,,colorado,City Street,CRPD,0185,CRYSTAL VALLEY PKWY,E FRONTAGE RD (NOT CDOT),CASTLE ROCK,crashlens_u5p9stw5.csv
1330361,3/2/2025,2025,0933,C,0,0,0,2,Fixed Object - Off Road,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,I-25 E FRONTAGE RD (Frontage),Secondary,I-25 E FRONTAGE RD & SKY VIEW LN,,-104.89518,39.26796,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Guardrail Face,"Ran off ""T"" intersection",2,,,colorado,Frontage Road,CSP,025A,I-25 E FRONTAGE RD,SKY VIEW LN,,crashlens_u5p9stw5.csv
1544918,3/2/2025,2025,1030,C,0,0,0,1,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,S SANTA FE DR,Primary,C-470 WB RAMPS & S SANTA FE DR,200.420,-105.032992,39.56497,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,Front to Side,On Roadway,1,,,colorado,State Highway,CSP,085B,S SANTA FE DR,C-470 WB RAMPS,,crashlens_u5p9stw5.csv
1328259,3/2/2025,2025,1704,O,0,0,0,0,Angle,Clear,Daylight,Dry,Downhill,At Intersection,Intersection,WOLFENSBERGER RD,NonVDOT secondary,PARK ST & WOLFENSBERGER RD,,-104.86589,39.38023,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,City Street,CRPD,0185,WOLFENSBERGER RD,PARK ST,CASTLE ROCK,crashlens_u5p9stw5.csv
1327933,3/3/2025,2025,0651,O,0,0,0,0,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,S UNIVERSITY BLVD,NonVDOT secondary,E HIGHLANDS RANCH PKWY & S UNIVERSITY BLVD,,-104.94467,39.54497,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,County Road,DSO,4700,S UNIVERSITY BLVD,E HIGHLANDS RANCH PKWY,,crashlens_u5p9stw5.csv
1327340,3/3/2025,2025,0725,O,0,0,0,0,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,W WILDCAT RESERVE PKWY,NonVDOT secondary,SPOTTED OWL AVE & W WILDCAT RESERVE PKWY,,-105.00762,39.53049,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,County Road,DSO,4700,W WILDCAT RESERVE PKWY,SPOTTED OWL AVE,,crashlens_u5p9stw5.csv
1534421,3/3/2025,2025,0740,C,0,0,0,1,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,HWY 85,Primary,HWY 85 & W TOWN CENTER DR,199.170,-105.03637,39.54775,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,Front to Side,On Roadway,1,,,colorado,State Highway,CSP,085B,HWY 85,W TOWN CENTER DR,,crashlens_u5p9stw5.csv
1327336,3/3/2025,2025,0808,O,0,0,0,0,Angle,Clear,Daylight,Dry,Straight/Level,Driveway Access Related,Driveway,S WILCOX ST,NonVDOT secondary,,,-104.87356,39.34422,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,City Street,CRPD,0185,S WILCOX ST,S PERRY ST,CASTLE ROCK,crashlens_u5p9stw5.csv
1328797,3/3/2025,2025,0848,C,0,0,0,1,Rear End,Clear,Daylight,Dry,"Curve Left, Downhill",Non-Intersection,Non-Intersection,C-470,Primary,,23.000,-104.92557,39.56252,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,1,,,colorado,State Highway,CSP,470A,C-470,MM 23,,crashlens_u5p9stw5.csv
1336076,3/3/2025,2025,0849,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Uphill,Non-Intersection,Non-Intersection,17699 E LINCOLN AVE,NonVDOT secondary,,,-104.77783,39.53575,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,City Street,PPD,1038,17699 E LINCOLN AVE,E PONDEROSA DR,PARKER,crashlens_u5p9stw5.csv
1327337,3/3/2025,2025,1000,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,Roundabout,Roundabout,ENDERUD BLVD,NonVDOT secondary,ENDERUD BLVD & N RIDGE RD,,-104.82289,39.36967,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,City Street,CRPD,0185,ENDERUD BLVD,N RIDGE RD,CASTLE ROCK,crashlens_u5p9stw5.csv
1534151,3/3/2025,2025,1103,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,S QUEBEC ST N,NonVDOT secondary,,,-104.90425,39.56509,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,County Road,CSP,4700,S QUEBEC ST N,C-470 WB ON/OFF RAMPS,,crashlens_u5p9stw5.csv
1334125,3/3/2025,2025,1120,C,0,0,0,1,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,LINCOLN AVE,NonVDOT secondary,COMMONS ST & LINCOLN AVE,,-104.882148,39.536303,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Side,On Roadway,1,,,colorado,City Street,LNTRPD,0817,LINCOLN AVE,COMMONS ST,LONE TREE,crashlens_u5p9stw5.csv
1336065,3/3/2025,2025,1140,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,Intersection Related,Intersection,18400 E COTTONWOOD DR,NonVDOT secondary,18400 E COTTONWOOD DR & S KINGS POINT WY,,-104.776826,39.558748,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,City Street,PPD,1038,18400 E COTTONWOOD DR,S KINGS POINT WY,PARKER,crashlens_u5p9stw5.csv
1335991,3/3/2025,2025,1202,B,0,0,1,0,Non-Collision,Clear,Daylight,Dry,Straight/Level,Intersection Related,Intersection,S PARKER RD,Primary,E WOODMAN DR & S PARKER RD,62.264,-104.777926,39.554655,DOUGLAS,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,,,,,,,Overturning/Rollover,On Roadway,1,,,colorado,State Highway,PPD,083A,S PARKER RD,E WOODMAN DR,PARKER,crashlens_u5p9stw5.csv
1327353,3/3/2025,2025,1213,O,0,0,0,0,Sideswipe - Same Direction,Cloudy,Daylight,Dry,Downhill,Ramp-related,Ramp,FOUNDERS PKWY,Primary,,100.113,-104.86599,39.41332,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Other Non-Collision,On Roadway,0,,,colorado,State Highway,CRPD,086B,FOUNDERS PKWY,ALLEN WY,CASTLE ROCK,crashlens_u5p9stw5.csv
1327709,3/3/2025,2025,1259,O,0,0,0,0,Rear End,Cloudy,Daylight,Dry,Downhill,Non-Intersection,Non-Intersection,HWY 86,Primary,,100.372,-104.8631,39.41169,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,CRPD,086B,HWY 86,FRONT ST,CASTLE ROCK,crashlens_u5p9stw5.csv
1544662,3/3/2025,2025,1430,C,0,0,0,1,Sideswipe - Same Direction,Cloudy,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,C-470,Primary,,20.492,-104.97125,39.56436,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,1,,,colorado,State Highway,CSP,470A,C-470,MM 20.492,,crashlens_u5p9stw5.csv
1328079,3/3/2025,2025,1600,O,0,0,0,0,Sideswipe - Same Direction,Cloudy,Daylight,Dry,"Curve Right, Uphill",Non-Intersection,Non-Intersection,HIGHLANDS RANCH PKWY,NonVDOT secondary,,,-104.98876,39.55075,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,County Road,DSO,4700,HIGHLANDS RANCH PKWY,VIAGGIO WAY,,crashlens_u5p9stw5.csv
1543065,3/3/2025,2025,1915,C,0,0,0,2,Rear End,Snow,Dark – Lighted,Wet,Straight/Level,Non-Intersection,Non-Intersection,C-470,Primary,,19.600,-104.987794,39.564173,DOUGLAS,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,2,,,colorado,State Highway,CSP,470A,C-470,MM 19.6,,crashlens_u5p9stw5.csv
1328115,3/3/2025,2025,1952,O,0,0,0,0,Fixed Object - Off Road,Snow,Dark – Lighted,Wet,Downhill,Non-Intersection,Non-Intersection,E CASTLE PINES PKWY,NonVDOT secondary,,,-104.88415,39.4691,DOUGLAS,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Sign,Ran off left side,0,,,colorado,County Road,DSO,4700,E CASTLE PINES PKWY,LAGAE RD,,crashlens_u5p9stw5.csv
1328069,3/3/2025,2025,2034,C,0,0,0,1,Angle,Snow,Dark – Lighted,Wet,Straight/Level,At Intersection,Intersection,E LINCOLN AVE,NonVDOT secondary,E LINCOLN AVE & S CHAMBERS RD,,-104.81191,39.53652,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,1,,,colorado,County Road,DSO,4700,E LINCOLN AVE,S CHAMBERS RD,,crashlens_u5p9stw5.csv
1328073,3/4/2025,2025,0800,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Downhill,Intersection Related,Intersection,E WILDCAT RESERVE PKWY,NonVDOT secondary,E WILDCAT RESERVE PKWY & SUMMIT VIEW PKWY,,-104.96485,39.52432,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,County Road,DSO,4700,E WILDCAT RESERVE PKWY,SUMMIT VIEW PKWY,,crashlens_u5p9stw5.csv
1328827,3/4/2025,2025,1211,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,"Curve Left, Uphill",Intersection Related,Intersection,DUMONT WAY,Primary,DUMONT WAY & HWY 85,198.534,-105.03641,39.53817,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,State Highway,DSO,085B,DUMONT WAY,HWY 85,,crashlens_u5p9stw5.csv
1333236,3/4/2025,2025,1623,C,0,0,0,2,Rear End,Cloudy,Daylight,Dry,"Curve Right, Downhill",Ramp,Ramp,C-470 EB OFF RAMP SLIP,Primary,,19.596,-104.987568,39.563554,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,2,,,colorado,State Highway,CSP,470A,C-470 EB OFF RAMP SLIP,S BROADWAY,,crashlens_u5p9stw5.csv
1329437,3/4/2025,2025,1900,O,0,0,0,0,Angle,Blowing Snow,Dark – Lighted,Wet,Straight/Level,At Intersection,Intersection,MCARTHUR RANCH RD,NonVDOT secondary,GRIGS RD & MCARTHUR RANCH RD,,-104.93861,39.52584,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,County Road,DSO,4700,MCARTHUR RANCH RD,GRIGS RD,,crashlens_u5p9stw5.csv
1336081,3/5/2025,2025,0732,O,0,0,0,0,Other,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,E COTTONWOOD DR,NonVDOT secondary,,,-104.806156,39.556137,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,,,,,,Parked Motor Vehicle,On Roadway,0,,,colorado,City Street,PPD,1038,E COTTONWOOD DR,8700 BLK,PARKER,crashlens_u5p9stw5.csv
1328821,3/5/2025,2025,0735,O,0,0,0,0,Rear End,Clear,Daylight,Dry,"Curve Right, Downhill",Intersection Related,Intersection,E WILDCAT RESERVE PKWY,NonVDOT secondary,E WILDCAT RESERVE PKWY & SUMMIT VIEW PKWY,,-104.96485,39.52432,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,County Road,DSO,4700,E WILDCAT RESERVE PKWY,SUMMIT VIEW PKWY,,crashlens_u5p9stw5.csv
1336077,3/5/2025,2025,0859,C,0,0,0,2,Rear End,Clear,Daylight,Dry,Unknown,Driveway Access Related,Driveway,E LINCOLN AVE,NonVDOT secondary,,,-104.766389,39.537222,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,2,,,colorado,City Street,PPD,1038,E LINCOLN AVE,S PARKER RD,PARKER,crashlens_u5p9stw5.csv
1328602,3/5/2025,2025,1041,C,0,0,0,2,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,TRAPPERS TRAIL AVE,NonVDOT secondary,TERRITORIAL ST & TRAPPERS TRAIL AVE,,-104.76512,39.43911,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,2,,,colorado,County Road,DSO,4700,TRAPPERS TRAIL AVE,TERRITORIAL ST,,crashlens_u5p9stw5.csv
1328097,3/5/2025,2025,1413,O,0,0,0,0,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,MEADOWS BLVD,NonVDOT secondary,MEADOWS BLVD & PRAIRIE HAWK DR,,-104.88484,39.40226,DOUGLAS,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,City Street,CRPD,0185,MEADOWS BLVD,PRAIRIE HAWK DR,CASTLE ROCK,crashlens_u5p9stw5.csv
1328098,3/5/2025,2025,1504,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Uphill,Intersection Related,Intersection,HWY 86,Primary,BLACK PINE DR & HWY 86,103.899,-104.82855,39.38345,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,CRPD,086B,HWY 86,BLACK PINE DR,CASTLE ROCK,crashlens_u5p9stw5.csv
1334525,3/5/2025,2025,1515,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,Intersection Related,Intersection,RIDGEGATE PKWY,NonVDOT secondary,COMMONWEALTH ST & RIDGEGATE PKWY,,-104.87283,39.527259,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,City Street,LNTRPD,0817,RIDGEGATE PKWY,COMMONWEALTH ST,LONE TREE,crashlens_u5p9stw5.csv
1328806,3/5/2025,2025,1526,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Uphill,Non-Intersection,Non-Intersection,E MAINSTREET,NonVDOT secondary,,,-104.81681,39.51732,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,County Road,DSO,4700,E MAINSTREET,W STEPPING STONE CIR,,crashlens_u5p9stw5.csv
1336084,3/5/2025,2025,1609,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Straight/Level,Intersection Related,Intersection,S PARKER RD,Primary,E PONDEROSA DR & S PARKER RD,61.174,-104.769854,39.540474,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,State Highway,PPD,083A,S PARKER RD,E PONDEROSA DR,PARKER,crashlens_u5p9stw5.csv
1335510,3/5/2025,2025,1620,O,0,0,0,0,Angle,Clear,Daylight,Dry,Hill Crest,At Intersection,Intersection,CHESTER ST,NonVDOT secondary,CHESTER ST & WESTVIEW RD,,-104.880766,39.564508,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,City Street,LNTRPD,0817,CHESTER ST,WESTVIEW RD,LONE TREE,crashlens_u5p9stw5.csv
