CUID,System Code,Rd_Number,Rd_Section,City_Street,Crash Date,Crash Time,Agency Id,City,County,Latitude,Longitude,Location 1,Link,Location 2,Location,Road Description,First HE,Second HE,Third HE,Fourth HE,MHE,Crash Type,Approach Overtaking Turn,Wild Animal,Number Killed,Number Injured,Injury 00,Injury 01,Injury 02,Injury 03,Injury 04,Total Vehicles,Secondary Crash,Construction Zone,School Zone,Road Contour Curves,Road Contour Grade,Road Condition,Lighting Conditions,Weather Condition,Weather Condition 2,Lane Position,TU-1 Direction,TU-2 Direction,TU-1 Movement,TU-2 Movement,TU-1 Type,TU-2 Type,TU-1 Special Function,TU-2 Special Function,TU-1 Autonomous Vehicle,TU-2 Autonomous Vehicle,TU-1 Hit And Run,TU-2 Hit And Run,TU-1 Speed Limit,TU-2 Speed Limit,TU-1 Estimated Speed,TU-2 Estimated Speed,TU-1 Speed,TU-2 Speed,TU-1 Driver Action,TU-2 Driver Action,TU-1 Human Contributing Factor,TU-2 Human Contributing Factor,TU-1 Age,TU-2 Age,TU-1 Sex ,TU-2 Sex,TU-1 Safety System Available ,TU-2 Safety System Available ,TU-1 Safety restraint Use,TU-2 Safety restraint Use,TU-1 Safety Helmet,TU-2  Safety Helmet,TU-1 Alcohol Suspected,TU-2 Alcohol Suspected,TU-1  Marijuana Suspected,TU-2 Marijuana Suspected,TU-1 Other Drugs Suspected ,TU-2 Other Drugs Suspected ,TU-1 NM Direction,TU-2 NM Direction,TU-1 NM Movement,TU-2 NM Movement,TU-1 NM Facility Available,TU-2 NM Facility Available,TU-1 NM Location ,TU-2 NM Location ,TU-1 NM Type,TU-2 NM Type,TU-1 NM Age ,TU-2 NM Age ,TU-1 NM Sex ,TU-2 NM Sex ,TU-1 NM Action ,TU-2 NM Action ,TU-1 NM Human Contributing Factor ,TU-2 NM Human Contributing Factor ,TU-1 NM Safety Helmet ,TU-2 NM Safety Helmet ,TU-1 NM Alcohol Suspected ,TU-2 NM Alcohol Suspected ,TU-1 NM Marijuana Suspected ,TU-2 NM Marijuana Suspected ,TU-1 NM Other Drugs Suspected ,TU-2 NM Other Drugs Suspected ,Record Status,Processing Status,Last Updated
1270533,County Road,4700,PEORI,LINCO,2/7/2025,10:07:00,DSO,,DOUGLAS,39.53631,-104.84301,S PEORIA ST,00030FS,E LINCOLN AVE,On Roadway,Intersection Related,Front to Rear,,,,Front to Rear,Rear-End,Not Applicable,,0,0,3,0,0,0,0,2,FALSE,FALSE,FALSE,Straight,Level,Dry,Daylight,Clear,Clear,S04,South,South,Going Straight,Stopped in Traffic,Passenger Car/Passenger Van,Pickup Truck/Utility Van,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,45,45,10,0,8,0,Followed Too Closely,No Contributing Action,Not Observed,No Apparent Contributing Factor,20,25,M,F,Child Restraint – Rear Facing,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  8:12PM
1270321,County Road,4700,QUEBE,CHEST,2/7/2025,12:31:00,DSO,,DOUGLAS,39.55661,-104.90989,S QUEBEC ST,AT,PALAMINO PKWY,On Roadway,At Intersection,Front to Rear,,,,Front to Rear,Rear-End,Not Applicable,,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,Straight,Level,Dry,Daylight,Clear,,N04,North,North,Going Straight,Stopped in Traffic,Passenger Car/Passenger Van,SUV,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,45,45,5,0,3,0,Followed Too Closely,No Contributing Action,Looked/Did Not See,No Apparent Contributing Factor,66,56,F,F,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  8:16PM
1270224,County Road,4700,DANIE,MACOM,2/7/2025,14:48:00,DSO,,DOUGLAS,39.44708,-104.91462,DANIELS PARK RD,02500FN,MACOM DR,Ran off left side,Non-Intersection,Delineator/Milepost,Fence,Overturning/Rollover,,Overturning/Rollover,Fence,Not Applicable,,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,Curve Right,Level,Dry,Daylight,Clear,,N01,North,,Negotiating a Curve,,SUV,,No Special Function,,No Automation,,FALSE,FALSE,45,0,60,0,0,0,Speeding,,Distracted - Eating/Drinking,,33,,M,,Shoulder and Lap Belt,,Properly Used,,N/A (Cars/Trucks),,Yes - Observed,,Marijuana Not Suspected,,Yes - Other Method,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  7:30PM
1272245,County Road,4700,LARIA,MEADO,2/7/2025,15:29:00,DSO,,DOUGLAS,39.43098,-104.87173,N LARIAT DR,0.25MS,E MEADOW LN,Ran off left side,Non-Intersection,Overturning/Rollover,Sign,,,Overturning/Rollover,Overturning/Rollover,Not Applicable,,0,1,0,0,1,0,0,1,FALSE,FALSE,FALSE,Curve Right,Hill Crest,Dry,Daylight,Clear,,S01,South,,Out of Control,,Motorcycle,,No Special Function,,No Automation,,FALSE,FALSE,35,0,40,0,40,0,Over-Correcting/ Over-Steering,,Driver Inexperience,,23,,M,,N/A (e.g. Motorcycle),,Properly Used,,Helmet Properly used,,No - Observed,,Marijuana Not Suspected,,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  7:57PM
1270291,County Road,4700,UNIVE,HIGHL,2/7/2025,15:40:00,DSO,,DOUGLAS,39.54428,-104.94546,S UNIVERSITY BLVD,00365FSW,E HIGHLANDS RANCH PKWY,On Roadway,Non-Intersection,Side to Side-Same Direction,,,,Side to Side-Same Direction,Sideswipe Same Direction,Not Applicable,,0,0,3,0,0,0,0,2,FALSE,FALSE,FALSE,Straight,Downhill,Dry,Daylight,Clear,,W03,Southeast,Southeast,Changing Lanes,Going Straight,Passenger Car/Passenger Van,Passenger Car/Passenger Van,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,45,45,20,20,20,12,Failed to Yield ROW,No Contributing Action,Looked/Did Not See,No Apparent Contributing Factor,21,30,M,F,Shoulder and Lap Belt,Child Restraint – Forward Facing,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 28 2025  5:36PM
1270288,County Road,4700,MCART,GRIGS,2/7/2025,17:16:00,DSO,,DOUGLAS,39.52584,-104.93861,MCARTHUR RANCH RD,AT,GRIGS RD,On Roadway,At Intersection,Front to Side,,,,Front to Side,Approach Turn,Approach Turn,,0,1,2,1,0,0,0,2,FALSE,FALSE,FALSE,Straight,Level,Dry,Daylight,Clear,,E01,East,West,Going Straight,Making Left Turn,Passenger Car/Passenger Van,SUV,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,40,40,30,5,30,10,Failed to Stop at Signal,Failed to Yield ROW,No Apparent Contributing Factor,No Apparent Contributing Factor,68,54,M,F,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  7:47PM
1272299,County Road,4700,BROOK,TRACE,2/8/2025,6:00:00,DSO,,DOUGLAS,39.52654,-104.93192,BROOKWOOD DR,00050FW,TRACEWOOD CIR,Ran off right side,Non-Intersection,Fence,,,,Fence,Fence,Not Applicable,,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,Straight,Level,Dry,Daylight,Clear,,E01,East,,Going Straight,,Unknown ,,No Special Function,,Unknown,,TRUE,FALSE,25,0,20,0,0,0,Lane Violation,,Not Observed,,,,U,,,,Unknown,,Unknown (Describe in Narrative),,,,Unknown,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  7:28PM
1270465,County Road,4700,DANIE,CASTL,2/8/2025,19:57:00,DSO,,DOUGLAS,39.47674,-104.9221,DANIELS PARK RD,0.50MNW,W CASTLE PINES PKWY,On Roadway,Non-Intersection,Overturning/Rollover,,,,Overturning/Rollover,Overturning/Rollover,Not Applicable,,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,Curve Left,Uphill,Dry,Dark – Unlighted,Clear,,N01,Northwest,,Negotiating a Curve,,SUV,,No Special Function,,No Automation,,FALSE,FALSE,25,0,40,0,0,0,Speeding,,Other Factor (Describe in Narrative),,17,,M,,Shoulder and Lap Belt,,Properly Used,,N/A (Cars/Trucks),,Yes - SFST,,Marijuana Not Suspected,,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  7:32PM
1270256,County Road,4700,WATER,MOUNT,2/8/2025,22:20:00,DSO,,DOUGLAS,39.48211,-105.06451,WATERTON RD,00821FSE,MOUNT KATAKA ST,Center median/ Island,Non-Intersection,Curb,Guardrail End,,,Guardrail End,Guardrail End,Not Applicable,,0,1,0,0,1,0,0,1,FALSE,FALSE,FALSE,Curve Right,Downhill,Dry,Dark – Unlighted,Clear,,WLS,West,,Negotiating a Curve,,Pickup Truck/Utility Van,,No Special Function,,No Automation,,FALSE,FALSE,45,0,45,0,0,0,Lane Violation,,Other Factor (Describe in Narrative),,24,,M,,Shoulder and Lap Belt,,Properly Used,,N/A (Cars/Trucks),,Yes - Observed,,Unknown,,Yes - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 28 2025  6:02PM
1270732,County Road,4700,QUEBE,BUSIN,2/9/2025,12:53:00,DSO,,DOUGLAS,39.56059,-104.90441,S QUEBEC ST,AT,BUSINESS CENTER DR,On Roadway,At Intersection,Front to Rear,,,,Front to Rear,Rear-End,Not Applicable,,0,2,1,1,1,0,0,2,FALSE,FALSE,FALSE,Straight,Level,Dry,Daylight,Clear,,S04,South,South,Stopped in Traffic,Going Straight,Passenger Car/Passenger Van,Passenger Car/Passenger Van,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,40,40,0,45,0,45,Impeded Traffic,No Contributing Action,No Apparent Contributing Factor,No Apparent Contributing Factor,35,27,F,F,Shoulder and Lap Belt,None,Properly Used,Not Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  8:15PM
1270167,County Road,4700,COLOR,VENNE,2/9/2025,13:51:00,DSO,,DOUGLAS,39.55634,-104.94198,S COLORADO BLVD,AT,VENNEFORD RANCH RD,On Roadway,At Intersection,Front to Side,,,,Front to Side,Approach Turn,Approach Turn,,0,0,4,0,0,0,0,2,FALSE,FALSE,FALSE,Straight,Level,Dry,Daylight,Clear,,N01,North,South,Making Left Turn,Going Straight,SUV,SUV,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,45,45,15,45,15,45,Failed to Yield ROW,No Contributing Action,Other Factor (Describe in Narrative),No Apparent Contributing Factor,32,33,F,F,Child Restraint – Type Unknown,Child Restraint – Forward Facing,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  8:12PM
1270455,County Road,4700,KENDR,TOWNC,2/9/2025,14:28:00,DSO,,DOUGLAS,39.55112,-105.00821,KENDRICK CASTILLO WAY,AT,TOWN CENTER DR,On Roadway,At Intersection,Front to Side,,,,Front to Side,Approach Turn,Approach Turn,,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,Straight,Level,Dry,Daylight,Clear,,S01,South,North,Making Left Turn,Going Straight,SUV,Passenger Car/Passenger Van,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,40,40,20,35,20,35,Failed to Yield ROW,No Contributing Action,No Apparent Contributing Factor,No Apparent Contributing Factor,58,29,M,F,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  7:44PM
1270913,County Road,4700,DANIE,MACOM,2/10/2025,3:59:00,DSO,,DOUGLAS,39.459,-104.91373,DANIELS PARK RD,2.00MN,MACOM RD,On Roadway,Non-Intersection,Wild Animal,,,,Wild Animal,Wild Animal,Not Applicable,DEER,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,Straight,Downhill,Dry,Dark – Unlighted,Clear,,S01,South,,Going Straight,,SUV,,No Special Function,,No Automation,,TRUE,FALSE,35,0,35,0,0,0,No Contributing Action,,Not Observed,,21,,F,,Shoulder and Lap Belt,,Unknown,,N/A (Cars/Trucks),,No - Other Method,,Marijuana Not Suspected,,No - Other Method,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  7:31PM
1270772,County Road,4700,WILDC,GATEW,2/10/2025,7:38:00,DSO,,DOUGLAS,39.52684,-104.97366,E WILDCAT RESERVE PKWY,AT,GATEWAY DR,On Roadway,At Intersection,Parked Motor Vehicle,,,,Parked Motor Vehicle,Parked Motor Vehicle,Not Applicable,,0,0,3,0,0,0,0,2,FALSE,FALSE,FALSE,Curve Right,Uphill,Dry,Daylight,Clear,,ERS,East,East,Going Straight,Parked,SUV,SUV,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,45,45,30,0,30,0,Careless Driving ,No Contributing Action,Sun Glare,No Apparent Contributing Factor,16,47,M,M,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  7:37PM
1270779,County Road,4700,BAYOU,OLDSC,2/10/2025,7:49:00,DSO,,DOUGLAS,39.4366,-104.76417,BAYOU GULCH RD,00093FE,OLD SCHOOLHOUSE RD,On Roadway,Non-Intersection,Side to Side-Same Direction,Curb,Tree,,Tree,Sideswipe Same Direction,Not Applicable,,0,2,1,1,0,1,0,0,FALSE,FALSE,FALSE,Straight,Level,Dry,Daylight,Clear,,E02,East,East,Changing Lanes,Going Straight,SUV,Pickup Truck/Utility Van,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,40,40,40,40,30,40,Lane Violation,No Contributing Action,Sun Glare,No Apparent Contributing Factor,73,18,F,M,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  7:26PM
1272355,County Road,4700,BROAD,PLAZA,2/10/2025,17:22:00,DSO,,DOUGLAS,39.55978,-104.98712,S BROADWAY,00163FN,PLAZA DR,On Roadway,Non-Intersection,Side to Side-Same Direction,,,,Side to Side-Same Direction,Sideswipe Same Direction,Not Applicable,,0,0,1,0,0,0,0,2,FALSE,FALSE,FALSE,Curve Right,Level,Dry,Dawn or Dusk,Clear,,S04,South,South,Passing,Going Straight,Pickup Truck/Utility Van,Passenger Car/Passenger Van,No Special Function,No Special Function,No Automation,No Automation,TRUE,FALSE,45,45,50,45,0,0,Reckless Driving,No Contributing Action,Aggressive Driving,No Apparent Contributing Factor,,41,,M,,Shoulder and Lap Belt,,Properly Used,,N/A (Cars/Trucks),,No - Observed,,Marijuana Not Suspected,,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Apr  2 2025  7:38PM
1270831,County Road,4700,HILLT,MEADO,2/10/2025,18:59:00,DSO,,DOUGLAS,39.45907,-104.68615,HILLTOP RD,00250FN,E MEADOW RUN,On Roadway,Non-Intersection,Wild Animal,,,,Wild Animal,Wild Animal,Not Applicable,DEER,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,Straight,Level,Dry,Dark – Unlighted,Snow,,N01,North,,Going Straight,,SUV,,No Special Function,,Driver Assistance,,FALSE,FALSE,45,0,35,0,35,0,No Contributing Action,,No Apparent Contributing Factor,,60,,M,,Shoulder and Lap Belt,,Properly Used,,N/A (Cars/Trucks),,No - Observed,,Marijuana Not Suspected,,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  7:40PM
1272342,County Road,4700,CASTL,DEBBI,2/11/2025,8:16:00,DSO,,DOUGLAS,39.47236,-104.87649,E CASTLE PINES PKWY,00125FW,DEBBIE LN,On Roadway,Non-Intersection,Side to Side-Same Direction,,,,Side to Side-Same Direction,Sideswipe Same Direction,Not Applicable,,0,0,5,0,0,0,0,2,FALSE,FALSE,FALSE,Straight,Level,Snowy,Daylight,Snow,,W01,West,West,Changing Lanes,Going Straight,SUV,Pickup Truck/Utility Van,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,40,40,15,40,15,40,Lane Violation,No Contributing Action,Looked/Did Not See,No Apparent Contributing Factor,38,44,F,M,Booster Seat,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  7:32PM
1272332,County Road,4700,UNIVE,CREST,2/11/2025,10:30:00,DSO,,DOUGLAS,39.54246,-104.93129,S UNIVERSITY BLVD,00053FW,CRESTHILL LN,On Roadway,Intersection Related,Side to Side-Same Direction,,,,Side to Side-Same Direction,Sideswipe Same Direction,Not Applicable,,0,1,1,1,0,0,0,2,FALSE,FALSE,FALSE,Straight,Level,Wet,Daylight,Snow,,E01,East,East,Changing Lanes,Going Straight,Pickup Truck/Utility Van,Passenger Car/Passenger Van,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,45,45,10,35,8,35,Lane Violation,No Contributing Action,Other Factor (Describe in Narrative),No Apparent Contributing Factor,34,64,M,F,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 28 2025  5:35PM
1272283,County Road,4700,VILLA,RAMPA,2/11/2025,17:43:00,DSO,,DOUGLAS,39.47803,-105.07325,E VILLAGE CIR,AT,N RAMPART RANGE RD,On Roadway,At Intersection,Front to Rear,,,,Front to Rear,Rear-End,Not Applicable,,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,Straight,Level,Dry,Dark – Lighted,Snow,,S01,South,South,Making Left Turn,Making Left Turn,Pickup Truck/Utility Van,Passenger Car/Passenger Van,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,45,45,20,5,20,5,Other Contributing Action (Describe in Narrative),No Contributing Action,Looked/Did Not See,No Apparent Contributing Factor,51,19,F,M,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  7:37PM
1270703,County Road,4700,DELBE,PARKE,2/11/2025,18:19:00,DSO,,DOUGLAS,39.52067,-104.66136,N DELBERT RD,00400FS,E PARKER RD,On Roadway,Intersection Related,Front to Rear,,,,Front to Rear,Rear-End,Not Applicable,,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,Straight,Downhill,Snowy,Dark – Unlighted,Clear,,S01,South,South,Passing,Going Straight,Pickup Truck/Utility Van,SUV,No Special Function,No Special Function,No Automation,No Automation,TRUE,FALSE,40,40,40,20,0,20,Improper Passing on Left,No Contributing Action,Not Observed,No Apparent Contributing Factor,,55,U,M,,Shoulder and Lap Belt,Unknown,Properly Used,Unknown (Describe in Narrative),N/A (Cars/Trucks),,No - Observed,Unknown,Marijuana Not Suspected,Unknown,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  7:54PM
1271406,County Road,4700,LINCO,QUEBE,2/12/2025,7:49:00,DSO,,DOUGLAS,39.54122,-104.91246,E LINCOLN AVE,00418FSW,S QUEBEC ST,On Roadway,Non-Intersection,Front to Rear,,,,Front to Rear,Rear-End,Not Applicable,,0,1,1,1,0,0,0,2,FALSE,FALSE,FALSE,Straight,Downhill,Icy W/Visible Icy Road Treatment,Daylight,Snow,,W02,Northwest,Northwest,Slowing,Stopped in Traffic,Passenger Car/Passenger Van,Pickup Truck/Utility Van,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,45,45,35,0,45,0,Too Fast for Conditions,No Contributing Action,Driver Inexperience,No Apparent Contributing Factor,18,58,F,M,Shoulder and Lap Belt,Shoulder and Lap Belt,Not Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  7:36PM
1271463,County Road,4700,TOWNC,HIGHL,2/12/2025,8:58:00,DSO,,DOUGLAS,39.54795,-105.00048,TOWN CENTER DR,AT,W HIGHLANDS RANCH PKWY,On Roadway,At Intersection,Front to Side,,,,Front to Side,Approach Turn,Approach Turn,,0,1,1,1,0,0,0,2,FALSE,FALSE,FALSE,Straight,Level,Icy W/Visible Icy Road Treatment,Daylight,Clear,,E01,East,West,Making Left Turn,Going Straight,SUV,Unknown ,No Special Function,No Special Function,Driver Assistance,No Automation,FALSE,TRUE,45,45,20,30,0,0,Failed to Yield ROW,No Contributing Action,Not Observed,No Apparent Contributing Factor,81,,F,,Shoulder and Lap Belt,,Properly Used,,N/A (Cars/Trucks),,No - Observed,,Marijuana Not Suspected,,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Mar 12 2025  2:26PM
1271242,County Road,4700,HIGHL,VIAGG,2/12/2025,16:09:00,DSO,,DOUGLAS,39.54227,-104.94915,E HIGHLANDS RANCH PKWY,00250FSW,VIAGGIO WAY,On Roadway,Intersection Related,Front to Rear,,,,Front to Rear,Rear-End,Not Applicable,,0,3,0,1,2,0,0,2,FALSE,FALSE,FALSE,Straight,Level,Dry,Daylight,Cloudy,,E04,East,East,Going Straight,Stopped in Traffic,SUV,SUV,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,45,45,45,0,0,0,Careless Driving ,No Contributing Action,Distracted - Manipulating Electronic Device,No Apparent Contributing Factor,52,43,F,F,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - SFST,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - SFST,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  7:35PM
1273067,County Road,4700,RUSSE,DEERF,2/14/2025,8:05:00,DSO,,DOUGLAS,39.36411,-104.71715,N RUSSELLVILLE RD,0.39MS,DEERFIELD RD,Ran off right side,Non-Intersection,Fence,Fence,,,Fence,Fence,Not Applicable,,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,Curve Left,Downhill,Dry,Daylight,Clear,,S01,South,,Swerve/Avoidance,,SUV,,No Special Function,,No Automation,,TRUE,FALSE,45,0,45,0,45,0,Careless Driving ,,,,45,,M,,Shoulder and Lap Belt,,Unknown,,N/A (Cars/Trucks),,No - Observed,,Marijuana Not Suspected,,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  7:59PM
1273064,County Road,4700,LINCO,CHAMB,2/14/2025,11:55:00,DSO,,DOUGLAS,39.53663,-104.81279,E LINCOLN AVE,00200FW,S CHAMBERS RD,On Roadway,Non-Intersection,Side to Side-Same Direction,,,,Side to Side-Same Direction,Sideswipe Same Direction,Not Applicable,,0,0,3,0,0,0,0,2,FALSE,FALSE,FALSE,Straight,Level,Dry,Daylight,Cloudy,,W01,West,West,Changing Lanes,Going Straight,SUV,Passenger Car/Passenger Van,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,45,45,10,15,10,15,Failed to Yield ROW,No Contributing Action,No Apparent Contributing Factor,No Apparent Contributing Factor,55,39,F,F,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  7:35PM
1272264,County Road,4700,QUEBE,LINCO,2/14/2025,19:35:00,DSO,,DOUGLAS,39.54195,-104.91341,S QUEBEC ST,AT,E LINCOLN AVE,On Roadway,At Intersection,Front to Front,,,,Front to Front,Approach Turn,Approach Turn,,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,Straight,Level,Wet,Dark – Lighted,Rain,,S01,South,North,Making Left Turn,Going Straight,Passenger Car/Passenger Van,Passenger Car/Passenger Van,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,45,45,25,45,0,0,Failed to Stop at Signal,No Contributing Action,Distracted - Other Exterior,No Apparent Contributing Factor,38,22,F,M,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  8:17PM
1272269,County Road,4700,WHITE,DEERF,2/14/2025,20:06:00,DSO,,DOUGLAS,39.36948,-104.69636,N WHITE TAIL DR,0.50MNW,DEERFIELD RD,Ran off right side,Non-Intersection,Ditch,Tree,,,Ditch,Ditch,Not Applicable,,0,1,1,0,0,1,0,1,FALSE,FALSE,FALSE,Curve Left,Uphill,Icy,Dark – Unlighted,Snow,,W01,West,,Negotiating a Curve,,SUV,,No Special Function,,No Automation,,FALSE,FALSE,30,0,25,0,25,0,Too Fast for Conditions,,Not Observed,,71,,F,,Shoulder and Lap Belt,,Properly Used,,N/A (Cars/Trucks),,No - Observed,,Marijuana Not Suspected,,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 27 2025  8:00PM
