Document Nbr,Crash Date,Crash Year,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Roadway Alignment,Roadway Description,Intersection Type,RTE Name,SYSTEM,Node,RNS MP,x,y,Physical Juris Name,Pedestrian?,Bike?,Alcohol?,Speed?,Hitrun?,Motorcycle?,Night?,Distracted?,Drowsy?,Drug Related?,Young?,Senior?,Unrestrained?,School Zone,Work Zone Related,Traffic Control Type,Traffic Control Status,Functional Class,Area Type,Facility Type,Ownership,First Harmful Event,First Harmful Event Loc,Persons Injured,Pedestrians Killed,Pedestrians Injured,_source_state,_co_system_code,_co_agency_id,_co_rd_number,_co_location1,_co_location2,_co_city,_source_file
1270300,1/16/2025,2025,0656,O,0,0,0,0,Sideswipe - Same Direction,Clear,Dawn or Dusk,Dry,Straight/Level,Auxiliary Lane,Non-Intersection,CROWFOOT VALLEY RD,NonVDOT secondary,,,-104.78709,39.46573,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,City Street,PPD,1038,CROWFOOT VALLEY RD,BAYOU GULCH RD,PARKER,crashlens_u5p9stw5.csv
1265890,1/16/2025,2025,0859,B,0,0,1,0,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,HWY 85,Primary,HWY 85 & W HAPPY CANYON RD,187.139,-104.90368,39.426472,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,1,,,colorado,State Highway,CSP,085B,HWY 85,W HAPPY CANYON RD,,crashlens_u5p9stw5.csv
1263640,1/16/2025,2025,0931,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Straight/Level,Intersection Related,Intersection,S QUEBEC ST,NonVDOT secondary,BUSINESS CENTER DR & S QUEBEC ST,,-104.905162,39.558935,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,County Road,DSO,4700,S QUEBEC ST,BUSINESS CENTER DR,,crashlens_u5p9stw5.csv
1270549,1/16/2025,2025,1136,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Downhill,Intersection Related,Intersection,S PARKER RD,Primary,E PLAZA DR & S PARKER RD,60.250,-104.76634,39.52757,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,PPD,083A,S PARKER RD,E PLAZA DR,PARKER,crashlens_u5p9stw5.csv
1269500,1/16/2025,2025,1155,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,I-25,Interstate,,192.000,-104.86747,39.52184,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,Interstate Highway,LNTRPD,025A,I-25,MM 192,LONE TREE,crashlens_u5p9stw5.csv
1270976,1/16/2025,2025,1330,O,0,0,0,0,Other,Clear,Daylight,Dry,"Curve Right, Uphill",Non-Intersection,Non-Intersection,I-25,Interstate,,191.590,-104.86724,39.52185,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,Parked Motor Vehicle,On Roadway,0,,,colorado,Interstate Highway,LNTRPD,025A,I-25,MM 191.59,LONE TREE,crashlens_u5p9stw5.csv
1264185,1/16/2025,2025,1447,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,Intersection Related,Intersection,KENDRICK CASTILLO WY,NonVDOT secondary,KENDRICK CASTILLO WY & PLAZA DR,,-105.008038,39.555453,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,County Road,DSO,4700,KENDRICK CASTILLO WY,PLAZA DR,,crashlens_u5p9stw5.csv
1264794,1/16/2025,2025,1447,O,0,0,0,0,Angle,Clear,Daylight,Dry,Straight/Level,Roundabout,Roundabout,I-25,Interstate,CASTLE ROCK PKWY & PROMENADE PKWY,185.112,-104.877762,39.424471,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,Interstate Highway,CRPD,025A,PROMENADE PKWY,CASTLE ROCK PKWY,CASTLE ROCK,crashlens_u5p9stw5.csv
1269820,1/16/2025,2025,1507,O,0,0,0,0,Rear End,Clear,Daylight,Dry,"Curve Right, Uphill",Ramp-related,Ramp,I-25,Interstate,,195.152,-104.87147,39.56752,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,Interstate Highway,LNTRPD,025A,I-25 NB ON RAMP METER LIGHT,COUNTY LINE RD,LONE TREE,crashlens_u5p9stw5.csv
1270298,1/16/2025,2025,1535,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,S PARKER RD,Primary,PINE LN AVE & S PARKER RD,61.448,-104.77184,39.54409,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,PPD,083A,S PARKER RD,PINE LN AVE,PARKER,crashlens_u5p9stw5.csv
1270290,1/16/2025,2025,1547,C,0,0,0,1,Rear End,Clear,Daylight,Dry,Curve Right,At Intersection,Intersection,S PARKER RD,Primary,E PINE LN & S PARKER RD,61.448,-104.77227,39.54425,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,1,,,colorado,State Highway,PPD,083A,S PARKER RD,E PINE LN,PARKER,crashlens_u5p9stw5.csv
1270284,1/16/2025,2025,1605,O,0,0,0,0,Rear End,Clear,Daylight,Wet,Uphill,At Intersection,Intersection,S CANTERBERRY PKWY,NonVDOT secondary,MEANDER WAY & S CANTERBERRY PKWY,,-104.73021,39.49657,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,City Street,PPD,1038,S CANTERBERRY PKWY,MEANDER WAY,PARKER,crashlens_u5p9stw5.csv
1266007,1/16/2025,2025,1618,O,0,0,0,0,Other,Clear,Dawn or Dusk,Dry,Straight/Level,Non-Intersection,Non-Intersection,MORNING GLORY PL,NonVDOT secondary,,,-104.92937,39.54503,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Parked Motor Vehicle,On Roadway,0,,,colorado,County Road,DSO,4700,MORNING GLORY PL,MORNING GLORY LN,,crashlens_u5p9stw5.csv
1270293,1/16/2025,2025,1713,A,0,1,0,0,Sideswipe - Same Direction,Clear,Dawn or Dusk,Dry,Uphill,At Intersection,Intersection,S PARKER RD,Primary,E PLAZA DR & S PARKER RD,60.220,-104.76621,39.52711,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Side,On Roadway,1,,,colorado,State Highway,PPD,083A,S PARKER RD,E PLAZA DR,PARKER,crashlens_u5p9stw5.csv
1270305,1/16/2025,2025,1716,O,0,0,0,0,Rear End,Clear,Dark – Lighted,Dry,Straight/Level,At Intersection,Intersection,S MOTSENBOCKER RD,NonVDOT secondary,E HESS RD & S MOTSENBOCKER RD,,-104.77481,39.49308,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,City Street,PPD,1038,S MOTSENBOCKER RD,E HESS RD,PARKER,crashlens_u5p9stw5.csv
1263578,1/16/2025,2025,1841,O,0,0,0,0,Other Animal,Clear,Dark – Lighted,Dry,"Curve Right, Hill Crest",Non-Intersection,Non-Intersection,HWY 86,Primary,,103.679,-104.83,39.38602,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Wild Animal,On Roadway,0,,,colorado,State Highway,CRPD,086B,HWY 86,MM 103.679,CASTLE ROCK,crashlens_u5p9stw5.csv
1267196,1/16/2025,2025,1849,A,0,1,0,0,Angle,Clear,Dark – Lighted,Dry,Straight/Level,At Intersection,Intersection,MEADOWS PKWY,NonVDOT secondary,MEADOWS PKWY & PRAIRIE HAWK DR,,-104.884496,39.402254,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,,,,,,,Front to Side,On Roadway,1,,,colorado,City Street,CRPD,0185,MEADOWS PKWY,PRAIRIE HAWK DR,CASTLE ROCK,crashlens_u5p9stw5.csv
1265227,1/16/2025,2025,1854,O,0,0,0,0,Rear End,Clear,Dark – Lighted,Dry,Straight/Level,Intersection Related,Intersection,FOUNDERS PKWY,Primary,FOUNDERS PKWY & I-25 NB RAMPS,100.125,-104.86561,39.4133,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,CRPD,086B,FOUNDERS PKWY,I-25 NB RAMPS,CASTLE ROCK,crashlens_u5p9stw5.csv
1264318,1/16/2025,2025,2326,C,0,0,0,1,Fixed Object - Off Road,Clear,Dark – Lighted,Dry,Curve Right,At Intersection,Intersection,VILLAGE CIR E,NonVDOT secondary,COUGAR LN & VILLAGE CIR E,,-105.06795,39.47609,DOUGLAS,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,,,,,,,Curb,Ran off left side,1,,,colorado,County Road,DSO,4700,VILLAGE CIR E,COUGAR LN,,crashlens_u5p9stw5.csv
1264306,1/17/2025,2025,1003,B,0,0,1,1,Angle,Cloudy,Daylight,Dry,Downhill,At Intersection,Intersection,CENTENNIAL BLVD,NonVDOT secondary,CENTENNIAL BLVD & PLAZA DR,,-104.99039,39.5589,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Side,On Roadway,2,,,colorado,County Road,DSO,4700,CENTENNIAL BLVD,PLAZA DR,,crashlens_u5p9stw5.csv
1265651,1/17/2025,2025,1030,O,0,0,0,0,Fixed Object - Off Road,Clear,Dark – Unlighted,Dry,Curve Right,Non-Intersection,Non-Intersection,N RUSSELLVILLE RD,NonVDOT secondary,,,-104.713764,39.359214,DOUGLAS,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Ditch,Ran off left side,0,,,colorado,County Road,DSO,4700,N RUSSELLVILLE RD,RED DEER RD,,crashlens_u5p9stw5.csv
1270986,1/17/2025,2025,1158,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,LINCOLN AVE,NonVDOT secondary,,,-104.87208,39.53616,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,City Street,LNTRPD,0817,LINCOLN AVE,PARK MEADOWS DR,LONE TREE,crashlens_u5p9stw5.csv
1265639,1/17/2025,2025,1208,B,0,0,1,1,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,E HIGHLANDS RANCH PKWY,NonVDOT secondary,E HIGHLANDS RANCH PKWY & S UNIVERSITY BLVD,,-104.94467,39.54497,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Side,On Roadway,2,,,colorado,County Road,DSO,4700,E HIGHLANDS RANCH PKWY,S UNIVERSITY BLVD,,crashlens_u5p9stw5.csv
1272136,1/17/2025,2025,1337,O,0,0,0,0,Rear End,Cloudy,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,S PARKER RD,Primary,,61.478,-104.77222,39.54457,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,PPD,083A,S PARKER RD,E PINE LN,PARKER,crashlens_u5p9stw5.csv
1270270,1/17/2025,2025,1440,O,0,0,0,0,Angle,Cloudy,Daylight,Dry,Straight/Level,At Intersection,Intersection,S DRANSFELDT RD,NonVDOT secondary,S DRANSFELDT RD & S PARKGLENN WAY,,-104.77161,39.53334,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,City Street,PPD,1038,S DRANSFELDT RD,S PARKGLENN WAY,PARKER,crashlens_u5p9stw5.csv
1535433,1/17/2025,2025,1818,O,0,0,0,0,Fixed Object - Off Road,Snow,Dark – Unlighted,Snowy,Straight/Level,Non-Intersection,Non-Intersection,I-25,Interstate,,190.613,-104.87401,39.50291,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Guardrail Face,Ran off right side,0,,,colorado,Interstate Highway,CSP,025A,I-25 NB,MM 190.613,,crashlens_u5p9stw5.csv
1265247,1/17/2025,2025,1843,O,0,0,0,0,Fixed Object - Off Road,Snow,Dark – Lighted,Snowy,Straight/Level,Non-Intersection,Non-Intersection,WOODLANDS BLVD,NonVDOT secondary,,,-104.84841,39.38597,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Other Non-Collision,Ran off left side,0,,,colorado,City Street,CRPD,0185,WOODLANDS BLVD,RIDGETRAIL DR,CASTLE ROCK,crashlens_u5p9stw5.csv
1265653,1/17/2025,2025,1847,O,0,0,0,0,Fixed Object - Off Road,Snow,Dark – Unlighted,Icy,"Curve Right, Downhill",Non-Intersection,Non-Intersection,LAKE GULCH RD,NonVDOT secondary,,,-104.816225,39.317713,DOUGLAS,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Other Non-Collision,Ran off left side,0,,,colorado,County Road,DSO,4700,LAKE GULCH RD,S RIDGE RD,,crashlens_u5p9stw5.csv
1269923,1/17/2025,2025,1858,O,0,0,0,0,Sideswipe - Same Direction,Snow,Dark – Unlighted,Snowy,Straight/Level,Non-Intersection,Non-Intersection,I-25,Interstate,,190.984,-104.87216,39.50821,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,Interstate Highway,CSP,025A,I-25,MM 190.984,,crashlens_u5p9stw5.csv
1265261,1/17/2025,2025,2020,O,0,0,0,0,Angle,Snow,Dark – Lighted,Snowy,Straight/Level,At Intersection,Intersection,MEADOWS PKWY,Primary,FACTORY SHOPS BLVD & MEADOWS PKWY,184.914,-104.87211,39.410788,DOUGLAS,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,Other Non-Collision,On Roadway,0,,,colorado,State Highway,CRPD,085B,MEADOWS PKWY,FACTORY SHOPS BLVD,CASTLE ROCK,crashlens_u5p9stw5.csv
1270241,1/18/2025,2025,0845,O,0,0,0,0,Fixed Object - Off Road,Snow,Dark – Unlighted,Snowy W/Visible Icy Road Treatment,Straight/Level,Non-Intersection,Non-Intersection,I-25,Interstate,,193.050,-104.86836,39.53702,DOUGLAS,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Sign,Ran off right side,0,,,colorado,Interstate Highway,LNTRPD,025A,I-25,LINCOLN AVE,LONE TREE,crashlens_u5p9stw5.csv
1265925,1/18/2025,2025,0956,O,0,0,0,0,Fixed Object - Off Road,Snow,Daylight,Snowy,"Curve Right, Downhill",Non-Intersection,Non-Intersection,E LINCOLN AVE,NonVDOT secondary,,,-104.907218,39.537202,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Curb,Ran off right side,0,,,colorado,County Road,DSO,4700,E LINCOLN AVE,COTTONCREEK DR,,crashlens_u5p9stw5.csv
1266529,1/18/2025,2025,1015,O,0,0,0,0,Angle,Snow,Daylight,Snowy,Straight/Level,At Intersection,Intersection,4TH ST,NonVDOT secondary,4TH ST & N WILCOX ST,,-104.859985,39.373334,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,City Street,CRPD,0185,4TH ST,N WILCOX ST,CASTLE ROCK,crashlens_u5p9stw5.csv
1272130,1/18/2025,2025,1119,O,0,0,0,0,Rear End,Snow,Daylight,Snowy,Straight/Level,At Intersection,Intersection,S PARKER RD,Primary,S PARKER RD & S TWENTY MILE RD,59.187,-104.76372,39.51025,DOUGLAS,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,PPD,083A,S PARKER RD,S TWENTY MILE RD,PARKER,crashlens_u5p9stw5.csv
1265281,1/18/2025,2025,1220,C,0,0,0,1,Angle,Snow,Daylight,Snowy,Downhill,At Intersection,Intersection,FOUNDERS PKWY,Primary,FOUNDERS PKWY & WOODLANDS BLVD,101.016,-104.85298,39.40682,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,1,,,colorado,State Highway,CRPD,086B,FOUNDERS PKWY,WOODLANDS BLVD,CASTLE ROCK,crashlens_u5p9stw5.csv
1267233,1/18/2025,2025,1230,O,0,0,0,0,Fixed Object - Off Road,Cloudy,Daylight,Wet,"Curve Right, Uphill",Non-Intersection,Non-Intersection,I-25,Interstate,,185.439,-104.87883,39.42927,DOUGLAS,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Other Non-Collision,Ran off left side,0,,,colorado,Interstate Highway,CSP,025A,I-25,MM 185.439,,crashlens_u5p9stw5.csv
1265269,1/18/2025,2025,1430,O,0,0,0,0,Fixed Object - Off Road,Cloudy,Daylight,Snowy,"Curve Right, Uphill",Roundabout,Roundabout,E PLUM CREEK PKWY,NonVDOT secondary,E PLUM CREEK PKWY & EATON CIR,,-104.833209,39.360674,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Other Non-Collision,Center median/ Island,0,,,colorado,City Street,CRPD,0185,E PLUM CREEK PKWY,EATON CIR,CASTLE ROCK,crashlens_u5p9stw5.csv
1265240,1/18/2025,2025,1455,O,0,0,0,0,Fixed Object - Off Road,Clear,Daylight,Slushy,Straight/Level,Non-Intersection,Non-Intersection,I-25,Interstate,,175.891,-104.8914,39.29738,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Other Non-Collision,Ran off right side,0,,,colorado,Interstate Highway,CSP,025A,I-25,MM 175.891,,crashlens_u5p9stw5.csv
1265304,1/18/2025,2025,1606,O,0,0,0,0,Angle,Snow,Daylight,Snowy,Downhill,At Intersection,Intersection,MEADOWS PKWY,Primary,I-25 SB OFF RAMP & MEADOWS PKWY,184.789,-104.869912,39.411989,DOUGLAS,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,State Highway,CRPD,085B,MEADOWS PKWY,I-25 SB OFF RAMP,CASTLE ROCK,crashlens_u5p9stw5.csv
1264258,1/18/2025,2025,1625,C,0,0,0,1,Fixed Object - Off Road,Clear,Dawn or Dusk,Icy,Uphill,At Intersection,Intersection,S COLORADO BLVD,NonVDOT secondary,CANYON RANCH RD & S COLORADO BLVD,,-104.94186,39.56424,DOUGLAS,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,Curb,Ran off right side,1,,,colorado,County Road,DSO,4700,S COLORADO BLVD,CANYON RANCH RD,,crashlens_u5p9stw5.csv
1265263,1/18/2025,2025,1635,O,0,0,0,0,Angle,Snow,Daylight,Snowy,Straight/Level,At Intersection,Intersection,I-25,Interstate,I-25 SB OFF RAMP & WOLFENSBERGER RD,181.853,-104.861447,39.38019,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,Interstate Highway,CRPD,025A,I-25 SB OFF RAMP,WOLFENSBERGER RD,CASTLE ROCK,crashlens_u5p9stw5.csv
1270180,1/18/2025,2025,1655,C,0,0,0,1,Angle,Snow,Daylight,Icy,Straight/Level,At Intersection,Intersection,S YOSEMITE ST,NonVDOT secondary,PARK MEADOWS DR & S YOSEMITE ST,,-104.8833,39.55586,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Side,On Roadway,1,,,colorado,City Street,LNTRPD,0817,S YOSEMITE ST,PARK MEADOWS DR,LONE TREE,crashlens_u5p9stw5.csv
1270326,1/18/2025,2025,2009,O,0,0,0,0,Sideswipe - Same Direction,Clear,Dark – Lighted,Snowy W/Visible Icy Road Treatment,Straight/Level,At Intersection,Intersection,PARK MEADOWS DR,NonVDOT secondary,LINCOLN AVE & PARK MEADOWS DR,,-104.87296,39.5363,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,City Street,LNTRPD,0817,PARK MEADOWS DR,LINCOLN AVE,LONE TREE,crashlens_u5p9stw5.csv
1270924,1/18/2025,2025,2200,O,0,0,0,0,Sideswipe - Same Direction,Clear,Dark – Lighted,Icy,Straight/Level,Non-Intersection,Non-Intersection,C-470,Primary,,25.634,-104.88017,39.55787,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Front to Front,On Roadway,0,,,colorado,State Highway,LNTRPD,470A,C-470,YOSEMITE ST,LONE TREE,crashlens_u5p9stw5.csv
1264368,1/18/2025,2025,2330,O,0,0,0,0,Fixed Object - Off Road,Snow,Dark – Lighted,Icy,Straight/Level,Intersection Related,Intersection,HAVANA ST,NonVDOT secondary,HAVANA ST & MERIDIAN BLVD,,-104.861427,39.538206,DOUGLAS,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,Other Non-Collision,"Ran off ""T"" intersection",0,,,colorado,County Road,DSO,4700,HAVANA ST,MERIDIAN BLVD,,crashlens_u5p9stw5.csv
1264227,1/19/2025,2025,1104,C,0,0,0,2,Rear End,Clear,Daylight,Snowy,Curve Left,Non-Intersection,Non-Intersection,I-25,Interstate,,181.996,-104.86028,39.38251,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Other Non-Collision,On Roadway,2,,,colorado,Interstate Highway,CSP,025A,I-25,MM 181.996,,crashlens_u5p9stw5.csv
1270236,1/19/2025,2025,1202,O,0,0,0,0,Fixed Object - Off Road,Clear,Daylight,Icy,Curve Left,Driveway Access Related,Driveway,STROH RANCH CT,NonVDOT secondary,,,-104.75926,39.48288,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Curb,Ran off left side,0,,,colorado,City Street,PPD,1038,STROH RANCH CT,12810 BLK S,PARKER,crashlens_u5p9stw5.csv
1264828,1/19/2025,2025,1341,O,0,0,0,0,Other,Clear,Daylight,Icy,Curve Left,Non-Intersection,Non-Intersection,LAURENWOOD WY,NonVDOT secondary,,,-105.00801,39.54282,DOUGLAS,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Other Non-Collision,On Roadway,0,,,colorado,County Road,DSO,4700,LAURENWOOD WY,BRAEWOOD AVE,,crashlens_u5p9stw5.csv
1265249,1/19/2025,2025,1610,O,0,0,0,0,Other,Snow,Daylight,Snowy,Curve Left,Non-Intersection,Non-Intersection,SPRUCE AVE,NonVDOT secondary,,,-104.805597,39.372759,DOUGLAS,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,,,,,,,Other Non-Collision,On Roadway,0,,,colorado,City Street,CRPD,0185,SPRUCE AVE,5400 BLK,CASTLE ROCK,crashlens_u5p9stw5.csv
1267319,1/19/2025,2025,2315,O,0,0,0,0,Fixed Object - Off Road,Snow,Dark – Unlighted,Snowy,Uphill,Non-Intersection,Non-Intersection,I-25,Interstate,,189.258,-104.87276,39.48345,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Embankment,Ran off right side,0,,,colorado,Interstate Highway,CSP,025A,I-25,MM 189.258,,crashlens_u5p9stw5.csv
1267705,1/19/2025,2025,2330,O,0,0,0,0,Fixed Object - Off Road,Wind,Dark – Unlighted,Icy,Downhill,Non-Intersection,Non-Intersection,I-25,Interstate,,188.177,-104.8733,39.46743,DOUGLAS,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,Other Non-Collision,Ran off left side,0,,,colorado,Interstate Highway,CSP,025A,I-25,MM 188.177,,crashlens_u5p9stw5.csv
1268089,1/20/2025,2025,0341,O,0,0,0,0,Fixed Object - Off Road,Snow,Dark – Unlighted,Icy,"Curve Right, Downhill",Non-Intersection,Non-Intersection,I-25,Interstate,,191.061,-104.87136,39.50911,DOUGLAS,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Other Non-Collision,Ran off left side,0,,,colorado,Interstate Highway,CSP,025A,I-25,MM 191.061,LONE TREE,crashlens_u5p9stw5.csv
1265957,1/20/2025,2025,0345,C,0,0,0,1,Rear End,Snow,Dark – Unlighted,Icy,"Curve Right, Downhill",Non-Intersection,Non-Intersection,I-25,Interstate,,191.007,-104.8718,39.50846,DOUGLAS,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Other Non-Collision,On Roadway,1,,,colorado,Interstate Highway,CSP,025A,I-25,MM 191.007,LONE TREE,crashlens_u5p9stw5.csv
1272135,1/20/2025,2025,0402,O,0,0,0,0,Fixed Object - Off Road,Blowing Snow,Dark – Lighted,Snowy,"Curve Right, Uphill",Non-Intersection,Non-Intersection,E TALLMAN CT,NonVDOT secondary,,,-104.74388,39.50682,DOUGLAS,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,Curb,Ran off left side,0,,,colorado,City Street,PPD,1038,E TALLMAN CT,E TALLMAN DR,PARKER,crashlens_u5p9stw5.csv
1265265,1/20/2025,2025,0700,O,0,0,0,0,Fixed Object - Off Road,Snow,Dawn or Dusk,Snowy,"Curve Left, Uphill",Non-Intersection,Non-Intersection,ATCHISON CT,NonVDOT secondary,,,-104.871621,39.37611,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Other Non-Collision,Ran off left side,0,,,colorado,City Street,CRPD,0185,ATCHISON CT,ATCHISON WY,CASTLE ROCK,crashlens_u5p9stw5.csv
1265105,1/20/2025,2025,0733,O,0,0,0,0,Sideswipe - Same Direction,Snow,Daylight,Snowy,Downhill,Non-Intersection,Non-Intersection,I-25,Interstate,,189.011,-104.87218,39.47979,DOUGLAS,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Other Non-Collision,On Roadway,0,,,colorado,Interstate Highway,CSP,025A,I-25,MM 189.011,,crashlens_u5p9stw5.csv
1264132,1/20/2025,2025,0830,O,0,0,0,0,Fixed Object in Road,Cloudy,Daylight,Icy,Straight/Level,Non-Intersection,Non-Intersection,I-25,Interstate,,178.866,-104.87643,39.33806,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,Vehicle Debris or Cargo,On Roadway,0,,,colorado,Interstate Highway,CSP,025A,I-25,MM 178.866,,crashlens_u5p9stw5.csv
1264222,1/20/2025,2025,0905,O,0,0,0,0,Fixed Object - Off Road,Cloudy,Daylight,Snowy,Straight/Level,Non-Intersection,Non-Intersection,I-25,Interstate,,175.945,-104.8907,39.29799,DOUGLAS,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Cable Rail,Ran off right side,0,,,colorado,Interstate Highway,CSP,025A,I-25,MM 175.945,,crashlens_u5p9stw5.csv
