Document Nbr,Crash Date,Crash Year,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Roadway Alignment,Roadway Description,Intersection Type,RTE Name,SYSTEM,Node,RNS MP,x,y,Physical Juris Name,Pedestrian?,Bike?,Alcohol?,Speed?,Hitrun?,Motorcycle?,Night?,Distracted?,Drowsy?,Drug Related?,Young?,Senior?,Unrestrained?,School Zone,Work Zone Related,Traffic Control Type,Traffic Control Status,Functional Class,Area Type,Facility Type,Ownership,First Harmful Event,First Harmful Event Loc,Persons Injured,Pedestrians Killed,Pedestrians Injured,_source_state,_co_system_code,_co_agency_id,_co_rd_number,_co_location1,_co_location2,_co_city,_source_file
1537487,5/25/2025,2025,1506,O,0,0,0,0,Sideswipe - Same Direction,Rain,Daylight,Wet,Curve Right,Non-Intersection,Non-Intersection,MCARTHUR RANCH RD,NonVDOT secondary,,,-104.93546,39.52538,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,County Road,DSO,4700,MCARTHUR RANCH RD,GRIGS RD,,crashlens_u5p9stw5.csv
1539889,5/25/2025,2025,1600,O,0,0,0,0,Fixed Object - Off Road,Rain,Daylight,Wet,Straight/Level,Non-Intersection,Non-Intersection,C-470,Primary,,18.272,-105.01082,39.5609,DOUGLAS,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Concrete Highway Barrier,Center median/ Island,0,,,colorado,State Highway,CSP,470A,C-470,MM 18.272,,crashlens_u5p9stw5.csv
1539946,5/25/2025,2025,1715,O,0,0,0,0,Fixed Object - Off Road,Rain,Daylight,Wet,Straight/Level,Non-Intersection,Non-Intersection,C-470,Primary,,20.275,-104.97521,39.56519,DOUGLAS,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Cable Rail,Center median/ Island,0,,,colorado,State Highway,CSP,470A,C-470,MM 20.275,,crashlens_u5p9stw5.csv
1539947,5/25/2025,2025,1935,O,0,0,0,0,Fixed Object - Off Road,Rain,Dawn or Dusk,Wet,Curve Right,Non-Intersection,Non-Intersection,HWY 85,Primary,,188.624,-104.92871,39.43207,DOUGLAS,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Guardrail Face,Ran off left side,0,,,colorado,State Highway,CSP,085B,HWY 85,MM 188.624,,crashlens_u5p9stw5.csv
1544050,5/25/2025,2025,2142,O,0,0,0,0,Fixed Object - Off Road,Rain,Dark – Lighted,Wet,Curve Right,Non-Intersection,Non-Intersection,RIDGEGATE PKWY,NonVDOT secondary,,,-104.85176,39.52129,DOUGLAS,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Guardrail Face,Ran off right side,0,,,colorado,City Street,LNTRPD,0817,RIDGEGATE PKWY,CROSSFIELD ST,LONE TREE,crashlens_u5p9stw5.csv
1539935,5/25/2025,2025,2145,O,0,0,0,0,Fixed Object - Off Road,Rain,Dark – Unlighted,Wet,Downhill,Non-Intersection,Non-Intersection,I-25,Interstate,,190.241,-104.87381,39.49737,DOUGLAS,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Concrete Highway Barrier,Center median/ Island,0,,,colorado,Interstate Highway,CSP,025A,I-25,MM 190.241,,crashlens_u5p9stw5.csv
1542646,5/25/2025,2025,2320,O,0,0,0,0,Fixed Object - Off Road,Rain,Dark – Unlighted,Wet,Curve Left,Non-Intersection,Non-Intersection,C-470,Primary,,22.556,-104.93341,39.56028,DOUGLAS,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,Concrete Highway Barrier,Center median/ Island,0,,,colorado,State Highway,CSP,470A,C-470,MM 22.556,,crashlens_u5p9stw5.csv
1546526,5/26/2025,2025,1040,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Curve Right,Driveway Access Related,Driveway,S PARKER RD,Primary,,59.660,-104.76486,39.51718,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,PPD,083A,S PARKER RD,MM 59.660,PARKER,crashlens_u5p9stw5.csv
1540359,5/26/2025,2025,1215,O,0,0,0,0,Sideswipe - Same Direction,Cloudy,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,I-25,Interstate,,168.232,-104.85511,39.19881,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,Interstate Highway,CSP,025A,I-25,MM 168.232,,crashlens_u5p9stw5.csv
1537523,5/26/2025,2025,1309,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Curve Left,At Intersection,Intersection,I-25,Interstate,I-25 SB OFF RAMP & W PLUM CREEK PKWY,180.884,-104.86592,39.36649,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,Interstate Highway,CRPD,025A,I-25 SB OFF RAMP,W PLUM CREEK PKWY,CASTLE ROCK,crashlens_u5p9stw5.csv
1546571,5/26/2025,2025,1515,O,0,0,0,0,Sideswipe - Same Direction,Cloudy,Daylight,Wet,Unknown,Non-Intersection,Non-Intersection,E HESS RD,NonVDOT secondary,,,-104.74944,39.49313,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,City Street,PPD,1038,E HESS RD,E HILLTOP RD,PARKER,crashlens_u5p9stw5.csv
1539911,5/26/2025,2025,1525,C,0,0,0,1,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,S SANTA FE DR,Primary,C-470 WB OFF RAMP & S SANTA FE DR,200.420,-105.0159,39.3353,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,1,,,colorado,State Highway,CSP,085B,S SANTA FE DR,C-470 WB OFF RAMP,,crashlens_u5p9stw5.csv
1537782,5/26/2025,2025,1542,O,0,0,0,0,Fixed Object - Off Road,Rain,Daylight,Wet,"Curve Left, Downhill",At Intersection,Intersection,CROWFOOT VALLY RD,Primary,CROWFOOT VALLY RD & FOUNDERS PKWY,101.526,-104.84472,39.41026,DOUGLAS,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Fence,Ran off right side,0,,,colorado,State Highway,CRPD,086B,CROWFOOT VALLY RD,FOUNDERS PKWY,CASTLE ROCK,crashlens_u5p9stw5.csv
1541622,5/26/2025,2025,1645,C,0,0,0,1,Rear End,Cloudy,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,I-25,Interstate,,170.352,-104.87861,39.22176,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,1,,,colorado,Interstate Highway,CSP,025A,I-25,MM 170.352,,crashlens_u5p9stw5.csv
1538229,5/27/2025,2025,0153,O,0,0,0,0,Other Animal,Clear,Dark – Unlighted,Dry,Straight/Level,Non-Intersection,Non-Intersection,HESS RD,NonVDOT secondary,,,-104.86079,39.48087,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Wild Animal,On Roadway,0,,,colorado,County Road,DSO,4700,HESS RD,ANCESTRY DR,,crashlens_u5p9stw5.csv
1546551,5/27/2025,2025,0628,O,0,0,0,0,Angle,Clear,Daylight,Dry,Curve Right,At Intersection,Intersection,E MAINSTREET,NonVDOT secondary,E MAINSTREET & N PINE DR,,-104.7536,39.51836,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Front,On Roadway,0,,,colorado,City Street,PPD,1038,E MAINSTREET,N PINE DR,PARKER,crashlens_u5p9stw5.csv
1545968,5/27/2025,2025,0656,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,S PARKER RD,Primary,S PARKER RD & S PARKGLENN WAY,60.700,-104.76726,39.53409,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,PPD,083A,S PARKER RD,S PARKGLENN WAY,PARKER,crashlens_u5p9stw5.csv
1547443,5/27/2025,2025,0912,A,0,1,0,0,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,S PARKER RD,Primary,S PARKER RD & S TWENTY MILE RD,59.187,-104.76387,39.51031,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Side,On Roadway,1,,,colorado,State Highway,PPD,083A,S PARKER RD,S TWENTY MILE RD,PARKER,crashlens_u5p9stw5.csv
2590325,5/27/2025,2025,0912,A,0,1,0,0,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,S PARKER RD,Primary,S PARKER RD & S TWENTY MILE RD,59.187,-104.76374,39.51026,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Side,On Roadway,1,,,colorado,State Highway,PPD,083A,S PARKER RD,S TWENTY MILE RD,PARKER,crashlens_u5p9stw5.csv
1547377,5/27/2025,2025,1015,O,0,0,0,0,Rear End,Clear,Daylight,Dry,"Curve Right, Downhill",At Intersection,Intersection,CROWN CREST BLVD,Primary,CROWN CREST BLVD & S PARKER RD,61.600,-104.77491,39.5496,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,PPD,083A,CROWN CREST BLVD,S PARKER RD,PARKER,crashlens_u5p9stw5.csv
1537311,5/27/2025,2025,1031,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Uphill,Non-Intersection,Non-Intersection,S BROADWAY,NonVDOT secondary,,,-104.98844,39.56562,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,County Road,DSO,4700,S BROADWAY,E COUNTY LINE RD,,crashlens_u5p9stw5.csv
1539871,5/27/2025,2025,1345,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,I-25,Interstate,,182.076,-104.86041,39.38355,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,Interstate Highway,CSP,025A,I-25,MM 182.076,,crashlens_u5p9stw5.csv
1546994,5/27/2025,2025,1350,O,0,0,0,0,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,SKY RIDGE AVE,NonVDOT secondary,BELLWETHER LN & SKY RIDGE AVE,,-104.87763,39.53308,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,City Street,LNTRPD,0817,SKY RIDGE AVE,BELLWETHER LN,LONE TREE,crashlens_u5p9stw5.csv
1546449,5/27/2025,2025,1535,C,0,0,0,2,Rear End,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,C-470,Primary,,21.000,-104.96181,39.56326,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,2,,,colorado,State Highway,CSP,470A,C-470,MM 21,,crashlens_u5p9stw5.csv
1538014,5/27/2025,2025,1612,B,0,0,1,0,Angle,Cloudy,Daylight,Dry,Straight/Level,At Intersection,Intersection,E LINCOLN AVE,NonVDOT secondary,E LINCOLN AVE & S CHAMBERS RD,,-104.81191,39.53652,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,1,,,colorado,County Road,DSO,4700,E LINCOLN AVE,S CHAMBERS RD,,crashlens_u5p9stw5.csv
1546523,5/27/2025,2025,1630,B,0,0,1,0,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,E LINCOLN AVE,NonVDOT secondary,E LINCOLN AVE & S TWENTY MILE RD,,-104.77461,39.53679,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,Front to Side,On Roadway,1,,,colorado,City Street,PPD,1038,E LINCOLN AVE,S TWENTY MILE RD,PARKER,crashlens_u5p9stw5.csv
1541642,5/27/2025,2025,1725,C,0,0,0,1,Sideswipe - Same Direction,Cloudy,Daylight,Dry,Straight/Level,At Intersection,Intersection,QUEBEC ST,Primary,C-470 WB RAMPS & QUEBEC ST,24.144,-104.90421,39.56442,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,1,,,colorado,State Highway,CSP,470A,QUEBEC ST,C-470 WB RAMPS,LONE TREE,crashlens_u5p9stw5.csv
1538141,5/27/2025,2025,2030,O,0,0,0,0,Other Animal,Rain,Dark – Unlighted,Wet,Straight/Level,Non-Intersection,Non-Intersection,HILLTOP RD,NonVDOT secondary,,,-104.70515,39.47218,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Wild Animal,On Roadway,0,,,colorado,County Road,DSO,4700,HILLTOP RD,MERRYVALE TRL,,crashlens_u5p9stw5.csv
1538192,5/27/2025,2025,2046,O,0,0,0,0,Fixed Object - Off Road,Rain,Dark – Unlighted,Sand/Gravel,"Curve Left, Downhill",Non-Intersection,Non-Intersection,HIDDEN VALLEY RD,NonVDOT secondary,,,-105.03116,39.30922,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Tree,Ran off right side,0,,,colorado,County Road,DSO,4700,HIDDEN VALLEY RD,DAKAN RD,,crashlens_u5p9stw5.csv
1546541,5/27/2025,2025,2054,O,0,0,0,0,Other Animal,Cloudy,Dark – Unlighted,Wet,Downhill,Driveway Access Related,Driveway,E HILL TOP RD,NonVDOT secondary,,,-104.74148,39.4923,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,Wild Animal,On Roadway,0,,,colorado,City Street,PPD,1038,E HILL TOP RD,SUNBURST TRL,PARKER,crashlens_u5p9stw5.csv
1539809,5/27/2025,2025,2116,O,0,0,0,0,Other Animal,Cloudy,Dark – Unlighted,Dry,Straight/Level,Non-Intersection,Non-Intersection,HWY 85,Primary,,189.018,-104.93509,39.43323,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,Wild Animal,On Roadway,0,,,colorado,State Highway,CSP,085B,HWY 85,MM 189.018,,crashlens_u5p9stw5.csv
1542489,5/27/2025,2025,2151,O,0,0,0,0,Other Animal,Clear,Dark – Unlighted,Dry,Straight/Level,Non-Intersection,Non-Intersection,HWY 85,Primary,,188.452,-104.92606,39.4313,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Wild Animal,On Roadway,0,,,colorado,State Highway,CSP,085B,HWY 85,MM 188.452,,crashlens_u5p9stw5.csv
1545994,5/28/2025,2025,0715,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,E COTTONWOOD DR,NonVDOT secondary,E COTTONWOOD DR & S BROMPTON WAY,,-104.78136,39.55801,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,City Street,PPD,1038,E COTTONWOOD DR,S BROMPTON WAY,PARKER,crashlens_u5p9stw5.csv
1540486,5/28/2025,2025,0925,O,0,0,0,0,Angle,Clear,Daylight,Dry,"Curve Left, Uphill",At Intersection,Intersection,HWY 67,Primary,HIER VALLEY RD & HWY 67,126.035,-104.97608,39.42588,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,State Highway,CSP,067E,HWY 67,HIER VALLEY RD,,crashlens_u5p9stw5.csv
1539008,5/28/2025,2025,0950,B,0,0,1,0,Non-Collision,Clear,Daylight,Wet,Straight/Level,At Intersection,Intersection,COSMOPOLITAN CIR,NonVDOT secondary,COSMOPOLITAN CIR & S CHAMBERS RD,,-104.81313,39.53266,DOUGLAS,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,,Overturning/Rollover,On Roadway,1,,,colorado,County Road,DSO,4700,COSMOPOLITAN CIR,S CHAMBERS RD,,crashlens_u5p9stw5.csv
1537591,5/28/2025,2025,1053,O,0,0,0,0,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,N WILCOX ST,NonVDOT secondary,FIFTH ST & N WILCOX ST,,-104.85862,39.3743,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,City Street,CRPD,0185,N WILCOX ST,FIFTH ST,CASTLE ROCK,crashlens_u5p9stw5.csv
1546545,5/28/2025,2025,1059,O,0,0,0,0,Bicyclist,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,E HIDDEN TRAIL DR,NonVDOT secondary,E HIDDEN TRAIL DR & S MEANDER WAY,,-104.73035,39.49524,DOUGLAS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,Bicycle/Motorized Bicycle,On Roadway,0,,,colorado,City Street,PPD,1038,E HIDDEN TRAIL DR,S MEANDER WAY,PARKER,crashlens_u5p9stw5.csv
1538168,5/28/2025,2025,1105,C,0,0,0,1,Angle,Cloudy,Daylight,Dry,Uphill,At Intersection,Intersection,KENDRICK CASTILLO WAY,NonVDOT secondary,KENDRICK CASTILLO WAY & PARK CENTRAL DR,,-105.00819,39.55324,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,1,,,colorado,County Road,DSO,4700,KENDRICK CASTILLO WAY,PARK CENTRAL DR,,crashlens_u5p9stw5.csv
1541287,5/28/2025,2025,1526,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,HWY 85,Primary,,186.215,-104.88862,39.42034,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,State Highway,CRPD,085B,HWY 85,N MEADOWS DR,CASTLE ROCK,crashlens_u5p9stw5.csv
1546196,5/28/2025,2025,1737,O,0,0,0,0,Other Animal,Cloudy,Daylight,Dry,Uphill,Non-Intersection,Non-Intersection,HWY 85,Primary,,192.000,-104.98055,39.45535,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Wild Animal,On Roadway,0,,,colorado,State Highway,CSP,085B,HWY 85,MM 192,,crashlens_u5p9stw5.csv
1546007,5/28/2025,2025,1854,O,0,0,0,0,Non-Collision,Rain,Dawn or Dusk,Wet,Straight/Level,Ramp,Ramp,I-25,Interstate,,192.990,-104.90826,39.40757,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Overturning/Rollover,On Roadway,0,,,colorado,Interstate Highway,LNTRPD,025A,LINCOLN AVE,I-25 NB ON RAMP SLIP,LONE TREE,crashlens_u5p9stw5.csv
1547658,5/28/2025,2025,2251,O,0,0,0,0,Other,Rain,Dark – Lighted,Wet,Curve Left,Non-Intersection,Non-Intersection,BROADLEAF LOOP,NonVDOT secondary,,,-104.89782,39.38702,DOUGLAS,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Parked Motor Vehicle,On Roadway,0,,,colorado,City Street,CRPD,0185,BROADLEAF LOOP,BELLAVISTA ST,CASTLE ROCK,crashlens_u5p9stw5.csv
1545397,5/29/2025,2025,0200,B,0,0,1,0,Fixed Object - Off Road,Rain,Dark – Unlighted,Wet,Straight/Level,Non-Intersection,Non-Intersection,I-25,Interstate,,166.000,-104.85285,39.16615,DOUGLAS,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Concrete Highway Barrier,Center median/ Island,1,,,colorado,Interstate Highway,CSP,025A,I-25,MM 166,,crashlens_u5p9stw5.csv
1544723,5/29/2025,2025,0357,O,0,0,0,0,Rear End,Rain,Dark – Lighted,Wet,Straight/Level,Non-Intersection,Non-Intersection,I-25,Interstate,,194.318,-104.87037,39.5554,DOUGLAS,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,Interstate Highway,LNTRPD,025A,I-25,C-470,LONE TREE,crashlens_u5p9stw5.csv
1538006,5/29/2025,2025,0530,O,0,0,0,0,Rear End,Clear,Dark – Lighted,Dry,Straight/Level,Non-Intersection,Non-Intersection,I-25,Interstate,,187.453,-104.87511,39.45702,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,Other Non-Collision,On Roadway,0,,,colorado,Interstate Highway,CSP,025A,I-25,MM 187.453,,crashlens_u5p9stw5.csv
1539681,5/29/2025,2025,0626,O,0,0,0,0,Fixed Object - Off Road,Cloudy,Dawn or Dusk,Wet,Straight/Level,Non-Intersection,Non-Intersection,N LAVAUN DR,NonVDOT secondary,,,-104.98999,39.47158,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Culvert or Headwall,Ran off right side,0,,,colorado,County Road,DSO,4700,N LAVAUN DR,AIRPORT RD,,crashlens_u5p9stw5.csv
1538392,5/29/2025,2025,0635,O,0,0,0,0,Fixed Object - Off Road,Cloudy,Daylight,Dry,Curve Right,Non-Intersection,Non-Intersection,HWY 85,Primary,,185.000,-104.87329,39.40998,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,Sign,Center median/ Island,0,,,colorado,State Highway,CSP,085B,HWY 85,MM 185,,crashlens_u5p9stw5.csv
1544749,5/29/2025,2025,0810,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,I-25,Interstate,,194.318,-104.87062,39.55541,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,Interstate Highway,LNTRPD,025A,I-25,E-470,LONE TREE,crashlens_u5p9stw5.csv
1546012,5/29/2025,2025,1023,O,0,0,0,0,Angle,Cloudy,Daylight,Dry,Straight/Level,Driveway Access Related,Driveway,JORDAN RD,NonVDOT secondary,,,-104.79337,39.54963,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,City Street,PPD,1038,JORDAN RD,9240 BLK S,PARKER,crashlens_u5p9stw5.csv
1543987,5/29/2025,2025,1050,O,0,0,0,0,Fixed Object - Off Road,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,I-25,Interstate,,195.076,-104.87219,39.56636,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,Concrete Highway Barrier,Center median/ Island,0,,,colorado,Interstate Highway,LNTRPD,025A,I-25,COUNTY LINE RD,LONE TREE,crashlens_u5p9stw5.csv
1546005,5/29/2025,2025,1237,O,0,0,0,0,Angle,Clear,Daylight,Dry,Straight/Level,Driveway Access Related,Driveway,E LINCOLN AVE,NonVDOT secondary,,,-104.77472,39.53515,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Front,On Roadway,0,,,colorado,City Street,PPD,1038,E LINCOLN AVE,S TWENTY MILE RD,PARKER,crashlens_u5p9stw5.csv
1537927,5/29/2025,2025,1354,O,0,0,0,0,Sideswipe - Same Direction,Cloudy,Daylight,Dry,Straight/Level,At Intersection,Intersection,MEADOWS PKWY,NonVDOT secondary,MEADOWS PKWY & PRAIRIE HAWK DR,,-104.88404,39.40221,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,City Street,CRPD,0185,MEADOWS PKWY,PRAIRIE HAWK DR,CASTLE ROCK,crashlens_u5p9stw5.csv
1546011,5/29/2025,2025,1444,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,E MAINSTREET,NonVDOT secondary,E MAINSTREET & S VICTORIAN DR,,-104.75986,39.51811,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,City Street,PPD,1038,E MAINSTREET,S VICTORIAN DR,PARKER,crashlens_u5p9stw5.csv
1546014,5/29/2025,2025,1605,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,S BLACKWELL WAY,NonVDOT secondary,E BUFFALOBERRY DR & S BLACKWELL WAY,,-104.71553,39.49446,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,City Street,PPD,1038,S BLACKWELL WAY,E BUFFALOBERRY DR,PARKER,crashlens_u5p9stw5.csv
1537967,5/29/2025,2025,1640,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Downhill,Intersection Related,Intersection,S QUEBEC ST,NonVDOT secondary,E LINCOLN AVE & S QUEBEC ST,,-104.91237,39.54293,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,County Road,DSO,4700,S QUEBEC ST,E LINCOLN AVE,,crashlens_u5p9stw5.csv
1545799,5/29/2025,2025,1644,O,0,0,0,0,Rear End,Cloudy,Daylight,Dry,Uphill,Non-Intersection,Non-Intersection,I-25,Interstate,,173.000,-104.89022,39.25723,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,Interstate Highway,CSP,025A,I-25,MM 173,,crashlens_u5p9stw5.csv
1546531,5/29/2025,2025,1723,O,0,0,0,0,Rear End,Cloudy,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,S JORDAN RD,NonVDOT secondary,,,-104.79343,39.53169,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,City Street,PPD,1038,S JORDAN RD,E LINCOLN AVE,PARKER,crashlens_u5p9stw5.csv
1539053,5/29/2025,2025,1900,O,0,0,0,0,Fixed Object - Off Road,Rain,Dark – Unlighted,Wet,"Curve Right, Downhill",At Intersection,Intersection,HWY 83,Primary,HWY 83 & LAKE GULCH RD,42.401,-104.73622,39.2709,DOUGLAS,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,,,,,,,Fence,Ran off right side,0,,,colorado,State Highway,CSP,083A,HWY 83,LAKE GULCH RD,,crashlens_u5p9stw5.csv
1541319,5/29/2025,2025,2106,O,0,0,0,0,Fixed Object - Off Road,Clear,Dark – Lighted,Dry,"Curve Right, Uphill",Roundabout,Roundabout,E PLUM CREEK PKWY,NonVDOT secondary,E PLUM CREEK PKWY & EATON CIR,,-104.83307,39.36074,DOUGLAS,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,Curb,Ran off left side,0,,,colorado,City Street,CRPD,0185,E PLUM CREEK PKWY,EATON CIR,CASTLE ROCK,crashlens_u5p9stw5.csv
