Document Nbr,Crash Date,Crash Year,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Roadway Alignment,Roadway Description,Intersection Type,RTE Name,SYSTEM,Node,RNS MP,x,y,Physical Juris Name,Pedestrian?,Bike?,Alcohol?,Speed?,Hitrun?,Motorcycle?,Night?,Distracted?,Drowsy?,Drug Related?,Young?,Senior?,Unrestrained?,School Zone,Work Zone Related,Traffic Control Type,Traffic Control Status,Functional Class,Area Type,Facility Type,Ownership,First Harmful Event,First Harmful Event Loc,Relation To Roadway,Vehicle Count,Persons Injured,Pedestrians Killed,Pedestrians Injured,_source_state,_co_system_code,_co_agency_id,_co_rd_number,_co_location1,_co_location2,_co_city,_source_file,_co_total_vehicles,_co_mhe,_co_crash_type,_co_link,_co_second_he,_co_third_he,_co_wild_animal,_co_secondary_crash,_co_weather2,_co_lane_position,_co_injury00_uninjured,_co_tu1_direction,_co_tu1_movement,_co_tu1_vehicle_type,_co_tu1_speed_limit,_co_tu1_estimated_speed,_co_tu1_stated_speed,_co_tu1_driver_action,_co_tu1_human_factor,_co_tu1_age,_co_tu1_sex,_co_tu2_direction,_co_tu2_movement,_co_tu2_vehicle_type,_co_tu2_speed_limit,_co_tu2_estimated_speed,_co_tu2_stated_speed,_co_tu2_driver_action,_co_tu2_human_factor,_co_tu2_age,_co_tu2_sex,_co_nm1_type,_co_nm1_age,_co_nm1_sex,_co_nm1_action,_co_nm1_movement,_co_nm1_location,_co_nm1_facility,_co_nm1_contributing_factor,_co_nm2_type,_co_nm2_age,_co_nm2_sex,_co_nm2_action,_co_nm2_movement,_co_nm2_location,_co_nm2_facility,_co_nm2_contributing_factor
1336584,4/4/2025,2025,1248,O,0,0,0,0,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",4. Four Approaches,KENDRICK CASTILLO WYY,NonVDOT secondary,KENDRICK CASTILLO WYY & PLUM VALLEY LN,,-105.008576,39.562765,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,10. Intersection Related - Within 150 Feet,2,0,0,0,colorado,County Road,DSO,4700,KENDRICK CASTILLO WYY,PLUM VALLEY LN,,crashlens_u5p9stw5.csv,2,Side to Side-Same Direction,Sideswipe Same Direction,00050FS,,,,FALSE,Clear,N02,2,North,Changing Lanes,Passenger Car/Passenger Van,40,40,45,Improper Turn,Looked/Did Not See,53,F,North,Going Straight,Pickup Truck/Utility Van,40,40,40,No Contributing Action,No Apparent Contributing Factor,31,M,,,,,,,,,,,,,,,,
1542953,4/4/2025,2025,1300,O,0,0,0,0,1. Rear End,4. Snow,2. Daylight,1. Dry,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,178.150,-104.87939,39.32876,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,,,,,,1. State Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,Interstate Highway,CSP,025A,I-25,MM 178.15,,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,AT,,,,FALSE,,N03,2,North,Going Straight,SUV,65,65,65,Followed Too Closely,Looked/Did Not See,69,M,North,Going Straight,Pickup Truck/Utility Van,65,65,63,No Contributing Action,No Apparent Contributing Factor,67,M,,,,,,,,,,,,,,,,
1536194,4/4/2025,2025,1611,O,0,0,0,0,16. Other,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,175.090,-104.896,39.28638,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,,,,,,1. State Hwy Agency,37. Other Object (Not Fixed),3. Median,8. Non-Intersection,1,0,0,0,colorado,Interstate Highway,CSP,025A,I-25 SB,MM 175.090,,crashlens_u5p9stw5.csv,1,Overturning/Rollover,Other Non-Fixed Object Describe in Narrative),AT,Overturning/Rollover,,,FALSE,,S01,1,South,Weaving,Pickup Truck/Utility Van,65,80,78,Careless Driving,Looked/Did Not See,17,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
1377933,4/4/2025,2025,1628,O,0,0,0,0,2. Angle,6. Sleet/Hail/Freezing,2. Daylight,2. Wet,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,E COTTONWOOD DR,NonVDOT secondary,E COTTONWOOD DR & S COTTONWOOD DR,,-104.78264,39.55756,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,3. City or Town Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,City Street,PPD,1038,E COTTONWOOD DR,S COTTONWOOD DR,PARKER,crashlens_u5p9stw5.csv,2,Front to Side,Broadside,AT,,,,FALSE,,W01,2,West,Going Straight,Passenger Car/Passenger Van,35,20,20,Failed to Stop at Signal,Aggressive Driving,27,M,South,Making Left Turn,Pickup Truck/Utility Van,35,10,10,No Contributing Action,No Apparent Contributing Factor,45,M,,,,,,,,,,,,,,,,
1377914,4/4/2025,2025,1901,O,0,0,0,0,2. Angle,1. No Adverse Condition (Clear/Cloudy),3. Dusk,2. Wet,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,S MOTSENBOCKER RD,NonVDOT secondary,E HESS RD & S MOTSENBOCKER RD,,-104.77481,39.49308,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,3. City or Town Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,City Street,PPD,1038,S MOTSENBOCKER RD,E HESS RD,PARKER,crashlens_u5p9stw5.csv,2,Front to Side,Approach Turn,AT,,,,FALSE,,E02,2,West,Making Left Turn,Unknown,40,15,0,Failed to Yield ROW,Other Factor (Describe in Narrative),,U,East,Going Straight,SUV,40,35,35,No Contributing Action,No Apparent Contributing Factor,52,F,,,,,,,,,,,,,,,,
1339309,4/4/2025,2025,1902,O,0,0,0,0,9. Fixed Object - Off Road,6. Sleet/Hail/Freezing,3. Dusk,5. Ice,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,189.000,-104.872304,39.479653,DOUGLAS,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,38. Other Non-Collision,4. Roadside,8. Non-Intersection,1,0,0,0,colorado,Interstate Highway,CSP,025A,I-25,MM 189,,crashlens_u5p9stw5.csv,1,Fence,Fence,NEAR,Fence,,,FALSE,,N01,2,North,Out of Control,Passenger Car/Passenger Van,75,75,0,Too Fast for Conditions,No Apparent Contributing Factor,32,F,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
1340135,4/4/2025,2025,1930,B,0,0,1,0,4. Sideswipe - Same Direction,4. Snow,4. Darkness - Road Lighted,5. Ice,3. Grade - Straight,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,185.107,-104.876394,39.424943,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,1. State Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,1,0,0,colorado,Interstate Highway,CSP,025A,I-25,MM 185.107,,crashlens_u5p9stw5.csv,2,Concrete Highway Barrier,Sideswipe Same Direction,AT,Concrete Highway Barrier,,,FALSE,,N03,1,North,Out of Control,Passenger Car/Passenger Van,75,70,70,Careless Driving,Aggressive Driving,20,M,North,Changing Lanes,SUV,75,65,35,No Contributing Action,No Apparent Contributing Factor,38,M,,,,,,,,,,,,,,,,
1379013,4/4/2025,2025,1939,O,0,0,0,0,2. Angle,4. Snow,4. Darkness - Road Lighted,2. Wet,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,E PLAZA DR,NonVDOT secondary,E PLAZA DR & S DRANSFELDT RD,,-104.77131,39.52656,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,3. City or Town Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,10. Intersection Related - Within 150 Feet,2,0,0,0,colorado,City Street,PPD,1038,E PLAZA DR,S DRANSFELDT RD,PARKER,crashlens_u5p9stw5.csv,2,Front to Side,Approach Turn,AT,,,,FALSE,,S01,2,South,Making Left Turn,Passenger Car/Passenger Van,35,30,30,Failed to Yield ROW,Age/Driver Ability,17,F,North,Going Straight,SUV,35,30,30,No Contributing Action,No Apparent Contributing Factor,21,F,,,,,,,,,,,,,,,,
1337786,4/4/2025,2025,2009,O,0,0,0,0,10. Deer/Animal,4. Snow,5. Darkness - Road Not Lighted,2. Wet,4. Grade - Curve,"1. Two-Way, Not Divided",1. Not at Intersection,MONARCH BLVD,NonVDOT secondary,,,-104.921533,39.512232,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,21. Animal,1. On Roadway,8. Non-Intersection,1,0,0,0,colorado,County Road,DSO,4700,MONARCH BLVD,MCARTHUR RANCH RD,,crashlens_u5p9stw5.csv,1,Wild Animal,Wild Animal,0.70MS,,,DEER,FALSE,,S01,1,South,Negotiating a Curve,SUV,45,30,0,No Contributing Action,No Apparent Contributing Factor,49,F,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
1336713,4/4/2025,2025,2042,O,0,0,0,0,16. Other,4. Snow,4. Darkness - Road Lighted,2. Wet,3. Grade - Straight,"1. Two-Way, Not Divided",1. Not at Intersection,DONLEY DR,NonVDOT secondary,,,-104.761714,39.523433,DOUGLAS,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,6. Parked Vehicle,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,County Road,DSO,4700,DONLEY DR,BLUE JAY DR,,crashlens_u5p9stw5.csv,2,Parked Motor Vehicle,Parked Motor Vehicle,00026FS,,,,FALSE,,SRS,1,South,Going Straight,Passenger Car/Passenger Van,25,30,30,Too Fast for Conditions,Driver Inexperience,23,F,South,Parked,Pickup Truck/Utility Van,25,0,0,,,,,,,,,,,,,,,,,,,,
1377645,4/4/2025,2025,2108,O,0,0,0,0,9. Fixed Object - Off Road,4. Snow,4. Darkness - Road Lighted,5. Ice,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,195.076,-104.87232,39.56638,DOUGLAS,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,15. Concrete Traffic Barrier,3. Median,8. Non-Intersection,1,0,0,0,colorado,Interstate Highway,LNTRPD,025A,I-25 SB,COUNTY LINE RD,LONE TREE,crashlens_u5p9stw5.csv,1,Concrete Highway Barrier,Concrete Highway Barrier,AT,Guardrail Face,,,FALSE,Wind,S01,1,South,Going Straight,Pickup Truck/Utility Van,65,70,70,Too Fast for Conditions,No Apparent Contributing Factor,24,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
1339863,4/4/2025,2025,2121,B,0,0,1,0,9. Fixed Object - Off Road,6. Sleet/Hail/Freezing,4. Darkness - Road Lighted,5. Ice,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,C-470,Primary,,21.537,-104.9517,39.56377,DOUGLAS,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,38. Other Non-Collision,4. Roadside,8. Non-Intersection,1,1,0,0,colorado,State Highway,CSP,470A,C-470,MM 21.537,,crashlens_u5p9stw5.csv,1,Cable Rail,Cable Rail,AT,Cable Rail,,,FALSE,,W01,0,West,Out of Control,Passenger Car/Passenger Van,65,60,60,Too Fast for Conditions,No Apparent Contributing Factor,30,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
1378372,4/4/2025,2025,2142,O,0,0,0,0,1. Rear End,4. Snow,4. Darkness - Road Lighted,5. Ice,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,195.076,-104.87246,39.56631,DOUGLAS,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,,,,,,1. State Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,Interstate Highway,LNTRPD,025A,I-25 SB,COUNTY LINE RD,LONE TREE,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,AT,Barricade,,,FALSE,,N1,2,South,Going Straight,Passenger Car/Passenger Van,65,50,50,Failed to Yield ROW,Distracted - Other Exterior,24,F,South,Slowing,Passenger Car/Passenger Van,65,50,50,No Contributing Action,No Apparent Contributing Factor,76,M,,,,,,,,,,,,,,,,
2429158,4/4/2025,2025,2142,O,0,0,0,0,1. Rear End,4. Snow,4. Darkness - Road Lighted,5. Ice,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,195.076,-104.87244,39.56629,DOUGLAS,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,,,,,,1. State Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,Interstate Highway,LNTRPD,025A,I-25,COUNTY LINE RD,LONE TREE,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,AT,Barricade,,,FALSE,,N1,2,South,Out of Control,Passenger Car/Passenger Van,65,50,50,No Contributing Action,No Apparent Contributing Factor,76,M,South,Going Straight,Passenger Car/Passenger Van,65,50,50,Failed to Yield ROW,Distracted - Other Exterior,24,F,,,,,,,,,,,,,,,,
1379050,4/4/2025,2025,2145,O,0,0,0,0,1. Rear End,4. Snow,4. Darkness - Road Lighted,2. Wet,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,S VICTORIAN DR,NonVDOT secondary,E MAIN ST & S VICTORIAN DR,,-104.76264,39.51852,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,3. City or Town Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,10. Intersection Related - Within 150 Feet,2,0,0,0,colorado,City Street,PPD,1038,S VICTORIAN DR,E MAIN ST,PARKER,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,00087FE,,,,FALSE,,E01,4,East,Passing,Passenger Car/Passenger Van,25,25,25,Careless Driving,Driver Emotionally Upset,42,M,East,Going Straight,Passenger Car/Passenger Van,25,20,20,No Contributing Action,No Apparent Contributing Factor,19,M,,,,,,,,,,,,,,,,
1378352,4/4/2025,2025,2147,O,0,0,0,0,9. Fixed Object - Off Road,4. Snow,4. Darkness - Road Lighted,2. Wet,2. Curve - Level,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,C-470,Primary,,25.860,-104.87644,39.55585,DOUGLAS,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,15. Concrete Traffic Barrier,3. Median,1. Main-Line Roadway,1,0,0,0,colorado,State Highway,LNTRPD,470A,C-470,YOSEMITE ST,LONE TREE,crashlens_u5p9stw5.csv,1,Concrete Highway Barrier,Concrete Highway Barrier,01584FE,,,,FALSE,,E01,1,East,Going Straight,Pickup Truck/Utility Van,65,70,70,Too Fast for Conditions,No Apparent Contributing Factor,22,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
2433435,4/4/2025,2025,2228,O,0,0,0,0,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,5. Ice,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,195.076,-104.87244,39.5663,DOUGLAS,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,3,0,0,0,colorado,Interstate Highway,LNTRPD,025A,I-25,COUNTY LINE RD,LONE TREE,crashlens_u5p9stw5.csv,3,Side to Side-Same Direction,Sideswipe Same Direction,AT,Side to Side-Same Direction,,,FALSE,,S02,3,South,Slowing,Passenger Car/Passenger Van,65,20,20,Too Fast for Conditions,Driver Inexperience,30,F,South,Stopped in Traffic,"Medium/Heavy Trucks, GVWR/GCWR 10,001 or Over",65,0,0,No Contributing Action,No Apparent Contributing Factor,30,F,,,,,,,,,,,,,,,,
1377608,4/4/2025,2025,2237,B,0,0,1,0,2. Angle,4. Snow,4. Darkness - Road Lighted,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",4. Four Approaches,LINCOLN AVE,NonVDOT secondary,HAVANA ST & LINCOLN AVE,,-104.86148,39.53621,DOUGLAS,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,3. City or Town Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,1,0,0,colorado,City Street,LNTRPD,0817,LINCOLN AVE,HAVANA ST,LONE TREE,crashlens_u5p9stw5.csv,2,Front to Side,Approach Turn,AT,,,,FALSE,,W02,4,East,Making Left Turn,Passenger Car/Passenger Van,45,40,40,No Contributing Action,Other Factor (Describe in Narrative),41,M,West,Going Straight,Passenger Car/Passenger Van,45,10,10,No Contributing Action,No Apparent Contributing Factor,55,M,,,,,,,,,,,,,,,,
1536025,4/4/2025,2025,2237,C,0,0,0,1,9. Fixed Object - Off Road,4. Snow,4. Darkness - Road Lighted,5. Ice,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,179.000,-104.87545,39.34025,DOUGLAS,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,15. Concrete Traffic Barrier,3. Median,8. Non-Intersection,1,1,0,0,colorado,Interstate Highway,CSP,025A,I-25 NB,MM 179.000,,crashlens_u5p9stw5.csv,1,Concrete Highway Barrier,Concrete Highway Barrier,AT,Other Non-Fixed Object (Describe in Narrative),,,FALSE,,N02,0,North,Out of Control,"Medium/Heavy Trucks, GVWR/GCWR 16,001 or over",65,55,35,Too Fast for Conditions,Not Observed,56,F,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
1340156,4/4/2025,2025,2255,O,0,0,0,0,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,2. Wet,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,170.532,-104.878884,39.224683,DOUGLAS,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,30. Overturn (Rollover),4. Roadside,8. Non-Intersection,1,0,0,0,colorado,Interstate Highway,CSP,025A,I-25,MM 170.532,,crashlens_u5p9stw5.csv,1,Overturning/Rollover,Overturning/Rollover,AT,Tree,,,FALSE,,SRS,1,South,Out of Control,Pickup Truck/Utility Van,75,75,0,Careless Driving,Distracted - Other Interior,40,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
1531279,4/4/2025,2025,2300,O,0,0,0,0,4. Sideswipe - Same Direction,4. Snow,5. Darkness - Road Not Lighted,3. Snow,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,174.206,-104.89714,39.27354,DOUGLAS,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,Interstate Highway,CSP,025A,I-25 NB,MM 174.206,,crashlens_u5p9stw5.csv,2,Side to Side-Same Direction,Sideswipe Same Direction,AT,Side to Side-Same Direction,,,FALSE,,N03,3,North,Out of Control,SUV,75,50,0,,,,U,North,Out of Control,SUV,75,50,50,No Contributing Action,No Apparent Contributing Factor,50,F,,,,,,,,,,,,,,,,
1379053,4/5/2025,2025,0150,O,0,0,0,0,9. Fixed Object - Off Road,4. Snow,5. Darkness - Road Not Lighted,1. Dry,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,E LONGS WY,Primary,E LONGS WY & S PARKER RD,60.099,-104.76616,39.52498,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,4. Traffic Sign Support,3. Median,9. Within Intersection,1,0,0,0,colorado,State Highway,PPD,083A,E LONGS WY,S PARKER RD,PARKER,crashlens_u5p9stw5.csv,1,Sign,Sign,N/O,Sign,,,FALSE,,S01,2,South,Weaving,SUV,45,45,45,Lane Violation,Other Factor (Describe in Narrative),25,F,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
1338347,4/5/2025,2025,0236,O,0,0,0,0,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,2. Wet,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,PLUM CREEK BLVD,NonVDOT secondary,FAIRGROUNDS DR & PLUM CREEK BLVD,,-104.854018,39.361482,DOUGLAS,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,,,,,,3. City or Town Hwy Agency,8. Fence,4. Roadside,9. Within Intersection,2,0,0,0,colorado,City Street,CRPD,0185,PLUM CREEK BLVD,FAIRGROUNDS DR,CASTLE ROCK,crashlens_u5p9stw5.csv,2,Wall or Building,Fence,AT,Other Fixed Object (Describe in Narrative),Tree,,FALSE,,E02,2,East,Out of Control,SUV,40,70,70,Too Fast for Conditions,Asleep or Fatigued,28,M,South,Parked,Passenger Car/Passenger Van,0,0,0,No Contributing Action,No Apparent Contributing Factor,,,,,,,,,,,,,,,,,,
1544901,4/5/2025,2025,0415,O,0,0,0,0,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,5. Ice,2. Curve - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,174.464,-104.89749,39.2773,DOUGLAS,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,5. Guard Rail,4. Roadside,8. Non-Intersection,1,0,0,0,colorado,Interstate Highway,CSP,025A,I-25,MM 174.464,,crashlens_u5p9stw5.csv,1,Cable Rail,Cable Rail,AT,,,,FALSE,,NRS,1,North,Slowing,Passenger Car/Passenger Van,75,65,65,Too Fast for Conditions,Driver Inexperience,31,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
1337458,4/5/2025,2025,0730,O,0,0,0,0,9. Fixed Object - Off Road,4. Snow,1. Dawn,5. Ice,4. Grade - Curve,"1. Two-Way, Not Divided",1. Not at Intersection,E GREENLAND RD,NonVDOT secondary,,,-104.746718,39.20951,DOUGLAS,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,7. Mailbox,4. Roadside,8. Non-Intersection,1,0,0,0,colorado,County Road,DSO,4700,E GREENLAND RD,DAHLBERG RD,,crashlens_u5p9stw5.csv,1,Mailbox,Mailbox,0.50ME,Mailbox,,,FALSE,,W01,0,West,Negotiating a Curve,SUV,40,50,0,Too Fast for Conditions,Not Observed,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
1543911,4/5/2025,2025,0820,O,0,0,0,0,9. Fixed Object - Off Road,4. Snow,2. Daylight,4. Slush,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,172.435,-104.88539,39.25035,DOUGLAS,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,15. Concrete Traffic Barrier,4. Roadside,8. Non-Intersection,1,0,0,0,colorado,Interstate Highway,CSP,025A,I-25,MM 172.435,,crashlens_u5p9stw5.csv,1,Concrete Highway Barrier,Concrete Highway Barrier,AT,,,,FALSE,,S01,1,South,Out of Control,Passenger Car/Passenger Van,75,75,77,Too Fast for Conditions,No Apparent Contributing Factor,25,F,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
1336752,4/5/2025,2025,1243,C,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,2. Curve - Level,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,FOUNDERS PKWY,Primary,,102.375,-104.830784,39.404086,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,14. Ditch,4. Roadside,8. Non-Intersection,1,1,0,0,colorado,State Highway,CRPD,086B,FOUNDERS PKWY,BEECHNUT PL,CASTLE ROCK,crashlens_u5p9stw5.csv,1,Ditch,Ditch,0.75MSE,,,,FALSE,,S02,0,Southeast,Out of Control,Passenger Car/Passenger Van,50,30,0,Careless Driving,Driver Inexperience,21,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
1379016,4/5/2025,2025,1244,O,0,0,0,0,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",1. Not at Intersection,E COTTONWOOD DR,NonVDOT secondary,,,-104.7774,39.55872,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,3. City or Town Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,City Street,PPD,1038,E COTTONWOOD DR,S PARKER RD,PARKER,crashlens_u5p9stw5.csv,2,Side to Side-Same Direction,Sideswipe Same Direction,00759FE,,,,FALSE,,,2,East,Changing Lanes,SUV,35,30,10,Careless Driving,Other Factor (Describe in Narrative),49,M,East,Going Straight,Passenger Car/Passenger Van,35,30,25,No Contributing Action,No Apparent Contributing Factor,63,,,,,,,,,,,,,,,,,
1379035,4/5/2025,2025,1425,O,0,0,0,0,16. Other,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",1. Not at Intersection,E WHITE ASH LN,NonVDOT secondary,,,-104.74383,39.50306,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,3. City or Town Hwy Agency,6. Parked Vehicle,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,City Street,PPD,1038,E WHITE ASH LN,RIDGEVIEW LN,PARKER,crashlens_u5p9stw5.csv,2,Parked Motor Vehicle,Parked Motor Vehicle,00217FW,,,,FALSE,,E01,1,East,Going Straight,SUV,25,15,10,Careless Driving,Age/Driver Ability,16,F,West,Parked,SUV,25,0,0,No Contributing Action,No Apparent Contributing Factor,,,,,,,,,,,,,,,,,,
1336788,4/5/2025,2025,1447,O,0,0,0,0,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,2. Curve - Level,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,I-25 NB OFF RAMP,Primary,FOUNDERS PKWY & I-25 NB OFF RAMP,100.114,-104.865982,39.413186,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,,,,,1. State Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,State Highway,CRPD,086B,I-25 NB OFF RAMP,FOUNDERS PKWY,CASTLE ROCK,crashlens_u5p9stw5.csv,2,Side to Side-Same Direction,Sideswipe Same Direction,AT,,,,FALSE,,,4,North,Making Right Turn,Passenger Car/Passenger Van,35,20,0,Improper Turn,No Apparent Contributing Factor,76,M,North,Making Right Turn,Pickup Truck/Utility Van,35,20,0,No Contributing Action,No Apparent Contributing Factor,18,M,,,,,,,,,,,,,,,,
