Document Nbr,Crash Date,Crash Year,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Roadway Alignment,Roadway Description,Intersection Type,RTE Name,SYSTEM,Node,RNS MP,x,y,Physical Juris Name,Pedestrian?,Bike?,Alcohol?,Speed?,Hitrun?,Motorcycle?,Night?,Distracted?,Drowsy?,Drug Related?,Young?,Senior?,Unrestrained?,School Zone,Work Zone Related,Traffic Control Type,Traffic Control Status,Functional Class,Area Type,Facility Type,Ownership,First Harmful Event,First Harmful Event Loc,Relation To Roadway,Vehicle Count,Persons Injured,Pedestrians Killed,Pedestrians Injured,_source_state,_co_system_code,_co_agency_id,_co_rd_number,_co_location1,_co_location2,_co_city,_source_file,_co_total_vehicles,_co_mhe,_co_crash_type,_co_link,_co_second_he,_co_third_he,_co_wild_animal,_co_secondary_crash,_co_weather2,_co_lane_position,_co_injury00_uninjured,_co_tu1_direction,_co_tu1_movement,_co_tu1_vehicle_type,_co_tu1_speed_limit,_co_tu1_estimated_speed,_co_tu1_stated_speed,_co_tu1_driver_action,_co_tu1_human_factor,_co_tu1_age,_co_tu1_sex,_co_tu2_direction,_co_tu2_movement,_co_tu2_vehicle_type,_co_tu2_speed_limit,_co_tu2_estimated_speed,_co_tu2_stated_speed,_co_tu2_driver_action,_co_tu2_human_factor,_co_tu2_age,_co_tu2_sex,_co_nm1_type,_co_nm1_age,_co_nm1_sex,_co_nm1_action,_co_nm1_movement,_co_nm1_location,_co_nm1_facility,_co_nm1_contributing_factor,_co_nm2_type,_co_nm2_age,_co_nm2_sex,_co_nm2_action,_co_nm2_movement,_co_nm2_location,_co_nm2_facility,_co_nm2_contributing_factor
2426482,6/28/2025,2025,0854,O,0,0,0,0,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,C-470,Primary,,23.730,-104.91221,39.56418,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,State Highway,CSP,470A,C-470,MM 23.730,,crashlens_u5p9stw5.csv,2,Side to Side-Same Direction,Sideswipe Same Direction,AT,,,,FALSE,,E01,2,East,Changing Lanes,SUV,65,65,0,No Contributing Action,Looked/Did Not See,44,F,East,Going Straight,Passenger Car/Passenger Van,65,65,60,No Contributing Action,No Apparent Contributing Factor,25,M,,,,,,,,,,,,,,,,
2426483,6/28/2025,2025,1152,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,C-470,Primary,,24.115,-104.90491,39.56396,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,1. State Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,State Highway,CSP,470A,C-470,MM 24.115,,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,AT,,,,FALSE,,W01,4,West,Going Straight,Passenger Car/Passenger Van,65,65,25,Followed Too Closely,No Apparent Contributing Factor,35,F,West,Stopped in Traffic,SUV,65,0,0,No Contributing Action,No Apparent Contributing Factor,68,F,,,,,,,,,,,,,,,,
2433132,6/28/2025,2025,1245,O,0,0,0,0,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,LINCOLN AVE,NonVDOT secondary,JORDAN RD & LINCOLN AVE,,-104.79348,39.53381,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,3. City or Town Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,City Street,PPD,1038,LINCOLN AVE,JORDAN RD,PARKER,crashlens_u5p9stw5.csv,2,Side to Side-Same Direction,Sideswipe Same Direction,AT,,,,FALSE,,N03,2,East,Making Left Turn,Passenger Car/Passenger Van,40,20,0,No Contributing Action,No Apparent Contributing Factor,73,F,West,Making Right Turn,SUV,40,20,0,No Contributing Action,No Apparent Contributing Factor,77,F,,,,,,,,,,,,,,,,
2426732,6/28/2025,2025,1506,A,0,1,0,0,3. Head On,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,HWY 85,Primary,,186.593,-104.89483,39.42282,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,,,,,,1. State Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,5,1,0,0,colorado,State Highway,CSP,085B,HWY 85,MM 186.593,,crashlens_u5p9stw5.csv,5,Front to Front,Head-On,AT,Front to Side,Front to Front,,FALSE,,N01,5,North,Weaving,SUV,55,55,0,Careless Driving,Aggressive Driving,70,M,South,Going Straight,SUV,55,55,0,No Contributing Action,No Apparent Contributing Factor,56,M,,,,,,,,,,,,,,,,
2427050,6/28/2025,2025,1805,C,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,HWY 85,Primary,,186.756,-104.89756,39.42384,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,,,,,,1. State Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,2,0,0,colorado,State Highway,CSP,085B,HWY 85,MM 186.756,,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,AT,,,,FALSE,,N01,2,North,Going Straight,SUV,55,50,50,Careless Driving,Distracted - Other Exterior,76,F,North,Stopped in Traffic,Pickup Truck/Utility Van,55,0,0,No Contributing Action,No Apparent Contributing Factor,36,M,,,,,,,,,,,,,,,,
2433131,6/28/2025,2025,1809,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),3. Dusk,1. Dry,4. Grade - Curve,"1. Two-Way, Not Divided",1. Not at Intersection,S MOTSENBOCKER RD,NonVDOT secondary,,,-104.77486,39.47935,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,3. City or Town Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,City Street,PPD,1038,S MOTSENBOCKER RD,KEYSER CREEK,PARKER,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,00200FN,,,,FALSE,,S01,2,South,Other (Describe in Narrative),Passenger Car/Passenger Van,0,0,0,Careless Driving,,,U,South,Slowing,Pickup Truck/Utility Van,40,10,10,No Contributing Action,No Apparent Contributing Factor,57,M,,,,,,,,,,,,,,,,
2427105,6/28/2025,2025,2025,C,0,0,0,2,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,C-470 EB,Primary,,23.117,-104.92348,39.5631,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,2,0,0,colorado,State Highway,CSP,470A,C-470 EB,MM 23.117,,crashlens_u5p9stw5.csv,2,Front to Side,Sideswipe Same Direction,AT,Concrete Highway Barrier,,,FALSE,,N02,2,East,Out of Control,Passenger Car/Passenger Van,65,100,65,Reckless Driving,Aggressive Driving,37,M,East,Going Straight,SUV,65,65,65,No Contributing Action,No Apparent Contributing Factor,52,M,,,,,,,,,,,,,,,,
2433504,6/28/2025,2025,2243,O,0,0,0,0,2. Angle,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,2. Curve - Level,"1. Two-Way, Not Divided",4. Four Approaches,S MOTSENBOCKER RD,NonVDOT secondary,E STROH RD & S MOTSENBOCKER RD,,-104.77485,39.47849,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,3. City or Town Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,City Street,PPD,1038,S MOTSENBOCKER RD,E STROH RD,PARKER,crashlens_u5p9stw5.csv,2,Front to Rear,Broadside,AT,,,,FALSE,,N02,3,West,Making Right Turn,SUV,40,20,20,Failed to Yield ROW,Looked/Did Not See,57,M,North,Going Straight,Pickup Truck/Utility Van,40,35,35,No Contributing Action,No Apparent Contributing Factor,40,M,,,,,,,,,,,,,,,,
2434036,6/28/2025,2025,2248,O,0,0,0,0,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",1. Not at Intersection,DANIELS PARK RD,NonVDOT secondary,,,-104.9429,39.50368,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,24. Other Fixed Object,4. Roadside,8. Non-Intersection,1,0,0,0,colorado,County Road,DSO,4700,DANIELS PARK RD,GRIGS RD,,crashlens_u5p9stw5.csv,1,Large Rocks or Boulder,Large Rocks or Boulder,06072FS,,,,FALSE,Clear,S01,1,North,Swerve/Avoidance,Passenger Car/Passenger Van,35,10,5,Careless Driving,Driver Unfamiliar With Area,16,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
2432156,6/28/2025,2025,2251,O,0,0,0,0,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",1. Not at Intersection,DANIELS PARK RD,NonVDOT secondary,,,-104.92682,39.49203,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,38. Other Non-Collision,4. Roadside,8. Non-Intersection,1,0,0,0,colorado,County Road,DSO,4700,DANIELS PARK RD,GRIGS RD,,crashlens_u5p9stw5.csv,1,Large Rocks or Boulder,Other Non-Collision,AT,Large Rocks or Boulder,,,FALSE,Clear,S01,1,North,Traveled Wrong Way,Passenger Car/Passenger Van,25,5,5,Disregarded Other Device/Sign/Markings,Driver Inexperience,16,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
2428342,6/29/2025,2025,0530,O,0,0,0,0,10. Deer/Animal,5. Rain,2. Daylight,1. Dry,3. Grade - Straight,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,187.274,-104.87561,39.45447,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,21. Animal,1. On Roadway,8. Non-Intersection,1,0,0,0,colorado,Interstate Highway,CSP,025A,I-25 SB,MM 187.274,,crashlens_u5p9stw5.csv,1,Wild Animal,Wild Animal,AT,,,ELK,FALSE,,N03,2,South,Going Straight,SUV,65,65,0,No Contributing Action,No Apparent Contributing Factor,33,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
2426629,6/29/2025,2025,2058,O,0,0,0,0,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,178.983,-104.87587,39.33995,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,Interstate Highway,CSP,025A,I-25 SB,MM 178.983,,crashlens_u5p9stw5.csv,2,Side to Side-Same Direction,Sideswipe Same Direction,AT,,,,FALSE,,S03,2,South,Changing Lanes,Passenger Car/Passenger Van,75,75,75,Lane Violation,Looked/Did Not See,31,M,South,Going Straight,Passenger Car/Passenger Van,75,75,75,No Contributing Action,No Apparent Contributing Factor,21,F,,,,,,,,,,,,,,,,
2431567,6/29/2025,2025,2330,O,0,0,0,0,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,193.078,-104.86873,39.5381,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,2. Acceleration/Deceleration Lanes,2,0,0,0,colorado,Interstate Highway,LNTRPD,025A,I-25 SB OFF RAMP,LINCOLN AVE,LONE TREE,crashlens_u5p9stw5.csv,2,Side to Side-Same Direction,Sideswipe Same Direction,00500FN,,,,FALSE,,S00,2,South,Going Straight,SUV,65,25,25,Disregarded Other Device/Sign/Markings,No Apparent Contributing Factor,55,M,South,Stopped in Traffic,SUV,65,0,0,No Contributing Action,No Apparent Contributing Factor,24,M,,,,,,,,,,,,,,,,
2426842,6/30/2025,2025,0836,O,0,0,0,0,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,SSG CHRIS FALKEL DR,NonVDOT secondary,PLAZA DR & SSG CHRIS FALKEL DR,,-105.0015,39.55634,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,County Road,DSO,4700,SSG CHRIS FALKEL DR,PLAZA DR,,crashlens_u5p9stw5.csv,2,Front to Side,Broadside,AT,,,,FALSE,,N01,2,North,Going Straight,SUV,30,15,15,Failed to Yield ROW,Looked/Did Not See,18,F,East,Going Straight,Pickup Truck/Utility Van,40,40,40,No Contributing Action,No Apparent Contributing Factor,54,M,,,,,,,,,,,,,,,,
2431928,6/30/2025,2025,0939,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",4. Four Approaches,LINCOLN AVE,NonVDOT secondary,LINCOLN AVE & S HAVANA ST,,-104.86141,39.53628,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,,,,,3. City or Town Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,City Street,LNTRPD,0817,LINCOLN AVE,S HAVANA ST,LONE TREE,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,AT,,,,FALSE,,N03,2,West,Going Straight,Passenger Car/Passenger Van,45,10,0,Other Contributing Action (Describe in Narrative),Not Observed,20,M,West,Stopped in Traffic,Passenger Car/Passenger Van,45,0,0,No Contributing Action,No Apparent Contributing Factor,70,F,,,,,,,,,,,,,,,,
2427304,6/30/2025,2025,1149,C,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",1. Not at Intersection,BEAR DANCE DR,NonVDOT secondary,,,-104.89405,39.29427,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,3,2,0,0,colorado,County Road,DSO,4700,BEAR DANCE DR,TOMAH RD,,crashlens_u5p9stw5.csv,3,Front to Rear,Rear-End,01230FS,Front to Rear,,,TRUE,,N01,2,North,Going Straight,Pickup Truck/Utility Van,35,45,45,Careless Driving,Distracted - Other Interior,26,M,North,Stopped in Traffic,Passenger Car/Passenger Van,35,0,0,No Contributing Action,No Apparent Contributing Factor,55,M,,,,,,,,,,,,,,,,
2426643,6/30/2025,2025,1537,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,177.437,-104.88352,39.31905,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,3,0,0,0,colorado,Interstate Highway,CSP,025A,I-25 SB,MM 177.437,,crashlens_u5p9stw5.csv,3,Front to Rear,Rear-End,AT,Front to Rear,,,FALSE,,S02,3,South,Going Straight,Passenger Car/Passenger Van,75,20,65,Careless Driving,Looked/Did Not See,23,F,South,Stopped in Traffic,SUV,75,0,0,No Contributing Action,No Apparent Contributing Factor,60,M,,,,,,,,,,,,,,,,
2432256,6/30/2025,2025,1538,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",1. Not at Intersection,N WILCOX ST,NonVDOT secondary,,,-104.86,39.37403,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,,,3. City or Town Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,City Street,CRPD,0185,N WILCOX ST,FOURTH ST,CASTLE ROCK,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,00200FN,,,,FALSE,,,3,South,Slowing,SUV,25,15,0,Careless Driving,,35,F,South,Slowing,SUV,25,20,0,No Contributing Action,No Apparent Contributing Factor,65,F,,,,,,,,,,,,,,,,
2431581,6/30/2025,2025,1658,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,LINCOLN AVE,NonVDOT secondary,LINCOLN AVE & LIONESS ST,,-104.84588,39.53632,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,3. City or Town Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,City Street,LNTRPD,0817,LINCOLN AVE,LIONESS ST,LONE TREE,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,AT,,,,FALSE,,,2,East,Swerve/Avoidance,Passenger Car/Passenger Van,45,40,45,Followed Too Closely,No Apparent Contributing Factor,22,M,East,Stopped in Traffic,SUV,45,0,0,No Contributing Action,No Apparent Contributing Factor,75,F,,,,,,,,,,,,,,,,
2431573,6/30/2025,2025,1723,O,0,0,0,0,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,192.090,-104.86757,39.52308,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,1. State Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,Interstate Highway,LNTRPD,025A,RIDGEGATE PKWY,I-25 SB,LONE TREE,crashlens_u5p9stw5.csv,2,Side to Side-Same Direction,Sideswipe Same Direction,AT,,,,FALSE,,,2,South,Changing Lanes,SUV,65,65,65,Lane Violation,No Apparent Contributing Factor,79,F,South,Going Straight,Pickup Truck/Utility Van,65,65,65,No Contributing Action,No Apparent Contributing Factor,37,M,,,,,,,,,,,,,,,,
2432264,6/30/2025,2025,1723,O,0,0,0,0,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,192.227,-104.86763,39.52502,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,1. State Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,Interstate Highway,LNTRPD,025A,I-25 SB,RIDGEGATE PKWY,LONE TREE,crashlens_u5p9stw5.csv,2,Side to Side-Same Direction,Sideswipe Same Direction,N/O,,,,FALSE,,,2,South,Changing Lanes,SUV,65,65,65,Lane Violation,No Apparent Contributing Factor,79,F,South,Going Straight,Pickup Truck/Utility Van,65,65,65,No Contributing Action,No Apparent Contributing Factor,37,M,,,,,,,,,,,,,,,,
2426947,6/30/2025,2025,1911,C,0,0,0,1,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,HWY 85,Primary,C-470 WB ON RAMP & HWY 85,200.420,-105.03303,39.56488,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,1,0,0,colorado,State Highway,CSP,085B,HWY 85,C-470 WB ON RAMP,,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,AT,,,,FALSE,,N01,1,North,Swerve/Avoidance,Passenger Car/Passenger Van,45,30,0,Followed Too Closely,Looked/Did Not See,31,M,North,Stopped in Traffic,Pickup Truck/Utility Van,45,0,0,Impeded Traffic,Driver Unfamiliar With Area,34,M,,,,,,,,,,,,,,,,
2429270,6/30/2025,2025,1948,O,0,0,0,0,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,167.665,-104.85085,39.19103,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,15. Concrete Traffic Barrier,3. Median,8. Non-Intersection,1,0,0,0,colorado,Interstate Highway,CSP,025A,I-25 SB,MM 167.665,,crashlens_u5p9stw5.csv,1,Concrete Highway Barrier,Concrete Highway Barrier,AT,Guardrail Face,Concrete Highway Barrier,,FALSE,,S01,1,South,Weaving,Passenger Car/Passenger Van,75,60,60,Careless Driving,Illness,35,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
2431193,6/30/2025,2025,2103,O,0,0,0,0,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,I-25,Interstate,,192.205,-104.86762,39.52503,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,1. State Hwy Agency,30. Overturn (Rollover),4. Roadside,8. Non-Intersection,1,0,0,0,colorado,Interstate Highway,LNTRPD,025A,I-25 SB,RIDGEGATE PKWY,LONE TREE,crashlens_u5p9stw5.csv,1,Overturning/Rollover,Overturning/Rollover,AT,,,,FALSE,,S01,2,South,Swerve/Avoidance,SUV,65,65,65,Careless Driving,Other Factor (Describe in Narrative),39,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
2428034,6/30/2025,2025,2216,O,0,0,0,0,10. Deer/Animal,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",4. Four Approaches,PINE DR,NonVDOT secondary,CENTENNIAL DR & PINE DR,,-104.75576,39.53283,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,21. Animal,1. On Roadway,9. Within Intersection,1,0,0,0,colorado,County Road,DSO,4700,PINE DR,CENTENNIAL DR,,crashlens_u5p9stw5.csv,1,Wild Animal,Wild Animal,00100FS,,,DEER,FALSE,,N01,1,South,Going Straight,SUV,40,40,40,No Contributing Action,No Apparent Contributing Factor,18,F,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
2433489,7/1/2025,2025,0709,O,0,0,0,0,10. Deer/Animal,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",1. Not at Intersection,E HESS RD,NonVDOT secondary,,,-104.78641,39.49301,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,3. City or Town Hwy Agency,21. Animal,1. On Roadway,8. Non-Intersection,1,0,0,0,colorado,City Street,PPD,1038,E HESS RD,S TAMMY LN,PARKER,crashlens_u5p9stw5.csv,1,Wild Animal,Wild Animal,AT,,,DEER,FALSE,,W02,1,West,Going Straight,Passenger Car/Passenger Van,45,40,40,No Contributing Action,No Apparent Contributing Factor,28,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
2427684,7/1/2025,2025,0745,O,0,0,0,0,16. Other,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,4. Grade - Curve,"1. Two-Way, Not Divided",1. Not at Intersection,WINTER BERRY LN,NonVDOT secondary,,,-104.90366,39.4874,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,6. Parked Vehicle,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,County Road,DSO,4700,WINTER BERRY LN,WINTER RIDGE DR,,crashlens_u5p9stw5.csv,2,Parked Motor Vehicle,Parked Motor Vehicle,00285FNE,,,,FALSE,,E01,1,West,Backing,Passenger Car/Passenger Van,25,5,5,Careless Driving,Other Factor (Describe in Narrative),16,F,Southeast,Parked,SUV,25,0,0,,,,,,,,,,,,,,,,,,,,
2431547,7/1/2025,2025,0843,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,C-470,Primary,,24.344,-104.90109,39.56407,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,1. State Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,2. Acceleration/Deceleration Lanes,2,0,0,0,colorado,State Highway,LNTRPD,470A,C-470,QUEBEC ST,LONE TREE,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,01015FE,,,,FALSE,,W03,2,West,Going Straight,SUV,65,60,60,Followed Too Closely,No Apparent Contributing Factor,28,M,West,Stopped in Traffic,Pickup Truck/Utility Van,65,0,0,No Contributing Action,No Apparent Contributing Factor,67,M,,,,,,,,,,,,,,,,
2427333,7/1/2025,2025,0848,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,CHASE LN,NonVDOT secondary,CHASE LN & LAGAE RD,,-104.87897,39.45505,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,3. City or Town Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,City Street,DSO,0184,CHASE LN,LAGAE RD,CASTLE PINES,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,AT,,,,FALSE,,E02,2,East,Going Straight,SUV,30,3,2,Failed to Yield ROW,Looked/Did Not See,69,M,East,Stopped in Traffic,SUV,30,0,0,No Contributing Action,No Apparent Contributing Factor,28,F,,,,,,,,,,,,,,,,
