Document Nbr,Crash Date,Crash Year,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Roadway Alignment,Roadway Description,Intersection Type,RTE Name,SYSTEM,Node,RNS MP,x,y,Physical Juris Name,Pedestrian?,Bike?,Alcohol?,Speed?,Hitrun?,Motorcycle?,Night?,Distracted?,Drowsy?,Drug Related?,Young?,Senior?,Unrestrained?,School Zone,Work Zone Related,Traffic Control Type,Traffic Control Status,Functional Class,Area Type,Facility Type,Ownership,First Harmful Event,First Harmful Event Loc,Relation To Roadway,Vehicle Count,Persons Injured,Pedestrians Killed,Pedestrians Injured,_source_state,_co_system_code,_co_agency_id,_co_rd_number,_co_location1,_co_location2,_co_city,_source_file,_co_total_vehicles,_co_mhe,_co_crash_type,_co_link,_co_second_he,_co_third_he,_co_wild_animal,_co_secondary_crash,_co_weather2,_co_lane_position,_co_injury00_uninjured,_co_tu1_direction,_co_tu1_movement,_co_tu1_vehicle_type,_co_tu1_speed_limit,_co_tu1_estimated_speed,_co_tu1_stated_speed,_co_tu1_driver_action,_co_tu1_human_factor,_co_tu1_age,_co_tu1_sex,_co_tu2_direction,_co_tu2_movement,_co_tu2_vehicle_type,_co_tu2_speed_limit,_co_tu2_estimated_speed,_co_tu2_stated_speed,_co_tu2_driver_action,_co_tu2_human_factor,_co_tu2_age,_co_tu2_sex,_co_nm1_type,_co_nm1_age,_co_nm1_sex,_co_nm1_action,_co_nm1_movement,_co_nm1_location,_co_nm1_facility,_co_nm1_contributing_factor,_co_nm2_type,_co_nm2_age,_co_nm2_sex,_co_nm2_action,_co_nm2_movement,_co_nm2_location,_co_nm2_facility,_co_nm2_contributing_factor
2427036,7/5/2025,2025,1642,O,0,0,0,0,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",1. Not at Intersection,INVERNESS PKWY,NonVDOT secondary,,,-104.86487,39.55814,DOUGLAS,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,County Road,DSO,4700,INVERNESS PKWY,INVERNESS DR,,crashlens_u5p9stw5.csv,2,Side to Side-Same Direction,Sideswipe Same Direction,00420FS,,,,FALSE,,S01,2,South,Going Straight,Motorcycle,40,40,0,Lane Violation,Driver Inexperience,,U,South,Going Straight,SUV,40,40,40,No Contributing Action,No Apparent Contributing Factor,63,F,,,,,,,,,,,,,,,,
2427007,7/6/2025,2025,1325,O,0,0,0,0,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",4. Four Approaches,S QUEBEC ST,NonVDOT secondary,BUSINESS CENTER DR & S QUEBEC ST,,-104.90441,39.56059,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,County Road,DSO,4700,S QUEBEC ST,BUSINESS CENTER DR,,crashlens_u5p9stw5.csv,2,Front to Side,Broadside,AT,,,,FALSE,,E04,4,East,Making Right Turn,Passenger Car/Passenger Van,35,10,10,Failed to Yield ROW,Looked/Did Not See,89,F,South,Going Straight,Passenger Car/Passenger Van,45,30,35,No Contributing Action,No Apparent Contributing Factor,22,F,,,,,,,,,,,,,,,,
2427021,7/6/2025,2025,1548,O,0,0,0,0,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,S UNIVERSITY BLVD,NonVDOT secondary,CRESTHILL LN & S UNIVERSITY BLVD,,-104.93094,39.5426,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,County Road,DSO,4700,S UNIVERSITY BLVD,CRESTHILL LN,,crashlens_u5p9stw5.csv,2,Side to Side-Same Direction,Approach Turn,AT,,,,FALSE,,W04,4,West,Going Straight,SUV,45,40,30,Failed to Stop at Signal,Driver Emotionally Upset,18,M,East,Making Left Turn,Passenger Car/Passenger Van,45,20,10,No Contributing Action,No Apparent Contributing Factor,51,F,,,,,,,,,,,,,,,,
2427080,7/6/2025,2025,1910,O,0,0,0,0,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,BAYOU GULCH RD,NonVDOT secondary,BAYOU GULCH RD & SCOTT AVE,,-104.78411,39.44941,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,27. Curb,4. Roadside,9. Within Intersection,1,0,0,0,colorado,County Road,DSO,4700,BAYOU GULCH RD,SCOTT AVE,,crashlens_u5p9stw5.csv,1,Curb,Curb,AT,Embankment,,,FALSE,,N01,1,North,Swerve/Avoidance,SUV,40,45,45,Over-Correcting/ Over-Steering,Driver Inexperience,21,F,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
2427692,7/7/2025,2025,0900,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,E WILDCAT RESERVE PKWY,NonVDOT secondary,E WILDCAT RESERVE PKWY & S UNIVERSITY BLVD,,-104.93545,39.54239,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,10. Intersection Related - Within 150 Feet,2,0,0,0,colorado,County Road,DSO,4700,E WILDCAT RESERVE PKWY,S UNIVERSITY BLVD,,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,00090FS,,,,FALSE,,N04,3,North,Slowing,SUV,45,5,5,Followed Too Closely,No Apparent Contributing Factor,45,M,North,Stopped in Traffic,SUV,45,0,0,No Contributing Action,No Apparent Contributing Factor,43,F,,,,,,,,,,,,,,,,
2428037,7/7/2025,2025,0908,C,0,0,0,1,12. Ped,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",4. Four Approaches,VALLEYBROOK DR,NonVDOT secondary,MCARTHUR RANCH RD & VALLEYBROOK DR,,-104.93088,39.52197,DOUGLAS,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,19. Ped,1. On Roadway,9. Within Intersection,1,1,0,0,colorado,County Road,DSO,4700,VALLEYBROOK DR,MCARTHUR RANCH RD,,crashlens_u5p9stw5.csv,1,Pedestrian,Pedestrian,AT,Pedestrian,,,FALSE,,N02,2,North,Making Right Turn,Passenger Car/Passenger Van,30,5,5,Failed to Yield ROW,Looked/Did Not See,58,M,,,,0,0,0,,,,,,,,,,,Crosswalk,,Scooter,13,M,No Contributing Action,Going Straight,Intersection – Marked Crosswalk,Crosswalk,No Apparent Contributing Factor
2427690,7/7/2025,2025,1003,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,MCARTHUR RANCH RD,NonVDOT secondary,E WILDCAT RESERVE PKWY & MCARTHUR RANCH RD,,-104.94105,39.52748,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,County Road,DSO,4700,MCARTHUR RANCH RD,E WILDCAT RESERVE PKWY,,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,AT,,,,FALSE,,W03,2,West,Backing,Pickup Truck/Utility Van,40,3,3,Improper Backing,Looked/Did Not See,67,F,West,Stopped in Traffic,Passenger Car/Passenger Van,40,0,0,No Contributing Action,No Apparent Contributing Factor,17,M,,,,,,,,,,,,,,,,
2428175,7/7/2025,2025,1032,A,0,1,0,0,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,2. Curve - Level,"1. Two-Way, Not Divided",1. Not at Intersection,AVENTERRA PKWY,NonVDOT secondary,,,-104.80153,39.54593,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,2. Trees,4. Roadside,8. Non-Intersection,1,1,0,0,colorado,County Road,DSO,4700,AVENTERRA PKWY,MARKET ST,,crashlens_u5p9stw5.csv,1,Tree,Tree,00090FW,,,,FALSE,,E02,0,East,Negotiating a Curve,SUV,35,35,0,Other Contributing Action (Describe in Narrative),Medical,64,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
2428025,7/7/2025,2025,1430,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,SAN ANTONIO ST,NonVDOT secondary,SAN ANTONIO ST & WATERCRESS DR,,-105.03159,39.49162,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,County Road,DSO,4700,SAN ANTONIO ST,WATERCRESS DR,,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,AT,,,,FALSE,,N01,6,Northwest,Backing,Pickup Truck/Utility Van,25,5,5,Improper Backing,Not Observed,43,M,Northeast,Stopped in Traffic,SUV,25,0,0,No Contributing Action,No Apparent Contributing Factor,42,F,,,,,,,,,,,,,,,,
2427937,7/7/2025,2025,1446,C,0,0,0,1,13. Bicycle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",4. Four Approaches,WESTRIDGE KNOLLS AVE,NonVDOT secondary,KENDRICK CASTILLO WAY & WESTRIDGE KNOLLS AVE,,-105.0011,39.54275,DOUGLAS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,22. Bicycle,1. On Roadway,9. Within Intersection,1,1,0,0,colorado,County Road,DSO,4700,WESTRIDGE KNOLLS AVE,KENDRICK CASTILLO WAY,,crashlens_u5p9stw5.csv,1,Bicycle/Motorized Bicycle,Bicycle/Motorized Bicycle,AT,,,,FALSE,,N01,1,Northeast,Making Left Turn,Passenger Car/Passenger Van,30,15,5,Failed to Yield ROW,Not Observed,26,M,,,,0,0,0,,,,,,,,,,,Marked Bicycle Lane,,Bicyclist,53,M,No Contributing Action,Going Straight,Marked Bicycle Lane,Marked Bicycle Lane,No Apparent Contributing Factor
2427643,7/7/2025,2025,1733,C,0,0,0,1,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",4. Four Approaches,E CASTLE PINES PKWY,NonVDOT secondary,E CASTLE PINES PKWY & LAGAE RD,,-104.88278,39.46933,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,1,0,0,colorado,County Road,DSO,4700,E CASTLE PINES PKWY,LAGAE RD,,crashlens_u5p9stw5.csv,2,Side to Side-Same Direction,Sideswipe Same Direction,AT,,,,FALSE,,W02,1,West,Slowing,SUV,40,15,5,Lane Violation,Other Factor (Describe in Narrative),47,M,West,Stopped in Traffic,Pickup Truck/Utility Van,40,0,0,No Contributing Action,No Apparent Contributing Factor,66,M,,,,,,,,,,,,,,,,
2428098,7/8/2025,2025,1208,O,0,0,0,0,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,S UNIVERSITY BLVD,NonVDOT secondary,E HIGHLANDS RANCH PKWY & S UNIVERSITY BLVD,,-104.94467,39.54497,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,County Road,DSO,4700,S UNIVERSITY BLVD,E HIGHLANDS RANCH PKWY,,crashlens_u5p9stw5.csv,2,Front to Side,Broadside,AT,,,,FALSE,,E01,2,East,Going Straight,Passenger Car/Passenger Van,45,40,40,Failed to Stop at Signal,Looked/Did Not See,17,F,North,Making Left Turn,SUV,45,10,10,No Contributing Action,No Apparent Contributing Factor,21,M,,,,,,,,,,,,,,,,
2428121,7/8/2025,2025,1213,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",4. Four Approaches,KENDRICK CASTILLO WAY,NonVDOT secondary,DESERT WILLOW RD & KENDRICK CASTILLO WAY,,-105.00691,39.54855,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,County Road,DSO,4700,KENDRICK CASTILLO WAY,DESERT WILLOW RD,,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,AT,,,,FALSE,,S02,3,South,Slowing,SUV,45,30,30,Followed Too Closely,Driver Inexperience,21,F,South,Stopped in Traffic,Passenger Car/Passenger Van,45,0,0,No Contributing Action,No Apparent Contributing Factor,55,F,,,,,,,,,,,,,,,,
2428164,7/8/2025,2025,1508,O,0,0,0,0,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",1. Not at Intersection,S BROADWAY,NonVDOT secondary,,,-104.98913,39.55727,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,County Road,DSO,4700,S BROADWAY,PLAZA DR,,crashlens_u5p9stw5.csv,2,Front to Side,Sideswipe Same Direction,00528FS,,,,FALSE,,S01,2,South,Changing Lanes,SUV,45,44,45,Careless Driving,Looked/Did Not See,17,M,South,Going Straight,SUV,45,45,47,No Contributing Action,No Apparent Contributing Factor,16,F,,,,,,,,,,,,,,,,
2428138,7/8/2025,2025,1546,B,0,0,1,0,13. Bicycle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",4. Four Approaches,E WILDCAT RESERVE PKWY,NonVDOT secondary,CRESTHILL LN & E WILDCAT RESERVE PKWY,,-104.93658,39.53792,DOUGLAS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,22. Bicycle,1. On Roadway,9. Within Intersection,1,1,0,0,colorado,County Road,DSO,4700,E WILDCAT RESERVE PKWY,CRESTHILL LN,,crashlens_u5p9stw5.csv,1,Bicycle/Motorized Bicycle,Bicycle/Motorized Bicycle,AT,,,,FALSE,,W01,1,West,Making Right Turn,SUV,30,10,0,Failed to Yield ROW,Not Observed,,U,,,,0,0,0,,,,,,,,,,,Crosswalk,,Bicyclist,13,M,Cross/Enter at Intersection,Going Straight,Intersection – Marked Crosswalk,Crosswalk,Inexperience
2430271,7/9/2025,2025,0036,A,0,1,0,0,10. Deer/Animal,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",1. Not at Intersection,BAYOU GULCH RD,NonVDOT secondary,,,-104.75098,39.4326,DOUGLAS,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,21. Animal,1. On Roadway,8. Non-Intersection,1,1,0,0,colorado,County Road,DSO,4700,BAYOU GULCH RD,HWY 83,,crashlens_u5p9stw5.csv,1,Wild Animal,Wild Animal,02700FE,Overturning/Rollover,Ditch,DEER,FALSE,,N01,0,West,Going Straight,Motorcycle,45,40,40,No Contributing Action,No Apparent Contributing Factor,19,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
2428964,7/9/2025,2025,0541,O,0,0,0,0,10. Deer/Animal,1. No Adverse Condition (Clear/Cloudy),1. Dawn,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",1. Not at Intersection,MOORE RD,NonVDOT secondary,,,-105.02679,39.50228,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,21. Animal,1. On Roadway,8. Non-Intersection,1,0,0,0,colorado,County Road,DSO,4700,MOORE RD,TITAN RD,,crashlens_u5p9stw5.csv,1,Wild Animal,Wild Animal,01320FS,,,DEER,FALSE,,N01,1,North,Going Straight,Passenger Car/Passenger Van,45,45,45,No Contributing Action,No Apparent Contributing Factor,33,F,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
2428142,7/9/2025,2025,1256,O,0,0,0,0,13. Bicycle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",4. Four Approaches,E HIGHLANDS RANCH PKWY,NonVDOT secondary,CLAIRTON DR & E HIGHLANDS RANCH PKWY,,-104.95469,39.54046,DOUGLAS,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,22. Bicycle,1. On Roadway,9. Within Intersection,1,0,0,0,colorado,County Road,DSO,4700,E HIGHLANDS RANCH PKWY,CLAIRTON DR,,crashlens_u5p9stw5.csv,1,Bicycle/Motorized Bicycle,Bicycle/Motorized Bicycle,AT,,,,FALSE,,N02,2,,,,0,0,0,,,,,North,Making Right Turn,SUV,25,2,2,No Contributing Action,No Apparent Contributing Factor,18,F,Bicyclist,46,M,No Contributing Action,Going Straight,Intersection – Marked Crosswalk,,,,,,,,,,
2428938,7/10/2025,2025,0223,B,0,0,1,0,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",1. Not at Intersection,N RAMPART RANGE RD,NonVDOT secondary,,,-105.07324,39.49533,DOUGLAS,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,13. Embankment,4. Roadside,8. Non-Intersection,1,1,0,0,colorado,County Road,DSO,4700,N RAMPART RANGE RD,WATERTON RD,,crashlens_u5p9stw5.csv,1,Embankment,Embankment,03590FN,Overturning/Rollover,,,FALSE,,SRS,0,South,Going Straight,SUV,50,50,50,Over-Correcting/ Over-Steering,Asleep or Fatigued,17,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
2428956,7/10/2025,2025,1539,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",2. Two Approaches,E PARKER RD,NonVDOT secondary,,,-104.68146,39.52177,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,County Road,DSO,4700,E PARKER RD,E PINEWOOD DR,,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,00150FE,,,,FALSE,,E01,2,East,Going Straight,SUV,35,20,0,Followed Too Closely,Driver Inexperience,17,F,East,Stopped in Traffic,SUV,35,0,0,No Contributing Action,No Apparent Contributing Factor,33,F,,,,,,,,,,,,,,,,
2429147,7/10/2025,2025,2148,O,0,0,0,0,2. Angle,,4. Darkness - Road Lighted,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,CHERRYHURST AVE,NonVDOT secondary,CHERRYHURST AVE & E WILDCAT RESERVE PKWY,,-104.93872,39.53195,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,County Road,DSO,4700,CHERRYHURST AVE,E WILDCAT RESERVE PKWY,,crashlens_u5p9stw5.csv,2,Front to Side,Approach Turn,AT,,,,FALSE,,S02,2,South,Going Straight,Passenger Car/Passenger Van,45,65,65,Reckless Driving,Aggressive Driving,23,M,North,Making Left Turn,SUV,25,5,0,No Contributing Action,No Apparent Contributing Factor,18,F,,,,,,,,,,,,,,,,
2433782,7/11/2025,2025,2048,C,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),3. Dusk,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,W HIGHLANDS RANCH PKWY,NonVDOT secondary,HEPBURN ST & W HIGHLANDS RANCH PKWY,,-105.0028,39.54706,DOUGLAS,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,2,0,0,colorado,County Road,DSO,4700,W HIGHLANDS RANCH PKWY,HEPBURN ST,,crashlens_u5p9stw5.csv,2,Front to Side,Approach Turn,AT,,,,FALSE,,S01,0,South,Making Left Turn,Passenger Car/Passenger Van,15,15,0,Failed to Yield ROW,Driver Inexperience,18,M,North,Going Straight,SUV,15,20,0,Speeding,Not Observed,54,F,,,,,,,,,,,,,,,,
2429129,7/11/2025,2025,2333,O,0,0,0,0,10. Deer/Animal,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,4. Grade - Curve,"1. Two-Way, Not Divided",1. Not at Intersection,HESS RD,NonVDOT secondary,,,-104.82967,39.50021,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,,,,,,2. County Hwy Agency,21. Animal,1. On Roadway,8. Non-Intersection,1,0,0,0,colorado,County Road,DSO,4700,HESS RD,ANCESTRY DR,,crashlens_u5p9stw5.csv,1,Wild Animal,Wild Animal,00200FW,,,ELK,FALSE,,E01,1,East,Going Straight,Pickup Truck/Utility Van,45,45,45,No Contributing Action,Looked/Did Not See,67,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
2430684,7/12/2025,2025,0953,O,0,0,0,0,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",1. Not at Intersection,S UNIVERSITY BLVD,NonVDOT secondary,,,-104.95937,39.56041,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,County Road,DSO,4700,S UNIVERSITY BLVD,DAD CLARK DR,,crashlens_u5p9stw5.csv,2,Side to Side-Same Direction,Sideswipe Same Direction,00100FS,,,,FALSE,,N01,3,North,Changing Lanes,Pickup Truck/Utility Van,45,25,20,Lane Violation,No Apparent Contributing Factor,28,M,North,Going Straight,SUV,45,45,45,No Contributing Action,No Apparent Contributing Factor,22,M,,,,,,,,,,,,,,,,
2436376,7/12/2025,2025,1233,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",4. Four Approaches,S BROADWAY,NonVDOT secondary,S BROADWAY & W COUNTY LINE RD,,-104.98854,39.56612,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,10. Intersection Related - Within 150 Feet,2,0,0,0,colorado,County Road,DSO,4700,S BROADWAY,W COUNTY LINE RD,,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,00060FS,,,,FALSE,,N04,3,North,Going Straight,Passenger Car/Passenger Van,45,10,0,Followed Too Closely,Age/Driver Ability,79,M,North,Stopped in Traffic,SUV,45,0,0,No Contributing Action,No Apparent Contributing Factor,85,M,,,,,,,,,,,,,,,,
2439217,7/13/2025,2025,1037,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,S CHAMBERS RD,NonVDOT secondary,E LINCOLN AVE & S CHAMBERS RD,,-104.81191,39.53652,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,10. Intersection Related - Within 150 Feet,3,0,0,0,colorado,County Road,DSO,4700,S CHAMBERS RD,E LINCOLN AVE,,crashlens_u5p9stw5.csv,3,Front to Front,Rear-End,00100FN,Front to Rear,,,FALSE,,S04,3,South,Slowing,Pickup Truck/Utility Van,45,10,10,Careless Driving,Looked/Did Not See,19,M,South,Stopped in Traffic,SUV,45,0,0,No Contributing Action,No Apparent Contributing Factor,17,F,,,,,,,,,,,,,,,,
2437482,7/14/2025,2025,0724,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",1. Not at Intersection,FOOTHILLS CANYON BLVD,NonVDOT secondary,,,-105.02301,39.54719,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,3,0,0,0,colorado,County Road,DSO,4700,FOOTHILLS CANYON BLVD,TOWN CENTER DR,,crashlens_u5p9stw5.csv,3,Front to Rear,Rear-End,00814FS,Front to Rear,,,FALSE,,N01,4,North,Going Straight,SUV,30,40,30,Followed Too Closely,Distracted - Other Interior,35,F,North,Stopped in Traffic,SUV,30,0,0,No Contributing Action,No Apparent Contributing Factor,24,F,,,,,,,,,,,,,,,,
2429258,7/14/2025,2025,1327,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",1. Not at Intersection,E PARKER RD,NonVDOT secondary,,,-104.67205,39.52158,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,3,0,0,0,colorado,County Road,DSO,4700,E PARKER RD,N DELBERT RD,,crashlens_u5p9stw5.csv,3,Front to Rear,Rear-End,0.50MW,,,,FALSE,,E01,4,East,Going Straight,Pickup Truck/Utility Van,35,40,40,Careless Driving,Distracted - Other Interior,58,M,East,Stopped in Traffic,SUV,35,0,0,No Contributing Action,No Apparent Contributing Factor,21,F,,,,,,,,,,,,,,,,
2430676,7/15/2025,2025,1421,C,0,0,0,1,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",2. Two Approaches,DUMONT WAY,NonVDOT secondary,,,-105.03913,39.54065,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,1,0,0,colorado,County Road,DSO,4700,DUMONT WAY,MEAD WAY,,crashlens_u5p9stw5.csv,2,Front to Side,Broadside,00200FN,,,,FALSE,,E01,1,West,Making Right Turn,Pickup Truck/Utility Van,15,5,5,Careless Driving,Looked/Did Not See,51,M,North,Going Straight,Pickup Truck/Utility Van,30,30,20,No Contributing Action,No Apparent Contributing Factor,28,M,,,,,,,,,,,,,,,,
