Document Nbr,Crash Date,Crash Year,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Roadway Alignment,Roadway Description,Intersection Type,RTE Name,SYSTEM,Node,RNS MP,x,y,Physical Juris Name,Pedestrian?,Bike?,Alcohol?,Speed?,Hitrun?,Motorcycle?,Night?,Distracted?,Drowsy?,Drug Related?,Young?,Senior?,Unrestrained?,School Zone,Work Zone Related,Traffic Control Type,Traffic Control Status,Functional Class,Area Type,Facility Type,Ownership,First Harmful Event,First Harmful Event Loc,Relation To Roadway,Vehicle Count,Persons Injured,Pedestrians Killed,Pedestrians Injured,_source_state,_co_system_code,_co_agency_id,_co_rd_number,_co_location1,_co_location2,_co_city,_source_file,_co_total_vehicles,_co_mhe,_co_crash_type,_co_link,_co_second_he,_co_third_he,_co_wild_animal,_co_secondary_crash,_co_weather2,_co_lane_position,_co_injury00_uninjured,_co_tu1_direction,_co_tu1_movement,_co_tu1_vehicle_type,_co_tu1_speed_limit,_co_tu1_estimated_speed,_co_tu1_stated_speed,_co_tu1_driver_action,_co_tu1_human_factor,_co_tu1_age,_co_tu1_sex,_co_tu2_direction,_co_tu2_movement,_co_tu2_vehicle_type,_co_tu2_speed_limit,_co_tu2_estimated_speed,_co_tu2_stated_speed,_co_tu2_driver_action,_co_tu2_human_factor,_co_tu2_age,_co_tu2_sex,_co_nm1_type,_co_nm1_age,_co_nm1_sex,_co_nm1_action,_co_nm1_movement,_co_nm1_location,_co_nm1_facility,_co_nm1_contributing_factor,_co_nm2_type,_co_nm2_age,_co_nm2_sex,_co_nm2_action,_co_nm2_movement,_co_nm2_location,_co_nm2_facility,_co_nm2_contributing_factor
1333008,3/13/2025,2025,1353,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,4. Grade - Curve,"1. Two-Way, Not Divided",4. Four Approaches,PINE DR,NonVDOT secondary,INSPIRATION DR & PINE DR,,-104.755662,39.551207,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,10. Intersection Related - Within 150 Feet,2,0,0,0,colorado,County Road,DSO,4700,PINE DR,INSPIRATION DR,,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,00015FSW,,,,FALSE,,E01,2,Northeast,Going Straight,Passenger Car/Passenger Van,40,5,5,Followed Too Closely,Driver Inexperience,19,F,Northeast,Stopped in Traffic,Passenger Car/Passenger Van,40,0,0,No Contributing Action,No Apparent Contributing Factor,67,F,,,,,,,,,,,,,,,,
1333148,3/13/2025,2025,1439,C,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",2. Two Approaches,RIDGELINE BLVD,NonVDOT secondary,,,-104.996511,39.551982,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,2,0,0,colorado,County Road,DSO,4700,RIDGELINE BLVD,MONUMENT DR,,crashlens_u5p9stw5.csv,2,Front to Side,Approach Turn,00327FN,,,,FALSE,,N01,0,North,Making Left Turn,SUV,30,15,0,Failed to Yield ROW,Looked/Did Not See,56,F,South,Going Straight,SUV,30,25,38,No Contributing Action,Looked/Did Not See,29,F,,,,,,,,,,,,,,,,
1333706,3/13/2025,2025,1529,O,0,0,0,0,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,S QUEBEC ST,NonVDOT secondary,E COUNTY LINE RD & S QUEBEC ST,,-104.90441,39.56591,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,County Road,DSO,4700,S QUEBEC ST,E COUNTY LINE RD,,crashlens_u5p9stw5.csv,2,Front to Side,Approach Turn,AT,,,,FALSE,Clear,N02,2,North,Making Left Turn,SUV,40,30,20,Failed to Stop at Signal,Driver Emotionally Upset,17,F,South,Going Straight,Passenger Car/Passenger Van,40,15,15,No Contributing Action,No Apparent Contributing Factor,42,M,,,,,,,,,,,,,,,,
1333742,3/13/2025,2025,1855,O,0,0,0,0,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,3. Grade - Straight,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,S BROADWAY,Primary,,19.599,-104.988226,39.565025,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,1. State Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,State Highway,DSO,470A,S BROADWAY,W COUNTY LINE RD,,crashlens_u5p9stw5.csv,2,Side to Side-Same Direction,Sideswipe Same Direction,00350FS,,,,FALSE,,N02,3,North,Changing Lanes,Passenger Car/Passenger Van,45,20,20,Lane Violation,Looked/Did Not See,16,F,North,Going Straight,Pickup Truck/Utility Van,45,30,30,No Contributing Action,No Apparent Contributing Factor,45,F,,,,,,,,,,,,,,,,
1336616,3/14/2025,2025,2100,O,0,0,0,0,16. Other,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",1. Not at Intersection,RED FOX WY,NonVDOT secondary,,,-105.067692,39.469933,DOUGLAS,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,,,,,,2. County Hwy Agency,6. Parked Vehicle,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,County Road,DSO,4700,RED FOX WY,S CRYSTAL LAKE DR,,crashlens_u5p9stw5.csv,2,Parked Motor Vehicle,Parked Motor Vehicle,00312FSE,,,,FALSE,,W01,1,Northwest,Going Straight,Passenger Car/Passenger Van,25,20,0,Careless Driving,Other Factor (Describe in Narrative),18,M,Northwest,Parked,Passenger Car/Passenger Van,0,0,0,,,,,,,,,,,,,,,,,,,,
1333181,3/15/2025,2025,1046,C,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",1. Not at Intersection,N RAMPART RANGE RD,NonVDOT secondary,,,-105.073158,39.474493,DOUGLAS,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,2. County Hwy Agency,27. Curb,4. Roadside,8. Non-Intersection,1,1,0,0,colorado,County Road,DSO,4700,N RAMPART RANGE RD,RAMPART CT,,crashlens_u5p9stw5.csv,1,Overturning/Rollover,Ditch,00300FS,Ditch,Overturning/Rollover,,FALSE,,N01,0,North,Swerve/Avoidance,Passenger Car/Passenger Van,45,90,0,Speeding,Aggressive Driving,27,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
1332400,3/15/2025,2025,1254,O,0,0,0,0,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,E WILDCAT RESERVE PKWY,NonVDOT secondary,E WILDCAT RESERVE PKWY & S BROADWAY,,-104.98747,39.52766,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,County Road,DSO,4700,E WILDCAT RESERVE PKWY,S BROADWAY,,crashlens_u5p9stw5.csv,2,Front to Front,Approach Turn,AT,,,,FALSE,,W02,2,East,Stopped in Traffic,SUV,45,0,0,Failed to Yield ROW,Looked/Did Not See,44,F,West,Going Straight,Passenger Car/Passenger Van,45,45,45,No Contributing Action,No Apparent Contributing Factor,45,F,,,,,,,,,,,,,,,,
1333211,3/15/2025,2025,1740,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,UNIVERSITY BLVD,NonVDOT secondary,CRESTHILL LN & UNIVERSITY BLVD,,-104.930485,39.542654,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,10. Intersection Related - Within 150 Feet,2,0,0,0,colorado,County Road,DSO,4700,UNIVERSITY BLVD,CRESTHILL LN,,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,00100FE,,,,FALSE,,W01,2,West,Slowing,Passenger Car/Passenger Van,45,15,35,Followed Too Closely,Looked/Did Not See,23,M,West,Stopped in Traffic,Passenger Car/Passenger Van,45,0,0,No Contributing Action,No Apparent Contributing Factor,42,M,,,,,,,,,,,,,,,,
1333728,3/16/2025,2025,1046,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",1. Not at Intersection,HILLTOP RD,NonVDOT secondary,,,-104.678586,39.448596,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,3,0,0,0,colorado,County Road,DSO,4700,HILLTOP RD,FLINTWOOD RD,,crashlens_u5p9stw5.csv,3,Front to Rear,Rear-End,01100FE,Front to Rear,,,FALSE,,W01,3,West,Going Straight,Pickup Truck/Utility Van,45,45,40,Followed Too Closely,Looked/Did Not See,40,M,West,Stopped in Traffic,SUV,45,0,0,No Contributing Action,No Apparent Contributing Factor,32,F,,,,,,,,,,,,,,,,
1333325,3/16/2025,2025,1236,O,0,0,0,0,10. Deer/Animal,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,4. Grade - Curve,"1. Two-Way, Not Divided",1. Not at Intersection,CROWFOOT VALLEY RD,NonVDOT secondary,,,-104.810352,39.446749,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,21. Animal,1. On Roadway,8. Non-Intersection,1,0,0,0,colorado,County Road,DSO,4700,CROWFOOT VALLEY RD,PRADERA PKWY,,crashlens_u5p9stw5.csv,1,Wild Animal,Wild Animal,01300FSW,,,DEER,FALSE,,N01,1,Northeast,Going Straight,Passenger Car/Passenger Van,45,45,44,No Contributing Action,No Apparent Contributing Factor,28,F,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
1333205,3/16/2025,2025,1334,C,0,0,0,1,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",2. Two Approaches,MONARCH BLVD,NonVDOT secondary,,,-104.911625,39.49884,DOUGLAS,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,0,1,0,0,colorado,County Road,DSO,4700,MONARCH BLVD,SERENA AVE,,crashlens_u5p9stw5.csv,0,Front to Rear,Rear-End,0.52MN,,,,FALSE,,S01,1,South,Passing,Motorcycle,45,60,45,Speeding,Aggressive Driving,20,M,South,Slowing,Passenger Car/Passenger Van,45,10,10,No Contributing Action,No Apparent Contributing Factor,29,M,,,,,,,,,,,,,,,,
1333680,3/16/2025,2025,1454,K,1,0,0,0,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,4. Grade - Curve,"1. Two-Way, Not Divided",1. Not at Intersection,KENDRICK CASTILLO WAY,NonVDOT secondary,,,-105.00369,39.54439,DOUGLAS,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,27. Curb,4. Roadside,8. Non-Intersection,1,0,1,0,colorado,County Road,DSO,4700,KENDRICK CASTILLO WAY,CARLYLE PARK PL,,crashlens_u5p9stw5.csv,1,Curb,Curb,00211FS,Tree,Pedestrian,,FALSE,,WRS,3,South,Going Straight,SUV,40,40,0,Lane Violation,Asleep or Fatigued,19,M,,,,0,0,0,,,,,,,,,,,Sidewalk,,Pedestrian,32,M,No Contributing Action,Going Straight,Sidewalk,Sidewalk,No Apparent Contributing Factor
1376781,3/16/2025,2025,1810,O,0,0,0,0,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,MERIDIAN BLVD,NonVDOT secondary,BIERSTADT WAY & MERIDIAN BLVD,,-104.86577,39.54387,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,38. Other Non-Collision,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,County Road,DSO,4700,MERIDIAN BLVD,BIERSTADT WAY,,crashlens_u5p9stw5.csv,2,Curb,Approach Turn,AT,Curb,,,FALSE,,N01,3,North,Making Left Turn,Passenger Car/Passenger Van,40,20,20,Impeded Traffic,Looked/Did Not See,18,F,South,Swerve/Avoidance,Passenger Car/Passenger Van,40,40,37,No Contributing Action,No Apparent Contributing Factor,55,M,,,,,,,,,,,,,,,,
1333722,3/17/2025,2025,1624,O,0,0,0,0,9. Fixed Object - Off Road,8. Severe Crosswinds,2. Daylight,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",2. Two Approaches,BUSINESS CENTER DR,NonVDOT secondary,,,-104.910434,39.561025,DOUGLAS,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,27. Curb,4. Roadside,8. Non-Intersection,1,0,0,0,colorado,County Road,DSO,4700,BUSINESS CENTER DR,POPLAR WY,,crashlens_u5p9stw5.csv,1,Tree,Tree,00978FW,Tree,,,FALSE,,E01,1,South,Making Left Turn,Motorcycle,30,30,0,Other Contributing Action (Describe in Narrative),Age/Driver Ability,25,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
1337233,3/17/2025,2025,1700,O,0,0,0,0,16. Other,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,4. Grade - Curve,"1. Two-Way, Not Divided",1. Not at Intersection,RIVIERA CT,NonVDOT secondary,,,-104.709553,39.453527,DOUGLAS,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,6. Parked Vehicle,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,County Road,DSO,4700,RIVIERA CT,PONDEROSA WY,,crashlens_u5p9stw5.csv,2,Parked Motor Vehicle,Parked Motor Vehicle,0.10MS,,,,FALSE,,SRS,0,Unknown,Other (Describe in Narrative),Unknown,25,5,0,Improper Backing,Not Observed,,,South,Parked,Pickup Truck/Utility Van,25,0,0,,No Apparent Contributing Factor,,,,,,,,,,,,,,,,,,
1332403,3/18/2025,2025,0745,O,0,0,0,0,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,SINGING HILLS RD,NonVDOT secondary,FLINTWOOD RD & SINGING HILLS RD,,-104.68104,39.46372,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,County Road,DSO,4700,SINGING HILLS RD,FLINTWOOD RD,,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,AT,,,,FALSE,Wind,E01,2,East,Slowing,Passenger Car/Passenger Van,45,45,45,Other Contributing Action (Describe in Narrative),Sun Glare,33,M,East,Slowing,Pickup Truck/Utility Van,45,25,25,No Contributing Action,No Apparent Contributing Factor,35,M,,,,,,,,,,,,,,,,
1333723,3/18/2025,2025,1616,O,0,0,0,0,2. Angle,6. Sleet/Hail/Freezing,3. Dusk,2. Wet,3. Grade - Straight,"1. Two-Way, Not Divided",2. Two Approaches,STONEGATE PKWY,NonVDOT secondary,,,-104.804844,39.541446,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,County Road,DSO,4700,STONEGATE PKWY,HASELEY DR,,crashlens_u5p9stw5.csv,2,Front to Side,Broadside,00601FS,,,,FALSE,,E01,2,East,Making Left Turn,Passenger Car/Passenger Van,30,5,0,Failed to Yield ROW,Looked/Did Not See,18,F,South,Going Straight,SUV,30,30,0,No Contributing Action,No Apparent Contributing Factor,17,M,,,,,,,,,,,,,,,,
1332133,3/18/2025,2025,1708,O,0,0,0,0,1. Rear End,5. Rain,2. Daylight,2. Wet,1. Straight - Level,"1. Two-Way, Not Divided",2. Two Approaches,S UNIVERSITY BLVD,NonVDOT secondary,,,-104.915567,39.543195,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,8. Non-Intersection,2,0,0,0,colorado,County Road,DSO,4700,S UNIVERSITY BLVD,S QUEBEC ST,,crashlens_u5p9stw5.csv,2,Front to Rear,Rear-End,00680FNW,,,,FALSE,,S01,2,Southeast,Going Straight,Passenger Car/Passenger Van,45,45,45,Careless Driving,Driver Inexperience,17,M,Southeast,Stopped in Traffic,Passenger Car/Passenger Van,45,0,0,No Contributing Action,No Apparent Contributing Factor,55,M,,,,,,,,,,,,,,,,
1333793,3/18/2025,2025,2336,C,0,0,0,1,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,2. Curve - Level,"1. Two-Way, Not Divided",1. Not at Intersection,CHEETAH CHASE,NonVDOT secondary,,,-104.91792,39.52675,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,30. Overturn (Rollover),4. Roadside,8. Non-Intersection,1,1,0,0,colorado,County Road,DSO,4700,CHEETAH CHASE,WILDCAT RIDGE,,crashlens_u5p9stw5.csv,1,Overturning/Rollover,Overturning/Rollover,00200FN,Embankment,Culvert or Headwall,,FALSE,Clear,S01,0,South,Negotiating a Curve,SUV,25,25,0,Careless Driving,Not Observed,23,F,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
1333812,3/18/2025,2025,2340,O,0,0,0,0,9. Fixed Object - Off Road,4. Snow,5. Darkness - Road Not Lighted,5. Ice,3. Grade - Straight,"1. Two-Way, Not Divided",4. Four Approaches,SPRING VALLEY RD,NonVDOT secondary,BEST RD & SPRING VALLEY RD,,-104.769717,39.173271,DOUGLAS,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,8. Fence,4. Roadside,9. Within Intersection,0,0,0,0,colorado,County Road,DSO,4700,SPRING VALLEY RD,BEST RD,,crashlens_u5p9stw5.csv,0,Light Pole/Utility Pole,Fence,AT,Light Pole/Utility Pole,,,FALSE,,S01,1,South,Going Straight,Pickup Truck/Utility Van,35,15,15,Too Fast for Conditions,No Apparent Contributing Factor,25,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
1331753,3/19/2025,2025,0735,O,0,0,0,0,9. Fixed Object - Off Road,8. Severe Crosswinds,2. Daylight,5. Ice,4. Grade - Curve,"1. Two-Way, Not Divided",1. Not at Intersection,N RAMPART RANGE RD,NonVDOT secondary,,,-105.072341,39.453258,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,38. Other Non-Collision,3. Median,8. Non-Intersection,1,0,0,0,colorado,County Road,DSO,4700,N RAMPART RANGE RD,ROXBOROUGH PARK RD,,crashlens_u5p9stw5.csv,1,Large Rocks or Boulder,Large Rocks or Boulder,00050FS,Large Rocks or Boulder,,,FALSE,,N01,1,North,Out of Control,Passenger Car/Passenger Van,15,13,0,No Contributing Action,No Apparent Contributing Factor,25,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
1334627,3/19/2025,2025,0918,O,0,0,0,0,9. Fixed Object - Off Road,4. Snow,2. Daylight,5. Ice,3. Grade - Straight,"1. Two-Way, Not Divided",1. Not at Intersection,E PALMER DIVIDE AVE,NonVDOT secondary,,,-104.850756,39.129903,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,14. Ditch,4. Roadside,8. Non-Intersection,1,0,0,0,colorado,County Road,DSO,4700,E PALMER DIVIDE AVE,DOEWOOD DR,,crashlens_u5p9stw5.csv,1,Ditch,Ditch,02000FE,,,,TRUE,,WLS,1,West,Out of Control,Passenger Car/Passenger Van,45,45,0,Careless Driving,Other Factor (Describe in Narrative),38,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
1333731,3/19/2025,2025,0947,C,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",4. Four Approaches,PEORIA ST,NonVDOT secondary,LIBERTY BLVD & PEORIA ST,,-104.839491,39.55536,DOUGLAS,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,2,0,0,colorado,County Road,DSO,4700,PEORIA ST,LIBERTY BLVD,,crashlens_u5p9stw5.csv,2,Front to Side,Broadside,AT,,,,FALSE,,S01,0,South,Going Straight,SUV,45,40,40,Failed to Stop at Signal,Asleep or Fatigued,26,M,East,Making Left Turn,Passenger Car/Passenger Van,30,15,0,No Contributing Action,No Apparent Contributing Factor,45,M,,,,,,,,,,,,,,,,
1332164,3/19/2025,2025,1055,A,0,1,0,0,9. Fixed Object - Off Road,8. Severe Crosswinds,2. Daylight,5. Ice,4. Grade - Curve,"1. Two-Way, Not Divided",1. Not at Intersection,DANIELS PARK RD,NonVDOT secondary,,,-104.925721,39.484833,DOUGLAS,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,24. Other Fixed Object,4. Roadside,8. Non-Intersection,1,1,0,0,colorado,County Road,DSO,4700,DANIELS PARK RD,GRIGS RD,,crashlens_u5p9stw5.csv,1,Large Rocks or Boulder,Large Rocks or Boulder,0.70MS,Large Rocks or Boulder,Large Rocks or Boulder,,FALSE,,S01,1,South,Negotiating a Curve,SUV,25,35,30,Too Fast for Conditions,Other Factor (Describe in Narrative),51,F,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
1333795,3/19/2025,2025,1725,O,0,0,0,0,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,E PARKER RD,NonVDOT secondary,E PARKER RD & TOMAHAWK RD,,-104.69883,39.52196,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,County Road,DSO,4700,E PARKER RD,TOMAHAWK RD,,crashlens_u5p9stw5.csv,2,Front to Side,Broadside,AT,,,,FALSE,,E01,2,East,Going Straight,Passenger Car/Passenger Van,40,5,2,Failed to Yield ROW,Driver Inexperience,19,F,South,Going Straight,Pickup Truck/Utility Van,40,5,5,No Contributing Action,No Apparent Contributing Factor,67,M,,,,,,,,,,,,,,,,
1332046,3/19/2025,2025,1756,C,0,0,0,2,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",4. Four Approaches,S QUEBEC ST,NonVDOT secondary,PALOMINO PKWY & S QUEBEC ST,,-104.909516,39.556944,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,10. Intersection Related - Within 150 Feet,4,2,0,0,colorado,County Road,DSO,4700,S QUEBEC ST,PALOMINO PKWY,,crashlens_u5p9stw5.csv,4,Side to Side-Same Direction,Sideswipe Same Direction,00035FNE,Side to Side-Same Direction,Side to Side-Same Direction,,FALSE,,S02,5,Southwest,Going Straight,Pickup Truck/Utility Van,45,15,15,Other Contributing Action (Describe in Narrative),Looked/Did Not See,35,M,Southwest,Slowing,SUV,45,10,10,No Contributing Action,No Apparent Contributing Factor,27,F,,,,,,,,,,,,,,,,
1332188,3/21/2025,2025,1001,B,0,0,1,1,16. Other,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,4. Grade - Curve,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,C-470 EB OFF RAMP,Primary,,21.000,-104.961925,39.562539,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,1. State Hwy Agency,6. Parked Vehicle,4. Roadside,2. Acceleration/Deceleration Lanes,2,2,0,0,colorado,State Highway,DSO,470A,C-470 EB OFF RAMP,MM 21,,crashlens_u5p9stw5.csv,2,Parked Motor Vehicle,Parked Motor Vehicle,NEAR,,,,TRUE,,ERS,0,East,Slowing,SUV,65,55,50,Lane Violation,Looked/Did Not See,65,F,East,Parked,SUV,65,0,0,No Contributing Action,No Apparent Contributing Factor,25,F,,,,,,,,,,,,,,,,
1331751,3/21/2025,2025,1214,O,0,0,0,0,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,3. Grade - Straight,"1. Two-Way, Not Divided",4. Four Approaches,W HIGHLANDS RANCH PKWY,NonVDOT secondary,BLAKE DR & W HIGHLANDS RANCH PKWY,,-104.99859,39.54867,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,20. Motor Vehicle In Transport,1. On Roadway,9. Within Intersection,2,0,0,0,colorado,County Road,DSO,4700,W HIGHLANDS RANCH PKWY,BLAKE DR,,crashlens_u5p9stw5.csv,2,Front to Side,Broadside,AT,Side to Side-Same Direction,Curb,,FALSE,,E03,2,East,Going Straight,SUV,45,40,0,Failed to Stop at Signal,Not Observed,27,F,South,Going Straight,Passenger Car/Passenger Van,25,20,0,No Contributing Action,No Apparent Contributing Factor,25,F,,,,,,,,,,,,,,,,
1335500,3/21/2025,2025,2028,O,0,0,0,0,10. Deer/Animal,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,1. Straight - Level,"1. Two-Way, Not Divided",1. Not at Intersection,HILLTOP RD,NonVDOT secondary,,,-104.690256,39.463518,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,2. County Hwy Agency,21. Animal,1. On Roadway,8. Non-Intersection,1,0,0,0,colorado,County Road,DSO,4700,HILLTOP RD,SINGING HILLS RD,,crashlens_u5p9stw5.csv,1,Wild Animal,Wild Animal,00050FSE,,,DEER,FALSE,,E01,1,Southeast,Going Straight,Pickup Truck/Utility Van,45,50,50,No Contributing Action,No Apparent Contributing Factor,,M,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
