CUID,System Code,Rd_Number,Rd_Section,City_Street,Crash Date,Crash Time,Agency Id,City,County,Latitude,Longitude,Location 1,Link,Location 2,Location,Road Description,First HE,Second HE,Third HE,Fourth HE,MHE,Crash Type,Approach Overtaking Turn,Wild Animal,Number Killed,Number Injured,Injury 00,Injury 01,Injury 02,Injury 03,Injury 04,Total Vehicles,Secondary Crash,Construction Zone,School Zone,Road Contour Curves,Road Contour Grade,Road Condition,Lighting Conditions,Weather Condition,Weather Condition 2,Lane Position,TU-1 Direction,TU-2 Direction,TU-1 Movement,TU-2 Movement,TU-1 Type,TU-2 Type,TU-1 Special Function,TU-2 Special Function,TU-1 Autonomous Vehicle,TU-2 Autonomous Vehicle,TU-1 Hit And Run,TU-2 Hit And Run,TU-1 Speed Limit,TU-2 Speed Limit,TU-1 Estimated Speed,TU-2 Estimated Speed,TU-1 Speed,TU-2 Speed,TU-1 Driver Action,TU-2 Driver Action,TU-1 Human Contributing Factor,TU-2 Human Contributing Factor,TU-1 Age,TU-2 Age,TU-1 Sex ,TU-2 Sex,TU-1 Safety System Available ,TU-2 Safety System Available ,TU-1 Safety restraint Use,TU-2 Safety restraint Use,TU-1 Safety Helmet,TU-2  Safety Helmet,TU-1 Alcohol Suspected,TU-2 Alcohol Suspected,TU-1  Marijuana Suspected,TU-2 Marijuana Suspected,TU-1 Other Drugs Suspected ,TU-2 Other Drugs Suspected ,TU-1 NM Direction,TU-2 NM Direction,TU-1 NM Movement,TU-2 NM Movement,TU-1 NM Facility Available,TU-2 NM Facility Available,TU-1 NM Location ,TU-2 NM Location ,TU-1 NM Type,TU-2 NM Type,TU-1 NM Age ,TU-2 NM Age ,TU-1 NM Sex ,TU-2 NM Sex ,TU-1 NM Action ,TU-2 NM Action ,TU-1 NM Human Contributing Factor ,TU-2 NM Human Contributing Factor ,TU-1 NM Safety Helmet ,TU-2 NM Safety Helmet ,TU-1 NM Alcohol Suspected ,TU-2 NM Alcohol Suspected ,TU-1 NM Marijuana Suspected ,TU-2 NM Marijuana Suspected ,TU-1 NM Other Drugs Suspected ,TU-2 NM Other Drugs Suspected ,Record Status,Processing Status,Last Updated
188781,Interstate Highway,025A,187.67,,1/1/2022,12:36:00,CSP,,DOUGLAS,39.46012,-104.8748,I-25,AT,MM 187.67,On Roadway,Non-Intersection,Front to Rear,Front to Rear,,,Front to Rear,Rear-End,Not Applicable,,0,0,4,0,0,0,0,3,FALSE,FALSE,FALSE,Straight,Downhill,Snowy W/Visible Icy Road Treatment,Daylight,Snow,,S01,South,South,Going Straight,Going Straight,Pickup Truck/Utility Van,SUV,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,75,75,65,30,50,30,Too Fast for Conditions,No Contributing Action,Aggressive Driving,No Apparent Contributing Factor,44,55,M,M,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,May 17 2022  5:10PM
188721,Interstate Highway,025A,188.000,,1/1/2022,13:30:00,CSP,,DOUGLAS,39.48549,-104.87227,I-25,AT,MM 188,On Roadway,Non-Intersection,Front to Side,,,,Front to Side,Sideswipe Same Direction,Not Applicable,,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,Straight,Downhill,Snowy,Daylight,Clear,,N03,North,North,Out of Control,Going Straight,SUV,Passenger Car/Passenger Van,No Special Function,No Special Function,Unknown,Unknown,TRUE,FALSE,75,75,65,55,0,55,,No Contributing Action,,No Apparent Contributing Factor,,18,,M,,Shoulder and Lap Belt,,Properly Used,,N/A (Cars/Trucks),,No - Observed,,Marijuana Not Suspected,,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Dec 12 2023  1:17AM
195365,City Street,1038,TIMTA,NEEDL,1/1/2022,14:04:00,PPD,PARKER,DOUGLAS,39.51299,-104.73871,11016 S TIM TAM WAY,00150FS,S NEEDLES CT / S CANNONADE DR,On Roadway,Non-Intersection,Parked Motor Vehicle,Front to Rear,,,Parked Motor Vehicle,Parked Motor Vehicle,Not Applicable,,0,0,1,0,0,0,0,3,FALSE,FALSE,FALSE,Curve Left,Downhill,Snowy,Daylight,Clear,,N01,North,North,Out of Control,Parked,Pickup Truck/Utility Van,SUV,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,25,25,35,0,20,0,Careless Driving ,No Contributing Action,Driver Inexperience,No Apparent Contributing Factor,16,,M,,Shoulder and Lap Belt,,Properly Used,,N/A (Cars/Trucks),,No - Observed,,Marijuana Not Suspected,,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Jan 29 2022  7:02AM
195535,Interstate Highway,025A,194.30,G,1/1/2022,15:56:00,CSP,LONE TREE,DOUGLAS,39.56121,-104.87119,I-25 NB ON RAMP LOOP FROM,S/O,C-470 EB OFF RAMP,Ran off right side,Ramp,Concrete Highway Barrier,Concrete Highway Barrier,,,Concrete Highway Barrier,Concrete Highway Barrier,Not Applicable,,0,1,0,1,0,0,0,1,FALSE,FALSE,FALSE,Curve Left,Downhill,Icy,Daylight,Cloudy,,E01,East,,Out of Control,,Passenger Car/Passenger Van,,No Special Function,,No Automation,,FALSE,FALSE,45,0,50,0,30,0,Too Fast for Conditions,,Aggressive Driving,,29,,M,,Shoulder and Lap Belt,,Properly Used,,N/A (Cars/Trucks),,Yes - SFST,,Marijuana Not Suspected,,No - SFST,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Sep  1 2023  7:29AM
188593,Interstate Highway,025A,165.000,,1/1/2022,19:24:00,CSP,,DOUGLAS,39.14688,-104.85988,I-25,AT,MM 165,On Roadway,Non-Intersection,Front to Side,Front to Rear,,,Front to Rear,Sideswipe Same Direction,Not Applicable,,0,0,6,0,0,0,0,3,FALSE,FALSE,FALSE,Straight,Level,Snowy,Dark – Unlighted,Clear,,N04,North,North,Out of Control,Going Straight,SUV,SUV,No Special Function,No Special Function,Unknown,Unknown,FALSE,FALSE,45,45,45,45,40,45,Too Fast for Conditions,No Contributing Action,Other Factor (Describe in Narrative),No Apparent Contributing Factor,26,26,F,F,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Dec 12 2023  1:17AM
307079,State Highway,470A,18.738,D,1/1/2022,20:32:00,CSP,,DOUGLAS,39.5589,-105.00129,C-470,01500FE,LUCENT BLVD,Ran off right side,Ramp-related,Light Pole/Utility Pole,,,,Light Pole/Utility Pole,Light Pole/Utility Pole,Not Applicable,,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,Curve Right,Level,Icy,Dark – Lighted,Cloudy,,W04,West,,Weaving,,Passenger Car/Passenger Van,,No Special Function,,No Automation,,FALSE,FALSE,65,0,60,0,40,0,Too Fast for Conditions,,Not Observed,,62,,M,,Shoulder and Lap Belt,,Properly Used,,N/A (Cars/Trucks),,No - Observed,,Marijuana Not Suspected,,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,May  1 2023  2:31PM
189602,County Road,4700,TOMAH,BEARD,1/2/2022,01:30:00,DSO,,DOUGLAS,,,TOMAH RD,AT,BEAR DANCE DR,On Roadway,At Intersection,Side to Side-Same Direction,,,,Side to Side-Same Direction,Overtaking Turn,Overtaking Turn,,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,Straight,Level,Dry,Daylight,Clear,,E01,East,East,Making Right Turn,Slowing,Pickup Truck/Utility Van,SUV,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,50,50,0,25,0,30,Turned from Wrong Lane or Position,No Contributing Action,No Apparent Contributing Factor,No Apparent Contributing Factor,37,71,M,M,,,,,,,No - Other Method,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Other Method,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,May 31 2022  6:09PM
189616,County Road,4700,FULLE,BROOK,1/2/2022,02:00:00,DSO,,DOUGLAS,,,FULLERTON CIR,AT,5539 FULLERTON CIR,On Roadway,Non-Intersection,Parked Motor Vehicle,,,,Parked Motor Vehicle,Parked Motor Vehicle,Not Applicable,,0,0,0,0,0,0,0,2,FALSE,FALSE,FALSE,Curve Right,Level,Icy,Dark – Lighted,Clear,,S01,West,South,Negotiating a Curve,Parked,Passenger Car/Passenger Van,SUV,No Special Function,No Special Function,Unknown,No Automation,TRUE,FALSE,25,25,15,0,0,0,Lane Violation,,Not Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,May 27 2022  2:12PM
307323,State Highway,470B,0.445,K,1/2/2022,03:40:00,CSP,,DOUGLAS,39.5549,-104.86357,E-470,AT,WB EXIT TO NB AND SB I-25,Ran off right side,Ramp,Guardrail Face,,,,Guardrail Face,Guardrail Face,Not Applicable,,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,Straight,Level,Icy,Dark – Lighted,Clear,,S02,South,,Going Straight,,Pickup Truck/Utility Van,,No Special Function,,No Automation,,FALSE,FALSE,75,0,75,0,0,0,Too Fast for Conditions,,No Apparent Contributing Factor,,43,,M,,Shoulder and Lap Belt,,Properly Used,,N/A (Cars/Trucks),,Yes - Observed,,Marijuana Not Suspected,,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,May  1 2023  7:00PM
193998,State Highway,085B,185.11,,1/2/2022,10:07:00,CRPD,CASTLE ROCK,DOUGLAS,39.408905,-104.874791,MEADOWS PKWY,AT,HWY 85,On Roadway,At Intersection,Front to Rear,,,,Front to Rear,Rear-End,Not Applicable,,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,Curve Right,Level,Slushy,Daylight,Clear,,N00,West,West,Making Right Turn,Stopped in Traffic,SUV,Pickup Truck/Utility Van,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,45,45,15,0,15,0,Followed Too Closely,No Contributing Action,Other Factor (Describe in Narrative),No Apparent Contributing Factor,37,42,F,F,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,May 24 2022  4:11PM
193730,City Street,0185,PLUMC,EMERA,1/2/2022,10:30:00,CRPD,CASTLE ROCK,DOUGLAS,,,PLUM CREEK PKWY E,AT,EMERALD DR,Ran off right side,At Intersection,Embankment,,,,Embankment,Embankment,Not Applicable,,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,Curve Right,Downhill,Icy,Daylight,Clear,,N00,East,,Out of Control,,SUV,,No Special Function,,No Automation,,FALSE,FALSE,40,0,25,0,25,0,Over-Correcting/ Over-Steering,,No Apparent Contributing Factor,,64,,M,,Shoulder and Lap Belt,,Properly Used,,N/A (Cars/Trucks),,,,Marijuana Not Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Jun  1 2022 12:57PM
306623,County Road,4700,WESTG,CHERR,1/2/2022,10:30:00,DSO,,DOUGLAS,39.52261,-104.95539,WESTGATE AVE,AT,CHERRYBROOK CIR,Ran off right side,At Intersection,Fence,,,,Fence,Fence,Not Applicable,,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,Straight,Level,Snowy,Dark – Lighted,Clear,,W01,Northwest,,Making Left Turn,,Passenger Car/Passenger Van,,No Special Function,,No Automation,,TRUE,FALSE,25,0,20,0,20,0,Too Fast for Conditions,,No Apparent Contributing Factor,,19,,M,,,,,,,,No - Other Method,,Unknown,,No - Other Method,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Apr 27 2023  6:44PM
306950,State Highway,470A,22.400,,1/2/2022,10:59:00,CSP,,DOUGLAS,39.56028,-104.93657,C-470,AT,MM 22.4,Center median/ Island,Non-Intersection,Concrete Highway Barrier,,,,Concrete Highway Barrier,Concrete Highway Barrier,Not Applicable,,0,1,0,1,0,0,0,1,FALSE,FALSE,FALSE,Straight,Downhill,Slushy W/Visible Icy Road Treatment,Daylight,Clear,,W01,West,,Slowing,,SUV,,No Special Function,,No Automation,,TRUE,FALSE,65,0,65,0,0,0,Lane Violation,,Driver Inexperience,,41,,F,,Shoulder and Lap Belt,,Properly Used,,N/A (Cars/Trucks),,No - Observed,,Marijuana Not Suspected,,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,May 31 2023  9:36PM
192349,State Highway,083A,53.87,,1/2/2022,12:00:00,CSP,,DOUGLAS,39.43553,-104.76032,HWY 83,00030FN,BAYOU GULCH RD,On Roadway,Intersection Related,Front to Side,Front to Rear,,,Front to Rear,Rear-End,Not Applicable,,0,0,4,0,0,0,0,3,FALSE,FALSE,FALSE,Straight,Level,Slushy,Daylight,Clear,,S01,South,South,Out of Control,Stopped in Traffic,Passenger Car/Passenger Van,SUV,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,55,55,20,0,0,0,Too Fast for Conditions,No Contributing Action,No Apparent Contributing Factor,No Apparent Contributing Factor,55,66,F,F,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,,Marijuana Not Suspected,,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,May 23 2022  5:39PM
216422,City Street,0817,CHEST,WESTV,1/2/2022,18:41:00,LNTRPD,LONE TREE,DOUGLAS,,,CHESTER ST,AT,WESTVIEW ST ,On Roadway,At Intersection,Front to Side,,,,Front to Side,Broadside,Not Applicable,,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,Straight,Level,Wet,Dark – Lighted,Clear,,S02,West,South,Going Straight,Going Straight,Passenger Car/Passenger Van,Passenger Car/Passenger Van,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,35,35,10,10,10,10,No Contributing Action,No Contributing Action,No Apparent Contributing Factor,No Apparent Contributing Factor,72,26,M,F,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Apr  8 2022  8:05PM
196108,City Street,0817,PARKM,YOSEM,1/3/2022,15:20:00,LNTRPD,LONE TREE,DOUGLAS,,,PARK MEADOW DR,00200FE,YOSEMITE ST,On Roadway,Intersection Related,Side to Side-Same Direction,,,,Side to Side-Same Direction,Sideswipe Same Direction,Not Applicable,,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,Curve Right,Level,Dry,Daylight,Clear,,W02,West,West,Changing Lanes,,Passenger Car/Passenger Van,SUV,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,40,40,20,20,0,0,No Contributing Action,No Contributing Action,No Apparent Contributing Factor,No Apparent Contributing Factor,35,53,M,F,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb  1 2022  7:02AM
196022,City Street,1038,TWENT,LINCO,1/3/2022,16:12:00,PPD,PARKER,DOUGLAS,39.53679,-104.77461,S TWENTY MILE RD ,AT,E LINCOLN AVE ,On Roadway,At Intersection,Front to Side,,,,Front to Side,Broadside,Not Applicable,,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,,Level,Dry,Daylight,Clear,,W03,East,North,Going Straight,Going Straight,Passenger Car/Passenger Van,SUV,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,40,35,10,15,10,10,Failed to Stop at Signal,No Contributing Action,Sun Glare,No Apparent Contributing Factor,62,28,F,F,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Apr 13 2022  1:35PM
298500,State Highway,086A,4.000,,1/3/2022,17:25:00,CSP,,DOUGLAS,39.37692,-104.81257,HWY 86,AT,MM 4,On Roadway,Non-Intersection,Wild Animal,Other Non-Fixed Object (Describe in Narrative),,,Wild Animal,Wild Animal,Not Applicable,DEER,0,1,1,0,1,0,0,2,FALSE,FALSE,FALSE,Straight,Level,Dry,Dark – Unlighted,Clear,,E01,East,West,Going Straight,Going Straight,SUV,Pickup Truck/Utility Van,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,55,55,55,40,55,40,No Contributing Action,No Contributing Action,No Apparent Contributing Factor,No Apparent Contributing Factor,52,61,F,M,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 17 2023  4:23PM
