CUID,System Code,Rd_Number,Rd_Section,City_Street,Crash Date,Crash Time,Agency Id,City,County,Latitude,Longitude,Location 1,Link,Location 2,Location,Road Description,First HE,Second HE,Third HE,Fourth HE,MHE,Crash Type,Approach Overtaking Turn,Wild Animal,Number Killed,Number Injured,Injury 00,Injury 01,Injury 02,Injury 03,Injury 04,Total Vehicles,Secondary Crash,Construction Zone,School Zone,Road Contour Curves,Road Contour Grade,Road Condition,Lighting Conditions,Weather Condition,Weather Condition 2,Lane Position,TU-1 Direction,TU-2 Direction,TU-1 Movement,TU-2 Movement,TU-1 Type,TU-2 Type,TU-1 Special Function,TU-2 Special Function,TU-1 Autonomous Vehicle,TU-2 Autonomous Vehicle,TU-1 Hit And Run,TU-2 Hit And Run,TU-1 Speed Limit,TU-2 Speed Limit,TU-1 Estimated Speed,TU-2 Estimated Speed,TU-1 Speed,TU-2 Speed,TU-1 Driver Action,TU-2 Driver Action,TU-1 Human Contributing Factor,TU-2 Human Contributing Factor,TU-1 Age,TU-2 Age,TU-1 Sex ,TU-2 Sex,TU-1 Safety System Available ,TU-2 Safety System Available ,TU-1 Safety restraint Use,TU-2 Safety restraint Use,TU-1 Safety Helmet,TU-2  Safety Helmet,TU-1 Alcohol Suspected,TU-2 Alcohol Suspected,TU-1  Marijuana Suspected,TU-2 Marijuana Suspected,TU-1 Other Drugs Suspected ,TU-2 Other Drugs Suspected ,TU-1 NM Direction,TU-2 NM Direction,TU-1 NM Movement,TU-2 NM Movement,TU-1 NM Facility Available,TU-2 NM Facility Available,TU-1 NM Location ,TU-2 NM Location ,TU-1 NM Type,TU-2 NM Type,TU-1 NM Age ,TU-2 NM Age ,TU-1 NM Sex ,TU-2 NM Sex ,TU-1 NM Action ,TU-2 NM Action ,TU-1 NM Human Contributing Factor ,TU-2 NM Human Contributing Factor ,TU-1 NM Safety Helmet ,TU-2 NM Safety Helmet ,TU-1 NM Alcohol Suspected ,TU-2 NM Alcohol Suspected ,TU-1 NM Marijuana Suspected ,TU-2 NM Marijuana Suspected ,TU-1 NM Other Drugs Suspected ,TU-2 NM Other Drugs Suspected ,Record Status,Processing Status,Last Updated
41460,State Highway,470A,21.05,B,1/2/2021,13:15:00,CSP,,DOUGLAS,39.56227,-104.96088,C-470 EB OFF RAMP TO ,99999FW,UNIVERSITY BLVD S,On Roadway,At Intersection,Front to Rear,,,,Front to Rear,Rear-End,Not Applicable,,0,0,3,0,0,0,0,2,FALSE,FALSE,FALSE,,,Dry,Daylight,Clear,,,East,East,Slowing,Stopped in Traffic,Pickup Truck/Utility Van,SUV,,,,,FALSE,FALSE,45,45,2,0,0,0,Careless Driving ,No Contributing Action,Other Factor (Describe in Narrative),No Apparent Contributing Factor,49,67,M,M,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),,,Marijuana Not Suspected,Marijuana Not Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,May 24 2023  8:25PM
45305,City Street,1038,HILLT,PINED,1/2/2021,14:03:00,PPD,PARKER,DOUGLAS,39.50979,-104.75945,HILLTOP RD E,AT,20000 BLK E,Ran off left side,Non-Intersection,Curb,Overturning/Rollover,,,Overturning/Rollover,Overturning/Rollover,Not Applicable,,0,1,0,1,0,0,0,1,FALSE,FALSE,FALSE,,,Dry,Daylight,Clear,,,East,,Other (Describe in Narrative),,Motorcycle,,,,,,FALSE,FALSE,35,0,60,0,0,0,,,Driver Inexperience,,20,,M,,N/A (e.g. Motorcycle),,Properly Used,,Helmet Properly used,,,,Marijuana Not Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Apr  6 2021  3:38PM
55554,City Street,0185,WILCO,EIGHT,1/2/2021,14:25:00,CRPD,CASTLE ROCK,DOUGLAS,,,WILCOX ST N,AT,EIGHTH ST,Ran off right side,At Intersection,Curb,Sign,,,Sign,Sign,Not Applicable,,0,1,0,0,1,0,0,1,FALSE,FALSE,FALSE,Straight,Level,,Daylight,,,N00,South,,Weaving,,SUV,,No Special Function,,High Automation,,FALSE,FALSE,25,0,15,0,0,0,Other Contributing Action (Describe in Narrative),,Illness,,57,,M,,Shoulder and Lap Belt,,Properly Used,,N/A (Cars/Trucks),,No - Observed,,Marijuana Not Suspected,,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Apr 13 2021 12:14PM
55559,City Street,0185,NEWME,FACTO,1/2/2021,15:29:00,CRPD,CASTLE ROCK,DOUGLAS,,,NEW MEMPHIS CT ,AT,FACTORY SHOPS BLVD ,On Roadway,At Intersection,Side to Side-Same Direction,,,,Side to Side-Same Direction,Sideswipe Same Direction,Not Applicable,,0,0,3,0,0,0,0,2,FALSE,FALSE,FALSE,Straight,Level,Dry,Daylight,Clear,,N00,North,North,Making Left Turn,Making Left Turn,SUV,Passenger Car/Passenger Van,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,35,25,20,20,20,25,Improper Turn,No Contributing Action,Driver Inexperience,No Apparent Contributing Factor,20,56,F,M,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Apr 12 2021  2:45PM
42131,State Highway,083A,37.90,,1/2/2021,16:45:00,CSP,,DOUGLAS,39.225179,-104.700228,HWY 83,04752FN,MM 37,On Roadway,Intersection Related,Front to Rear,,,,Front to Rear,Rear-End,Not Applicable,,0,5,0,1,4,0,0,2,FALSE,FALSE,FALSE,,,Dry,Dawn or Dusk,Clear,,,South,South,Going Straight,Slowing,Passenger Car/Passenger Van,SUV,,,,,FALSE,FALSE,65,65,25,3,0,0,Careless Driving ,No Contributing Action,No Apparent Contributing Factor,Other Factor (Describe in Narrative),32,56,F,M,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),,,Marijuana Not Suspected,Marijuana Not Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Mar 30 2021 10:01PM
45192,Interstate Highway,025A,187.00,,1/3/2021,10:20:00,CSP,,DOUGLAS,39.45054,-104.87549,I-25,AT,MM 187,Ran off left side,Non-Intersection,Concrete Highway Barrier,Overturning/Rollover,,,Concrete Highway Barrier,Concrete Highway Barrier,Not Applicable,,0,2,0,0,0,2,0,1,FALSE,FALSE,FALSE,,,Dry,Daylight,Clear,,,North,,Out of Control,,Passenger Car/Passenger Van,,,,,,FALSE,FALSE,75,0,75,0,0,0,Careless Driving ,,Distracted/Other,,26,,M,,Shoulder and Lap Belt,,Not Used,,N/A (Cars/Trucks),,,,Marijuana Not Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Jan  9 2023  4:14PM
55445,City Street,0185,CASTL,CASTL,1/3/2021,10:51:00,CRPD,CASTLE ROCK,DOUGLAS,,,CASTLE ROCK PKWY,AT,CASTLEGATE DR W,On Roadway,At Intersection,Side to Side-Same Direction,,,,Side to Side-Same Direction,Sideswipe Same Direction,Not Applicable,,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,Straight,Uphill,Dry,Daylight,Clear,,N00,East,East,Going Straight,Going Straight,SUV,Pickup Truck/Utility Van,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,35,35,25,35,30,35,Careless Driving ,No Contributing Action,Distracted - Other Exterior,No Apparent Contributing Factor,18,47,F,M,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Aug 12 2021  4:18PM
48455,State Highway,083A,60.70,,1/3/2021,10:59:00,PPD,PARKER,DOUGLAS,39.5341,-104.76727,PARKER RD S,AT,PARKGLENN WY S,On Roadway,At Intersection,Front to Side,,,,Front to Side,Broadside,Not Applicable,,0,0,4,0,0,0,0,2,FALSE,FALSE,FALSE,,,Dry,Daylight,Clear,,,West,South,Making Left Turn,Making Left Turn,Passenger Car/Passenger Van,Passenger Car/Passenger Van,,,,,FALSE,FALSE,45,45,20,20,0,0,Failed to Yield ROW,No Contributing Action,Driver Unfamiliar With Area,No Apparent Contributing Factor,51,69,F,M,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),,,Marijuana Not Suspected,Marijuana Not Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Mar 31 2021 12:57PM
42195,Interstate Highway,025A,170.80,,1/3/2021,12:28:00,CSP,,DOUGLAS,39.228855,-104.877849,I-25,04224FN,MM 170,On Roadway,Non-Intersection,Front to Rear,Front to Rear,,,Front to Rear,Rear-End,Not Applicable,,0,3,5,3,0,0,0,3,FALSE,TRUE,FALSE,,,Dry,Daylight,Clear,,,South,South,Going Straight,Stopped in Traffic,Pickup Truck/Utility Van,SUV,,,,,FALSE,FALSE,55,55,60,0,0,0,Followed Too Closely,No Contributing Action,No Apparent Contributing Factor,No Apparent Contributing Factor,39,28,M,F,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),,,Marijuana Not Suspected,Marijuana Not Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Mar 30 2021  2:45PM
42240,Interstate Highway,025A,194,,1/3/2021,12:50:00,CSP,,DOUGLAS,39.550909,-104.869626,I-25,AT,MM 194,On Roadway,Non-Intersection,Side to Side-Same Direction,,,,Side to Side-Same Direction,Sideswipe Same Direction,Not Applicable,,0,0,4,0,0,0,0,2,FALSE,FALSE,FALSE,,,Dry,Daylight,Clear,,,North,North,Changing Lanes,Going Straight,Passenger Car/Passenger Van,Pickup Truck/Utility Van,,,,,FALSE,FALSE,65,65,60,60,0,0,Lane Violation,No Contributing Action,No Apparent Contributing Factor,No Apparent Contributing Factor,32,27,F,M,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),,,Marijuana Not Suspected,Marijuana Not Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Mar 30 2021  8:02PM
44047,State Highway,085B,194.27,,1/3/2021,18:40:00,CSP,,DOUGLAS,39.4874167,-104.9960444,HWY 85,00080FN,ASPEN LEAF DR,Ran off left side,At Intersection,Sign,Delineator/Milepost,Overturning/Rollover,,Sign,Sign,Not Applicable,,1,0,0,0,0,0,1,1,FALSE,TRUE,FALSE,,,Dry,Dark – Unlighted,Clear,,,North,,Weaving,,Motorcycle,,,,,,FALSE,FALSE,45,0,65,0,0,0,,,"DUI, DWAI, DUID",,51,,M,,N/A (e.g. Motorcycle),,Properly Used,,Unknown (Describe in Narrative),,Yes - Preliminary Breath Test,,Marijuana Not Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Feb 22 2023  6:34PM
43961,State Highway,083A,50.55,,1/3/2021,18:45:00,CSP,,DOUGLAS,39.3873,-104.7521,HWY 83,01056FS,HWY 86,On Roadway,Non-Intersection,Side to Side-Opposite Direction,Delineator/Milepost,,,Large Rocks or Boulder,Sideswipe Opposite Direction,Not Applicable,,0,2,3,1,0,1,0,2,FALSE,FALSE,FALSE,,,Dry,Dark – Unlighted,Clear,,,South,North,Other (Describe in Narrative),Going Straight,Passenger Car/Passenger Van,Passenger Car/Passenger Van,,,,,FALSE,FALSE,35,35,35,46,0,0,Careless Driving ,No Contributing Action,"DUI, DWAI, DUID",No Apparent Contributing Factor,67,17,M,M,Shoulder and Lap Belt,Shoulder and Lap Belt,Unknown,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),Yes - Preliminary Breath Test,,Marijuana Not Suspected,Marijuana Not Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Jan  9 2023  4:10PM
45577,State Highway,083A,57.00,,1/3/2021,22:39:00,PPD,PARKER,DOUGLAS,39.48047,-104.757883,PARKER RD S,AT,12947 S PARKER RD,On Roadway,Non-Intersection,Wild Animal,,,,Wild Animal,Wild Animal,Not Applicable,DEER,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,,,Dry,Dark – Lighted,Clear,,,South,,Going Straight,,Passenger Car/Passenger Van,,,,,,FALSE,FALSE,55,0,45,0,0,0,No Contributing Action,,No Apparent Contributing Factor,,40,,M,,Shoulder and Lap Belt,,Properly Used,,N/A (Cars/Trucks),,,,Marijuana Not Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Mar 30 2021 10:27PM
42217,Interstate Highway,025A,168.30,,1/4/2021,08:41:00,CSP,,DOUGLAS,39.199755,-104.855518,I-25,01584FN,MM 168,On Roadway,Non-Intersection,Front to Rear,,,,Front to Rear,Rear-End,Not Applicable,,0,0,3,0,0,0,0,2,FALSE,TRUE,FALSE,,,Dry,Daylight,Clear,,,North,North,Changing Lanes,Changing Lanes,"Medium/Heavy Trucks, GVWR/GCWR 10,001 or Over","Medium/Heavy Trucks, GVWR/GCWR 10,001 or Over",,,,,FALSE,FALSE,55,55,55,45,0,0,No Contributing Action,No Contributing Action,No Apparent Contributing Factor,No Apparent Contributing Factor,23,48,M,M,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),,,Marijuana Not Suspected,Marijuana Not Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Mar 30 2021  2:13PM
55561,Interstate Highway,025A,180.88,O,1/4/2021,09:23:00,CRPD,CASTLE ROCK,DOUGLAS,39.3663925,-104.8651523,PLUM CREEK PKWY E,AT,I-25 NB ON RAMP,On Roadway,At Intersection,Side to Side-Same Direction,,,,Side to Side-Same Direction,Sideswipe Same Direction,Not Applicable,,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,Curve Right,Uphill,Dry,Daylight,Clear,,N00,West,West,Making Right Turn,Making Right Turn,SUV,SUV,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,35,35,15,15,20,20,Lane Violation,No Contributing Action,Driver Inexperience,No Apparent Contributing Factor,19,50,M,M,Shoulder and Lap Belt,Shoulder and Lap Belt,Unknown,Unknown,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,May 25 2023  4:32PM
55558,City Street,0185,EMILY,CELES,1/4/2021,10:07:00,CRPD,CASTLE ROCK,DOUGLAS,,,EMILY ST ,00200FN,CELESTIAL AVE ,On Roadway,Non-Intersection,Front to Rear,,,,Front to Rear,Rear-End,Not Applicable,,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,Straight,Level,Dry,,Clear,,N00,South,North,Backing,Stopped in Traffic,Pickup Truck/Utility Van,SUV,No Special Function,No Special Function,No Automation,No Automation,FALSE,FALSE,25,25,5,0,1,0,Careless Driving ,No Contributing Action,Driver Unfamiliar With Area,No Apparent Contributing Factor,56,33,F,M,Shoulder and Lap Belt,Shoulder and Lap Belt,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),No - Observed,No - Observed,Marijuana Not Suspected,Marijuana Not Suspected,No - Observed,No - Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Mar  8 2021  2:40PM
48475,State Highway,083A,57.86,,1/4/2021,10:37:00,PPD,PARKER,DOUGLAS,39.49302,-104.76023,PARKER RD S,AT,HESS RD E,On Roadway,At Intersection,Front to Side,,,,Front to Side,Approach Turn,Approach Turn,,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,,,Dry,Daylight,Clear,,,South,North,Making Left Turn,Going Straight,Pickup Truck/Utility Van,Passenger Car/Passenger Van,,,,,FALSE,FALSE,45,45,15,10,0,0,Disregarded Other Device/Sign/Markings,No Contributing Action,Distracted/Other,No Apparent Contributing Factor,37,26,M,F,None,Shoulder and Lap Belt,Not Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),,,Marijuana Not Suspected,Marijuana Not Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Mar 30 2021 10:29PM
41276,County Road,4700,TITAN,TITAN,1/4/2021,11:09:00,DSO,,DOUGLAS,39.50743,-105.02152,TITAN PKWY,AT,TITAN PARK CIR,On Roadway,At Intersection,Front to Side,,,,Front to Side,Broadside,Not Applicable,,0,1,2,1,0,0,0,2,FALSE,FALSE,FALSE,,,Dry,Daylight,Clear,,,North,East,Going Straight,Going Straight,Pickup Truck/Utility Van,SUV,,,,,FALSE,FALSE,25,40,10,30,0,0,Failed to Yield ROW,No Contributing Action,Distracted/Other,No Apparent Contributing Factor,60,31,F,F,Shoulder and Lap Belt,,Properly Used,Properly Used,N/A (Cars/Trucks),N/A (Cars/Trucks),,,Marijuana Not Suspected,Marijuana Not Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coded,Completed,Apr  5 2021  1:49PM
