CRASH DATETIME,DAY OF WEEK CODE,DAY OF WEEK DESCRIPTION,CRASH CLASSIFICATION CODE,CRASH CLASSIFICATION DESCRIPTION,COLLISION ON PRIVATE PROPERTY,PEDESTRIAN INVOLVED,MANNER OF IMPACT CODE,MANNER OF IMPACT DESCRIPTION,ALCOHOL INVOLVED,DRUG INVOLVED,ROAD SURFACE CODE,ROAD SURFACE DESCRIPTION,LIGHTING CONDITION CODE,LIGHTING CONDITION DESCRIPTION,WEATHER 1 CODE,WEATHER 1 DESCRIPTION,WEATHER 2 CODE,WEATHER 2 DESCRIPTION,SEATBELT USED,MOTORCYCLE INVOLVED,MOTORCYCLE HELMET USED,BICYCLED INVOLVED,BICYCLE HELMET USED,LATITUDE,LONGITUDE,PRIMARY CONTRIBUTING CIRCUMSTANCE CODE,PRIMARY CONTRIBUTING CIRCUMSTANCE DESCRIPTION,SCHOOL BUS INVOLVED CODE,SCHOOL BUS INVOLVED DESCRIPTION,WORK ZONE,WORK ZONE LOCATION CODE,WORK ZONE LOCATION DESCRIPTION,WORK ZONE TYPE CODE,WORK ZONE TYPE DESCRIPTION,WORKERS PRESENT,the_geom,COUNTY CODE,COUNTY NAME,YEAR
2009 Nov 05 09:02:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,NA,NA,Y,N,N,N,N,39.8001528,-75.5478221,NA,NA,2,"Yes, Indirectly Involved",N,NA,NA,NA,NA,N,POINT (-75.547822099885 39.800152800059),N,New Castle,"2,009"
2009 Jul 23 03:11:00 PM,5,Thursday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.9171176,-75.4276861,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.427686100298 38.917117600124),K,Kent,"2,009"
2010 Aug 28 01:00:00 PM,7,Saturday,2,Property Damage Only,N,N,88,Other,Y,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.49819,-75.71331,10,Driving under the influence,0,No,N,NA,NA,NA,NA,N,POINT (-75.71331000024 39.498189999694),N,New Castle,"2,010"
2015 Jun 06 09:30:00 PM,7,Saturday,2,Property Damage Only,N,N,5,"Sideswipe, opposite direction",N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.6254,-75.64733,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.647330000263 39.62540000023),N,New Castle,"2,015"
2015 Oct 22 05:07:00 PM,5,Thursday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.63768,-75.74058,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.740580000115 39.637679999903),N,New Castle,"2,015"
2011 Mar 11 09:36:00 AM,6,Friday,1,Non-Reportable,N,N,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,N,N,N,38.75799,-75.62118,17,Animal in Roadway - Deer,0,No,N,NA,NA,NA,NA,N,POINT (-75.621180000121 38.757990000123),S,Sussex,"2,011"
2015 Nov 28 08:26:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.72187,-75.12139,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.121390000153 38.721870000152),S,Sussex,"2,015"
2009 Mar 14 04:19:00 PM,7,Saturday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.7154444,-75.5757989,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.575798899615 39.715444400003),N,New Castle,"2,009"
2015 Jan 25 09:03:00 PM,1,Sunday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,Y,N,N,N,38.73268,-75.13535,9,Made improper turn,0,No,N,NA,NA,NA,NA,N,POINT (-75.13535000023 38.732680000222),S,Sussex,"2,015"
2010 Jun 19 10:15:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.56564,-75.55994,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.559940000267 38.565639999701),S,Sussex,"2,010"
2015 Mar 04 09:58:00 PM,4,Wednesday,3,Personal Injury Crash,N,N,2,Front to front,N,N,2,Wet,1,Daylight,3,"Fog, Smog, Smoke",NA,NA,Y,N,N,N,N,38.73904,-75.32616,2,Failed to yield right of way,0,No,N,NA,NA,NA,NA,N,POINT (-75.326159999886 38.739040000211),S,Sussex,"2,015"
2015 Dec 11 10:45:00 PM,6,Friday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.08199,-75.56031,17,Animal in Roadway - Deer,0,No,N,NA,NA,NA,NA,N,POINT (-75.560310000163 39.081989999853),K,Kent,"2,015"
2015 Dec 08 11:30:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.64711,-75.59666,14,Improper backing,0,No,N,NA,NA,NA,NA,N,POINT (-75.596660000249 39.647110000066),N,New Castle,"2,015"
2015 Aug 19 07:10:00 PM,4,Wednesday,1,Non-Reportable,Y,N,5,"Sideswipe, opposite direction",N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.81746,-75.56907,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.569069999809 39.817460000322),N,New Castle,"2,015"
2015 Sep 15 09:17:00 PM,3,Tuesday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.93273,-75.42985,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.429849999883 38.932729999806),K,Kent,"2,015"
2015 Nov 20 02:45:00 PM,6,Friday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.65656,-75.60207,16,Mechanical defects,0,No,N,NA,NA,NA,NA,N,POINT (-75.602069999843 38.656560000286),S,Sussex,"2,015"
2012 Sep 02 01:31:00 AM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.07074,-75.54827,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.548269999885 39.070740000135),K,Kent,"2,012"
2014 Mar 27 07:00:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,1,Clear,Y,N,N,N,N,39.66418,-75.57877,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.578770000162 39.664180000295),N,New Castle,"2,014"
2011 Nov 11 04:09:00 AM,5,Thursday,3,Personal Injury Crash,N,N,88,Other,N,N,2,Wet,5,Dark-Not Lighted,4,Rain,NA,NA,Y,N,N,N,N,39.82148,-75.59393,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.593930000338 39.821480000185),N,New Castle,"2,011"
2015 Jan 18 02:22:00 PM,1,Sunday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,4,Ice/Frost,1,Daylight,5,"Sleet, Hail (freezing rain or drizzle)",NA,NA,Y,N,N,N,N,39.72977,-75.5279,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.527900000132 39.729769999881),N,New Castle,"2,015"
2015 Sep 10 08:22:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,NA,NA,Y,N,N,N,N,39.6488,-75.73273,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.732730000139 39.648799999981),N,New Castle,"2,015"
2012 Feb 11 07:18:00 PM,7,Saturday,2,Property Damage Only,N,N,3,Angle,N,N,2,Wet,1,Daylight,5,"Sleet, Hail (freezing rain or drizzle)",NA,NA,Y,N,N,N,N,39.14321,-75.51829,4,Disregard Traffic Signal,0,No,N,NA,NA,NA,NA,N,POINT (-75.518290000191 39.143210000179),K,Kent,"2,012"
2009 Dec 01 07:52:00 PM,3,Tuesday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.747768,-75.5343213,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.534321299717 39.747768000154),N,New Castle,"2,009"
2010 Jul 17 03:02:00 AM,6,Friday,1,Non-Reportable,N,N,4,"Sideswipe, same direction",N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.6553,-75.61592,7,Improper lane change,0,No,N,NA,NA,NA,NA,N,POINT (-75.615920000315 39.655299999901),N,New Castle,"2,010"
2010 Mar 26 12:14:00 AM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.59928,-75.74306,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.743059999781 39.599279999901),N,New Castle,"2,010"
2013 Feb 16 08:30:00 AM,7,Saturday,1,Non-Reportable,N,N,3,Angle,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.73745,-75.69032,17,Animal in Roadway - Deer,0,No,N,NA,NA,NA,NA,N,POINT (-75.69032000018 39.737449999963),N,New Castle,"2,013"
2012 Oct 26 10:40:00 PM,6,Friday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,4,Dark-Lighted,2,Cloudy,2,Cloudy,Y,N,N,N,N,39.75731,-75.53804,88,Other,0,No,N,NA,NA,NA,NA,N,POINT (-75.538039999803 39.757309999952),N,New Castle,"2,012"
2016 Jan 19 09:00:00 PM,3,Tuesday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.6929,-75.71497,11,"Driver inattention, distraction, or fatigue",1,"Yes, Directly Involved",N,NA,NA,NA,NA,N,POINT (-75.714969999749 39.692900000142),N,New Castle,"2,016"
2014 Oct 23 04:38:00 PM,5,Thursday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.20212,-75.55886,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.558859999818 39.202120000025),K,Kent,"2,014"
2016 Jan 18 12:00:00 AM,1,Sunday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,4,Ice/Frost,5,Dark-Not Lighted,2,Cloudy,NA,NA,Y,N,N,N,N,39.80367,-75.48058,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.480580000171 39.803669999998),N,New Castle,"2,016"
2015 Aug 28 08:26:00 PM,6,Friday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.65789,-75.78447,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.784469999658 39.657890000076),N,New Castle,"2,015"
2015 Oct 22 11:20:00 PM,5,Thursday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,Y,Y,1,Dry,4,Dark-Lighted,1,Clear,1,Clear,Y,N,N,N,N,39.65179,-75.62031,10,Driving under the influence,0,No,N,NA,NA,NA,NA,N,POINT (-75.620309999735 39.651790000309),N,New Castle,"2,015"
2012 Sep 28 08:33:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.81267,-75.49337,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.493370000286 39.812669999804),N,New Castle,"2,012"
2015 Nov 10 09:02:00 PM,3,Tuesday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,1,Daylight,4,Rain,NA,NA,Y,N,N,N,N,39.67483,-75.6563,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.656299999972 39.674830000303),N,New Castle,"2,015"
2012 Nov 13 12:50:00 PM,3,Tuesday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,2,Wet,1,Daylight,4,Rain,NA,NA,Y,N,N,N,N,39.74855,-75.59104,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.591039999695 39.748550000036),N,New Castle,"2,012"
2012 Mar 19 11:52:00 AM,2,Monday,2,Property Damage Only,N,N,2,Front to front,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.64422,-75.74405,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.744049999818 39.644220000216),N,New Castle,"2,012"
2014 Dec 18 07:12:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.10595,-75.54061,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.540609999881 39.105950000283),K,Kent,"2,014"
2015 Jan 30 03:17:00 PM,6,Friday,1,Non-Reportable,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.45238,-75.39372,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.393719999904 38.452380000049),S,Sussex,"2,015"
2011 Dec 15 01:39:00 AM,4,Wednesday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,4,Dark-Lighted,4,Rain,NA,NA,Y,N,N,N,N,39.68782,-75.58346,4,Disregard Traffic Signal,0,No,N,NA,NA,NA,NA,N,POINT (-75.583460000056 39.687820000161),N,New Castle,"2,011"
2009 Mar 23 06:15:00 AM,2,Monday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.7525526,-75.5495471,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.549547099691 39.752552600233),N,New Castle,"2,009"
2015 Apr 18 01:05:00 AM,6,Friday,1,Non-Reportable,Y,N,0,Not a collision between two vehicles,N,N,NA,NA,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.44432,-75.73828,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.738280000374 39.444320000199),N,New Castle,"2,015"
2015 Dec 20 08:31:00 AM,1,Sunday,2,Property Damage Only,N,N,3,Angle,Y,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.787,-75.54604,2,Failed to yield right of way,0,No,N,NA,NA,NA,NA,N,POINT (-75.546039999566 39.787000000126),N,New Castle,"2,015"
2012 Apr 05 09:34:00 PM,5,Thursday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.69844,-75.40097,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.40096999983 38.698440000311),S,Sussex,"2,012"
2012 Oct 26 10:44:00 PM,6,Friday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.60623,-75.73882,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.738820000149 39.606229999916),N,New Castle,"2,012"
2009 Dec 12 02:38:00 AM,6,Friday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.1534558,-75.5415963,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.541596299757 39.153455799925),K,Kent,"2,009"
2013 Dec 11 04:14:00 PM,4,Wednesday,1,Non-Reportable,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.66541,-75.60548,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.60548000017 39.665410000187),N,New Castle,"2,013"
2015 Apr 13 03:16:00 PM,2,Monday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.41558,-75.65918,88,Other,0,No,N,NA,NA,NA,NA,N,POINT (-75.659179999671 39.415579999919),N,New Castle,"2,015"
2011 Apr 08 02:11:00 AM,5,Thursday,3,Personal Injury Crash,N,Y,88,Other,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.75527,-75.5341,14,Improper backing,0,No,N,NA,NA,NA,NA,N,POINT (-75.534099999747 39.755269999993),N,New Castle,"2,011"
2015 Apr 19 01:25:00 AM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.70636,-75.56684,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.566840000388 39.706360000078),N,New Castle,"2,015"
2014 Feb 16 02:35:00 AM,7,Saturday,1,Non-Reportable,N,N,0,Not a collision between two vehicles,N,N,4,Ice/Frost,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.63093,-75.66014,88,Other,0,No,N,NA,NA,NA,NA,N,POINT (-75.660139999571 39.630929999962),N,New Castle,"2,014"
2014 Nov 24 11:29:00 PM,2,Monday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.72037,-75.61362,4,Disregard Traffic Signal,0,No,N,NA,NA,NA,NA,N,POINT (-75.613619999676 39.720370000025),N,New Castle,"2,014"
2014 Jun 25 02:48:00 AM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.72754,-75.5697,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.569699999996 39.727539999675),N,New Castle,"2,014"
2013 Feb 13 08:43:00 PM,4,Wednesday,1,Non-Reportable,Y,N,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,N,N,N,39.63072,-75.72661,16,Mechanical defects,0,No,N,NA,NA,NA,NA,N,POINT (-75.726609999993 39.630720000322),N,New Castle,"2,013"
2012 Mar 25 09:57:00 PM,1,Sunday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.19216,-75.5952,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.595199999859 39.192160000347),K,Kent,"2,012"
2012 Mar 23 02:00:00 AM,5,Thursday,1,Non-Reportable,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,38.52739,-75.20464,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.204640000077 38.527389999727),S,Sussex,"2,012"
2009 Jun 06 09:08:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.7131743,-75.6468849,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.646884900311 39.713174300321),N,New Castle,"2,009"
2009 Oct 11 04:52:00 AM,1,Sunday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.7511117,-75.5491116,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.549111600034 39.751111699987),N,New Castle,"2,009"
2014 Dec 31 11:52:00 PM,4,Wednesday,1,Non-Reportable,N,N,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,N,N,N,39.43874,-75.6931,17,Animal in Roadway - Deer,0,No,N,NA,NA,NA,NA,N,POINT (-75.69310000032 39.43873999973),N,New Castle,"2,014"
2015 Nov 17 12:55:00 PM,3,Tuesday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.70816,-75.59655,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.596549999746 39.708160000313),N,New Castle,"2,015"
2012 Jul 26 09:29:00 PM,5,Thursday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.81175,-75.49048,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.490479999642 39.811750000062),N,New Castle,"2,012"
2015 Jan 30 04:17:00 AM,5,Thursday,3,Personal Injury Crash,N,N,3,Angle,N,N,2,Wet,5,Dark-Not Lighted,2,Cloudy,NA,NA,Y,N,N,N,N,39.54362,-75.64878,9,Made improper turn,0,No,N,NA,NA,NA,NA,N,POINT (-75.648779999709 39.543620000111),N,New Castle,"2,015"
2016 Jan 14 10:33:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.77912,-75.56499,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.564990000011 39.779120000259),N,New Castle,"2,016"
2011 Apr 30 11:49:00 PM,7,Saturday,1,Non-Reportable,Y,N,7,Rear to rear,N,N,1,Dry,3,Dusk,1,Clear,NA,NA,Y,N,N,N,N,39.69534,-75.76726,14,Improper backing,0,No,N,NA,NA,NA,NA,N,POINT (-75.767259999986 39.695340000218),N,New Castle,"2,011"
2009 Apr 09 12:04:00 AM,4,Wednesday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,38.996259,-75.4568282,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.456828200004 38.996259000037),K,Kent,"2,009"
2015 Feb 13 03:16:00 PM,6,Friday,1,Non-Reportable,Y,N,88,Other,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.68808,-75.74614,14,Improper backing,0,No,N,NA,NA,NA,NA,N,POINT (-75.746140000395 39.688079999695),N,New Castle,"2,015"
2009 Nov 26 10:58:00 PM,5,Thursday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,2,Cloudy,NA,NA,Y,N,N,N,N,38.6130754,-75.4671129,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.467112900301 38.613075399674),S,Sussex,"2,009"
2015 Jun 01 02:45:00 PM,2,Monday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.44961,-75.7279,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.727899999605 39.449609999964),N,New Castle,"2,015"
2011 Sep 08 10:25:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.72289,-75.59399,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.593989999714 39.722890000126),N,New Castle,"2,011"
2010 Apr 27 07:35:00 AM,3,Tuesday,1,Non-Reportable,N,N,88,Other,N,N,2,Wet,5,Dark-Not Lighted,2,Cloudy,NA,NA,Y,N,N,N,N,38.53825,-75.59143,17,Animal in Roadway - Deer,0,No,N,NA,NA,NA,NA,N,POINT (-75.591429999682 38.538250000031),S,Sussex,"2,010"
2015 Nov 21 06:06:00 PM,7,Saturday,1,Non-Reportable,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.73911,-75.54276,7,Improper lane change,0,No,N,NA,NA,NA,NA,N,POINT (-75.542759999834 39.739109999902),N,New Castle,"2,015"
2014 Jun 16 12:35:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.76279,-75.63162,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.631620000266 39.76278999988),N,New Castle,"2,014"
2012 Apr 21 01:45:00 AM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.60498,-75.76923,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.769230000014 39.604979999931),N,New Castle,"2,012"
2015 Sep 07 12:57:00 PM,2,Monday,1,Non-Reportable,Y,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,38.73504,-75.15766,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.157659999874 38.735039999674),S,Sussex,"2,015"
2010 May 25 04:00:00 AM,3,Tuesday,2,Property Damage Only,N,N,99,Unknown,N,N,99,Unknown,99,Unknown,99,Unknown,NA,NA,N,N,N,N,N,39.74543,-75.56357,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.563569999803 39.745430000221),N,New Castle,"2,010"
2013 Apr 08 12:09:00 PM,2,Monday,1,Non-Reportable,Y,N,99,Unknown,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.58606,-75.68559,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.685590000104 39.586059999716),N,New Castle,"2,013"
2010 Sep 04 07:49:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.83269,-75.54336,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.543359999884 39.832689999842),N,New Castle,"2,010"
2010 Jul 22 10:49:00 PM,5,Thursday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.6654,-75.7759,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.775899999982 39.665400000265),N,New Castle,"2,010"
2015 Sep 10 06:52:00 PM,5,Thursday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.67939,-75.74451,16,Mechanical defects,0,No,N,NA,NA,NA,NA,N,POINT (-75.744510000126 39.679389999775),N,New Castle,"2,015"
2013 Dec 09 12:35:00 AM,1,Sunday,2,Property Damage Only,N,N,3,Angle,N,N,3,Snow,4,Dark-Lighted,6,Snow,NA,NA,Y,N,N,N,N,39.62242,-75.68412,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.684119999668 39.622419999784),N,New Castle,"2,013"
