CRASH DATETIME,DAY OF WEEK CODE,DAY OF WEEK DESCRIPTION,CRASH CLASSIFICATION CODE,CRASH CLASSIFICATION DESCRIPTION,COLLISION ON PRIVATE PROPERTY,PEDESTRIAN INVOLVED,MANNER OF IMPACT CODE,MANNER OF IMPACT DESCRIPTION,ALCOHOL INVOLVED,DRUG INVOLVED,ROAD SURFACE CODE,ROAD SURFACE DESCRIPTION,LIGHTING CONDITION CODE,LIGHTING CONDITION DESCRIPTION,WEATHER 1 CODE,WEATHER 1 DESCRIPTION,WEATHER 2 CODE,WEATHER 2 DESCRIPTION,SEATBELT USED,MOTORCYCLE INVOLVED,MOTORCYCLE HELMET USED,BICYCLED INVOLVED,BICYCLE HELMET USED,LATITUDE,LONGITUDE,PRIMARY CONTRIBUTING CIRCUMSTANCE CODE,PRIMARY CONTRIBUTING CIRCUMSTANCE DESCRIPTION,SCHOOL BUS INVOLVED CODE,SCHOOL BUS INVOLVED DESCRIPTION,WORK ZONE,WORK ZONE LOCATION CODE,WORK ZONE LOCATION DESCRIPTION,WORK ZONE TYPE CODE,WORK ZONE TYPE DESCRIPTION,WORKERS PRESENT,the_geom,COUNTY CODE,COUNTY NAME,YEAR
2009 May 17 09:39:00 PM,1,Sunday,2,Property Damage Only,N,N,5,"Sideswipe, opposite direction",N,N,2,Wet,1,Daylight,4,Rain,NA,NA,Y,N,N,N,N,38.6052106,-75.2231855,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.223185499929 38.605210600251),S,Sussex,"2,009"
2012 Sep 01 05:00:00 AM,7,Saturday,2,Property Damage Only,N,N,5,"Sideswipe, opposite direction",N,N,99,Unknown,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.15857,-75.60435,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.604350000391 39.158570000168),K,Kent,"2,012"
2009 Oct 24 01:47:00 AM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,4,Dark-Lighted,4,Rain,NA,NA,Y,N,N,N,N,39.8133466,-75.5499346,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.549934599667 39.813346600008),N,New Castle,"2,009"
2015 Sep 21 07:56:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.69009,-75.58136,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.581360000332 39.690090000134),N,New Castle,"2,015"
2013 Mar 15 12:38:00 AM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.66211,-75.66503,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.665030000379 39.662109999897),N,New Castle,"2,013"
2012 Oct 04 12:55:00 PM,5,Thursday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.23195,-75.58576,16,Mechanical defects,0,No,N,NA,NA,NA,NA,N,POINT (-75.585759999797 39.231949999685),K,Kent,"2,012"
2010 Jul 19 09:10:00 AM,2,Monday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,2,Dawn,1,Clear,NA,NA,Y,N,N,N,N,38.51224,-75.5506,17,Animal in Roadway - Deer,0,No,N,NA,NA,NA,NA,N,POINT (-75.550599999764 38.512239999797),S,Sussex,"2,010"
2010 Jul 18 07:20:00 AM,1,Sunday,2,Property Damage Only,N,N,88,Other,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.74962,-75.52464,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.524639999593 39.74962000013),N,New Castle,"2,010"
2011 Jul 01 11:13:00 AM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.47516,-75.72054,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.720540000075 39.475159999721),N,New Castle,"2,011"
2013 Mar 19 10:28:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,3,Dusk,2,Cloudy,NA,NA,Y,N,N,N,N,39.12475,-75.53211,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.532109999627 39.124750000123),K,Kent,"2,013"
2009 Nov 26 03:51:00 AM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,4,Dark-Lighted,2,Cloudy,NA,NA,Y,N,N,N,N,39.7491706,-75.5326974,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.532697399906 39.749170600139),N,New Castle,"2,009"
2010 Oct 27 12:34:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,NA,NA,Y,N,N,N,N,39.77038,-75.54361,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.543610000129 39.770380000306),N,New Castle,"2,010"
2015 Apr 26 12:08:00 AM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,5,Dark-Not Lighted,4,Rain,NA,NA,Y,N,N,N,N,38.62483,-75.12256,17,Animal in Roadway - Deer,0,No,N,NA,NA,NA,NA,N,POINT (-75.122560000116 38.624829999845),S,Sussex,"2,015"
2010 Feb 21 05:00:00 AM,1,Sunday,1,Non-Reportable,Y,N,99,Unknown,N,N,99,Unknown,99,Unknown,99,Unknown,NA,NA,N,N,N,N,N,39.82195,-75.46254,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.462540000296 39.821950000294),N,New Castle,"2,010"
2011 Apr 25 11:02:00 PM,2,Monday,2,Property Damage Only,N,N,2,Front to front,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.0992,-75.73941,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.739410000153 39.099200000211),K,Kent,"2,011"
2012 Dec 13 10:44:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.70979,-75.56419,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.564189999945 39.709790000102),N,New Castle,"2,012"
2012 Dec 12 01:50:00 PM,4,Wednesday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.73503,-75.56412,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.564119999624 39.735030000097),N,New Castle,"2,012"
2009 Apr 27 12:02:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.729365,-75.7133071,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.71330709958 39.729364999728),N,New Castle,"2,009"
2016 Jan 31 01:24:00 AM,7,Saturday,3,Personal Injury Crash,N,N,3,Angle,N,N,88,Other,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.49963,-75.74926,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.749260000294 39.499630000113),N,New Castle,"2,016"
2013 Jan 25 10:04:00 PM,6,Friday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,2,Wet,4,Dark-Lighted,6,Snow,NA,NA,Y,N,N,N,N,39.73805,-75.5529,9,Made improper turn,0,No,N,NA,NA,NA,NA,N,POINT (-75.552900000403 39.738050000069),N,New Castle,"2,013"
2011 Sep 19 01:52:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.68772,-75.64729,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.64729000008 39.687720000133),N,New Castle,"2,011"
2015 May 27 07:36:00 PM,4,Wednesday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.7486,-75.17326,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.173260000266 38.748599999972),S,Sussex,"2,015"
2012 Sep 01 06:40:00 AM,7,Saturday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,Y,Y,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,38.49325,-75.16731,10,Driving under the influence,0,No,N,NA,NA,NA,NA,N,POINT (-75.167309999999 38.493250000339),S,Sussex,"2,012"
2012 Sep 07 09:14:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.71868,-75.55469,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.554689999608 39.718679999892),N,New Castle,"2,012"
2015 Jul 22 02:37:00 PM,4,Wednesday,1,Non-Reportable,Y,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.67703,-75.59372,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.593720000276 39.677029999946),N,New Castle,"2,015"
2015 Oct 06 10:54:00 AM,3,Tuesday,1,Non-Reportable,N,N,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,N,N,N,39.60864,-75.71542,11,"Driver inattention, distraction, or fatigue",1,"Yes, Directly Involved",N,NA,NA,NA,NA,N,POINT (-75.71542000001 39.608640000244),N,New Castle,"2,015"
2015 Jan 27 02:02:00 AM,2,Monday,2,Property Damage Only,N,N,3,Angle,Y,N,2,Wet,4,Dark-Lighted,5,"Sleet, Hail (freezing rain or drizzle)",NA,NA,Y,N,N,N,N,38.59062,-75.29179,10,Driving under the influence,0,No,N,NA,NA,NA,NA,N,POINT (-75.291789999873 38.590620000171),S,Sussex,"2,015"
2012 Jan 04 10:20:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.22161,-75.57544,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.575440000201 39.221609999997),K,Kent,"2,012"
2009 Nov 21 12:35:00 PM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.7240825,-75.6020372,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.602037199658 39.724082499894),N,New Castle,"2,009"
2009 Dec 12 11:18:00 PM,7,Saturday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.6080643,-75.7153636,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.715363600184 39.60806430013),N,New Castle,"2,009"
2011 May 26 08:50:00 PM,5,Thursday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,2,Dawn,1,Clear,NA,NA,Y,N,N,N,N,39.65571,-75.75129,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.751289999698 39.655710000114),N,New Castle,"2,011"
2015 Feb 10 12:00:00 AM,2,Monday,1,Non-Reportable,N,N,99,Unknown,N,N,99,Unknown,99,Unknown,99,Unknown,NA,NA,Y,N,N,N,N,39.73571,-75.67145,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.671450000102 39.735710000028),N,New Castle,"2,015"
2015 Aug 07 02:58:00 PM,6,Friday,1,Non-Reportable,Y,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.80097,-75.54781,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.547809999578 39.800969999716),N,New Castle,"2,015"
2015 Jun 04 12:32:00 AM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,5,Dark-Not Lighted,4,Rain,NA,NA,Y,N,N,N,N,38.56524,-75.5597,18,Animal in Roadway - Other Animal,0,No,N,NA,NA,NA,NA,N,POINT (-75.559700000067 38.565240000001),S,Sussex,"2,015"
2012 May 21 09:22:00 PM,2,Monday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,Y,Y,39.70024,-75.55213,5,Wrong side or wrong way,0,No,N,NA,NA,NA,NA,N,POINT (-75.552129999576 39.700240000241),N,New Castle,"2,012"
2015 Dec 01 01:42:00 AM,2,Monday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,2,Wet,4,Dark-Lighted,4,Rain,NA,NA,Y,N,N,Y,Y,39.71493,-75.62458,88,Other,0,No,N,NA,NA,NA,NA,N,POINT (-75.624580000403 39.714930000168),N,New Castle,"2,015"
2013 Dec 01 10:52:00 PM,1,Sunday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,38.49582,-75.17222,17,Animal in Roadway - Deer,0,No,N,NA,NA,NA,NA,N,POINT (-75.172220000001 38.495819999923),S,Sussex,"2,013"
2015 Aug 30 01:08:00 AM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,Y,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.70942,-75.56406,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.564060000248 39.709419999971),N,New Castle,"2,015"
2014 Apr 07 12:15:00 AM,1,Sunday,2,Property Damage Only,N,N,1,Front to rear,Y,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.71645,-75.65138,10,Driving under the influence,0,No,N,NA,NA,NA,NA,N,POINT (-75.651379999924 39.716450000329),N,New Castle,"2,014"
2009 Jul 20 08:19:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.7246065,-75.2855949,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.285594899671 38.724606500157),S,Sussex,"2,009"
2013 Jan 28 12:41:00 PM,2,Monday,1,Non-Reportable,N,N,0,Not a collision between two vehicles,N,N,7,Slush,1,Daylight,5,"Sleet, Hail (freezing rain or drizzle)",NA,NA,Y,N,N,N,N,38.6903,-75.28728,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.287279999905 38.690299999697),S,Sussex,"2,013"
2015 May 25 12:15:00 AM,1,Sunday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,38.74846,-75.16515,2,Failed to yield right of way,0,No,N,NA,NA,NA,NA,N,POINT (-75.16515 38.748459999758),S,Sussex,"2,015"
2015 Jul 10 11:50:00 PM,6,Friday,1,Non-Reportable,Y,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.30484,-75.60892,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.608919999736 39.304840000305),K,Kent,"2,015"
2013 Jul 14 11:45:00 PM,1,Sunday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.74624,-75.57355,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.573549999641 39.746239999997),N,New Castle,"2,013"
2010 Feb 02 11:32:00 PM,3,Tuesday,1,Non-Reportable,N,N,88,Other,N,N,99,Unknown,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,38.78619,-75.47591,17,Animal in Roadway - Deer,0,No,N,NA,NA,NA,NA,N,POINT (-75.475910000369 38.786190000251),S,Sussex,"2,010"
2015 Jul 01 09:39:00 PM,4,Wednesday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.54883,-75.2349,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.234900000154 38.548829999873),S,Sussex,"2,015"
2014 Jul 05 03:31:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.7386,-75.20989,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.209889999837 38.73860000006),S,Sussex,"2,014"
2011 Nov 26 01:35:00 PM,7,Saturday,1,Non-Reportable,Y,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.63257,-75.65614,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.656140000138 39.632569999739),N,New Castle,"2,011"
2012 Dec 26 07:23:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,NA,NA,Y,N,N,N,N,39.64783,-75.70293,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.70293000037 39.647830000079),N,New Castle,"2,012"
2010 Oct 27 02:58:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,Y,N,2,Wet,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.68512,-75.68272,10,Driving under the influence,0,No,N,NA,NA,NA,NA,N,POINT (-75.682719999552 39.685119999723),N,New Castle,"2,010"
2014 Jan 23 06:57:00 PM,5,Thursday,1,Non-Reportable,N,N,4,"Sideswipe, same direction",N,N,4,Ice/Frost,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,38.69133,-75.38423,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.384229999614 38.691329999835),S,Sussex,"2,014"
2015 Dec 26 07:09:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.69462,-75.60028,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.60027999974 39.694620000282),N,New Castle,"2,015"
2011 Dec 23 02:11:00 PM,6,Friday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.66921,-75.65496,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.65496000013 39.669209999959),N,New Castle,"2,011"
2011 Oct 11 02:19:00 PM,3,Tuesday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.71457,-75.64146,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.641460000361 39.714569999678),N,New Castle,"2,011"
2014 Jul 28 09:15:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.67377,-75.65412,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.654119999881 39.67376999983),N,New Castle,"2,014"
2015 May 03 04:30:00 PM,1,Sunday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.16947,-75.51776,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.517759999563 39.169469999974),K,Kent,"2,015"
2015 Dec 12 08:44:00 PM,7,Saturday,1,Non-Reportable,Y,N,7,Rear to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.44194,-75.74304,14,Improper backing,0,No,N,NA,NA,NA,NA,N,POINT (-75.74303999969 39.441939999949),N,New Castle,"2,015"
2015 Apr 18 07:05:00 AM,7,Saturday,3,Personal Injury Crash,N,N,2,Front to front,Y,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.62419,-75.70105,10,Driving under the influence,0,No,N,NA,NA,NA,NA,N,POINT (-75.701049999855 39.624189999742),N,New Castle,"2,015"
2010 Mar 04 05:30:00 PM,5,Thursday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,Y,Y,39.68297,-75.75536,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.755360000349 39.682969999962),N,New Castle,"2,010"
2015 Jul 08 01:27:00 PM,4,Wednesday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.62288,-75.6836,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.683599999984 39.622879999772),N,New Castle,"2,015"
2014 Mar 10 05:40:00 PM,2,Monday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,38.77867,-75.39448,88,Other,0,No,N,NA,NA,NA,NA,N,POINT (-75.394479999788 38.778669999832),S,Sussex,"2,014"
2009 Nov 08 05:42:00 PM,1,Sunday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.6336485,-75.715257,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.715256999804 39.633648499992),N,New Castle,"2,009"
2015 Jun 16 12:00:00 PM,3,Tuesday,1,Non-Reportable,Y,N,99,Unknown,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.44493,-75.73809,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.738090000403 39.444930000329),N,New Castle,"2,015"
2012 Jul 22 11:50:00 AM,1,Sunday,1,Non-Reportable,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,N,N,N,N,N,38.53755,-75.26596,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.265960000297 38.537550000086),S,Sussex,"2,012"
2014 Dec 11 05:38:00 PM,5,Thursday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,6,Snow,NA,NA,Y,N,N,N,N,39.82635,-75.61983,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.619830000234 39.826349999739),N,New Castle,"2,014"
2015 Jun 25 06:11:00 PM,5,Thursday,1,Non-Reportable,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,Y,Y,39.74568,-75.54264,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.542640000183 39.745680000213),N,New Castle,"2,015"
2010 Sep 17 07:41:00 PM,6,Friday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.72105,-75.57726,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.577260000442 39.721050000153),N,New Castle,"2,010"
2011 Nov 25 10:15:00 PM,6,Friday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.65119,-75.68897,2,Failed to yield right of way,0,No,N,NA,NA,NA,NA,N,POINT (-75.688970000293 39.65118999968),N,New Castle,"2,011"
2015 Feb 18 06:32:00 PM,4,Wednesday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.74804,-75.55683,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.556830000414 39.748040000249),N,New Castle,"2,015"
2015 Nov 29 05:39:00 PM,1,Sunday,1,Non-Reportable,Y,N,99,Unknown,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,N,N,N,N,N,39.66497,-75.75248,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.752479999752 39.664970000172),N,New Castle,"2,015"
2015 Jan 09 05:51:00 PM,6,Friday,1,Non-Reportable,Y,N,0,Not a collision between two vehicles,N,N,9,"Mud, Dirt, Gravel",1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.04976,-75.46717,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.467169999915 39.049760000218),K,Kent,"2,015"
2015 Jun 15 11:43:00 AM,2,Monday,2,Property Damage Only,N,N,88,Other,N,N,2,Wet,1,Daylight,4,Rain,NA,NA,Y,N,N,N,N,39.7171,-75.60228,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.602279999906 39.717100000306),N,New Castle,"2,015"
2012 Apr 02 03:35:00 AM,1,Sunday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,2,Wet,5,Dark-Not Lighted,4,Rain,NA,NA,Y,N,N,N,N,39.70094,-75.59883,7,Improper lane change,0,No,N,NA,NA,NA,NA,N,POINT (-75.598830000294 39.70093999969),N,New Castle,"2,012"
2011 Dec 30 10:03:00 AM,6,Friday,1,Non-Reportable,N,N,88,Other,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.22717,-75.57801,17,Animal in Roadway - Deer,0,No,N,NA,NA,NA,NA,N,POINT (-75.578010000279 39.227169999733),K,Kent,"2,011"
2015 Sep 15 09:12:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.7496,-75.64873,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.648730000379 39.749599999816),N,New Castle,"2,015"
2009 Mar 25 03:24:00 PM,4,Wednesday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.8297523,-75.5370571,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.53705710005 39.829752299892),N,New Castle,"2,009"
2010 Aug 08 09:09:00 PM,1,Sunday,1,Non-Reportable,N,N,3,Angle,Y,Y,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.70817,-75.15693,10,Driving under the influence,0,No,N,NA,NA,NA,NA,N,POINT (-75.156930000128 38.708170000302),S,Sussex,"2,010"
2015 Aug 16 02:47:00 PM,1,Sunday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,1,Clear,Y,N,N,N,N,38.57725,-75.28798,16,Mechanical defects,0,No,N,NA,NA,NA,NA,N,POINT (-75.287980000412 38.577249999701),S,Sussex,"2,015"
2015 Feb 18 02:42:00 PM,4,Wednesday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.74041,-75.55637,9,Made improper turn,0,No,N,NA,NA,NA,NA,N,POINT (-75.556370000106 39.740410000326),N,New Castle,"2,015"
2015 Nov 18 08:04:00 PM,4,Wednesday,1,Non-Reportable,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.74638,-75.55263,88,Other,0,No,N,NA,NA,NA,NA,N,POINT (-75.552630000066 39.746379999923),N,New Castle,"2,015"
